Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/16  07:00:00,77.5784624446,18.481645807,15.7907519375,0.0,2.06121554724,15.9888894789,92.8647151222,89.8729847044,2.97173041782,0.02
 01/16  08:00:00,89.5815666924,24.4088719172,20.6983469758,4.03090668013,2.06121554724,15.9888894789,116.273888213,113.282157796,2.97173041782,0.02
 01/16  09:00:00,95.2780568975,20.3683594701,17.569692948,2.75020167417,4.12243109448,41.7362269337,87.6023338913,82.6294498616,4.9528840297,0.02
 01/16  10:00:00,104.145170268,24.6947376237,22.8098267903,2.02337464804,4.12243109448,41.7362269337,102.663351927,97.6904678969,4.9528840297,0.02
 01/16  11:00:00,95.6088424422,20.1968400462,21.1991451549,1.65753168508,4.12243109448,41.7362269337,80.4004372461,75.4275532164,4.9528840297,0.02
 01/16  12:00:00,114.418788588,25.0622792464,30.7943224845,1.88947042071,4.12243109448,41.7362269337,95.8439712998,90.8710872701,4.9528840297,0.02
 01/16  13:00:00,105.214448556,20.9321486237,30.2940277333,1.76301141197,4.12243109448,41.7362269337,76.4945197673,71.5216357376,4.9528840297,0.02
 01/16  14:00:00,113.226551623,25.0626271633,35.7257692482,1.0416217495,4.12243109448,41.7362269337,93.050049755,88.0771657253,4.9528840297,0.02
 01/16  15:00:00,102.638866316,20.9348669723,33.3512180554,0.644185295605,4.12243109448,41.7362269337,75.3777010473,70.4048170176,4.9528840297,0.02
 01/16  16:00:00,112.170327898,25.0630919173,38.650933081,0.244539492052,4.12243109448,41.7362269337,92.8571843042,87.8843002745,4.9528840297,0.02
 01/16  17:00:00,84.7438957498,20.9321903572,33.23626724,0.32927341247,4.12243109448,24.8785346261,76.3138849335,71.3410009038,4.9528840297,0.02
 01/16  18:00:00,81.3674513187,22.2900323754,31.7805359357,0.678580032465,2.06121554724,15.9888894789,87.7197837059,84.7280532881,2.97173041782,0.02
 01/16  19:00:00,65.4006965579,14.7853166456,17.464967558,0.0,2.06121554724,15.9888894789,72.4002172027,69.4084867849,2.97173041782,0.02
 01/16  20:00:00,68.8893299843,16.1714400811,18.4620850891,0.0,2.06121554724,15.9888894789,82.7071458051,79.7154153873,2.97173041782,0.02
 01/16  21:00:00,68.6525757579,17.326542944,18.2784322302,0.0,2.06121554724,15.9888894789,86.0146574611,83.0229270433,2.97173041782,0.02
 01/16  22:00:00,84.7641456731,24.4742126501,26.0020185446,0.825414412426,2.06121554724,15.9888894789,112.288990015,109.297259597,2.97173041782,0.02
 01/16  23:00:00,69.8462788433,18.481645807,18.4409963132,0.0,2.06121554724,15.9888894789,90.3827093879,87.3909789701,2.97173041782,0.02
 01/16  24:00:00,82.5787578582,24.5722237495,23.0914151129,1.5574372284,2.06121554724,15.9888894789,114.028338146,111.036607728,2.97173041782,0.02
 01/17  01:00:00,70.1809735795,18.481645807,16.6835677535,0.0,4.12243109448,15.9888894789,90.6460634464,87.6543330286,2.97173041782,0.02
 01/17  02:00:00,82.4405068508,24.4497098753,19.8230133459,1.81763216319,4.12243109448,15.9888894789,113.440361331,110.448630913,2.97173041782,0.02
 01/17  03:00:00,72.5331316772,19.5842706751,15.1014194607,1.79766805433,4.12243109448,15.9888894789,91.398853321,88.4071229031,2.97173041782,0.02
 01/17  04:00:00,82.1256143769,23.9596543783,18.3722774338,1.80345639021,4.12243109448,15.9888894789,114.0401496,111.048419183,2.97173041782,0.02
 01/17  05:00:00,109.02625765,29.5193388659,20.9747050651,3.22205600528,12.3672932834,24.9413748627,129.91787195,124.94498792,4.9528840297,0.02
 01/17  06:00:00,148.419633044,30.1946424952,23.5406401361,37.6565398042,12.3672932834,24.9413748627,197.446371372,192.473487342,4.9528840297,0.02
 01/17  07:00:00,196.708692973,30.718998863,22.9912823659,29.2956196284,24.7345865669,70.7195625826,164.598410006,154.672641947,9.90576805939,0.02
 01/17  08:00:00,211.601477151,30.7580397756,22.435610252,20.3762215356,37.1018798503,92.3937384068,151.795104123,133.283840296,9.90576805939,8.60549576749
 01/17  09:00:00,211.085137846,30.7928672197,23.0569463203,15.0555066814,37.1018798503,104.434947198,134.045817004,124.120048945,9.90576805939,0.02
 01/17  10:00:00,221.347338912,30.8688125568,25.433823793,10.5749327452,37.1018798503,116.476155989,126.330702298,116.404934238,9.90576805939,0.02
 01/17  11:00:00,225.425722349,31.0611166282,32.2497533292,7.67623432487,37.1018798503,116.476155989,127.553985548,109.020187719,9.90576805939,8.62802976961
 01/17  12:00:00,233.138461156,31.384362605,41.6963849391,5.83550292817,37.1018798503,116.476155989,112.576315671,102.650547612,9.90576805939,0.02
 01/17  13:00:00,235.427223759,31.7656802585,50.8455329525,4.37579553833,37.1018798503,104.434947198,107.397233122,97.4714650626,9.90576805939,0.02
 01/17  14:00:00,259.547591335,32.1099548529,57.1300339723,2.78571044923,37.1018798503,116.476155989,111.415193907,92.8800340545,9.90576805939,8.62939179338
 01/17  15:00:00,266.054237294,32.4048943072,60.063760606,1.68536804533,37.1018798503,116.476155989,99.0918170847,89.1660490254,9.90576805939,0.02
 01/17  16:00:00,264.368976179,32.5454517211,58.8166260954,1.15619584374,37.1018798503,116.476155989,105.960453422,87.4280670124,9.90576805939,8.62661835024
 01/17  17:00:00,261.307307704,32.472004694,56.0267829829,0.871095958878,37.1018798503,116.476155989,97.1105079887,87.1847399293,9.90576805939,0.02
 01/17  18:00:00,269.267895445,31.9831593916,53.5659167168,0.892341890592,37.1018798503,116.476155989,100.310578745,90.3848106854,9.90576805939,0.02
 01/17  19:00:00,180.390862043,29.5601768239,37.8360511504,0.0,24.7345865669,47.5788473902,75.9953049769,71.0224209472,4.9528840297,0.02
 01/17  20:00:00,174.237053208,30.0502323209,31.8937825681,0.0,24.7345865669,47.5788473902,83.2907033428,78.3178193131,4.9528840297,0.02
 01/17  21:00:00,144.570112414,29.1926352012,26.3004582683,0.0,12.3672932834,38.6892022431,106.982228572,95.4029121294,2.97173041782,8.60758602491
 01/17  22:00:00,97.111227733,15.3733832419,14.8821059186,0.0,12.3672932834,27.0668015668,63.4328924806,60.4411620628,2.97173041782,0.02
 01/17  23:00:00,90.5694547742,19.8957835943,18.3452814723,0.0,4.12243109448,15.9888894789,83.104041458,80.1123110402,2.97173041782,0.02
 01/17  24:00:00,75.3600743314,14.7853166456,13.3854358422,0.0,4.12243109448,15.9888894789,66.9120138879,63.9202834701,2.97173041782,0.02
 01/18  01:00:00,97.6706405716,24.327196001,19.1212567266,0.011006348176,4.12243109448,15.9888894789,99.6854398111,96.6937093933,2.97173041782,0.02
 01/18  02:00:00,85.5206576851,19.0697124033,14.8285755469,0.0721817546547,4.12243109448,15.9888894789,80.4204268413,77.4286964235,2.97173041782,0.02
 01/18  03:00:00,98.228807912,23.5921127556,17.7585157659,0.128987847731,4.12243109448,15.9888894789,101.649141812,98.6574113943,2.97173041782,0.02
 01/18  04:00:00,88.5161500794,19.8538011984,14.1464919126,0.685970092346,4.12243109448,15.9888894789,83.4722593787,80.4805289609,2.97173041782,0.02
 01/18  05:00:00,130.235850448,29.6500203317,20.1051676226,0.800867875572,12.3672932834,24.9413748627,117.084354827,112.111470797,4.9528840297,0.02
 01/18  06:00:00,154.690164758,29.7283647332,22.8210071342,21.0754000004,12.3672932834,24.9413748627,184.219393282,179.246509252,4.9528840297,0.02
 01/18  07:00:00,208.336245945,30.7812734992,22.6782335567,18.7661907538,24.7345865669,70.7195625826,150.431635801,140.505867741,9.90576805939,0.02
 01/18  08:00:00,225.976241425,30.8742921319,22.6142545516,13.2384341004,37.1018798503,92.3937384068,131.214701926,121.288933866,9.90576805939,0.02
 01/18  09:00:00,226.391843948,30.9565338751,24.990162536,8.73025520643,37.1018798503,104.434947198,122.722525628,112.796757569,9.90576805939,0.02
 01/18  10:00:00,239.754205544,31.0669205428,31.5437981105,5.46912367917,37.1018798503,116.476155989,124.191279783,105.661862705,9.90576805939,8.6236490179
 01/18  11:00:00,243.77204596,31.2739620625,37.1016007867,3.65129832546,37.1018798503,116.476155989,109.944416796,100.018648736,9.90576805939,0.02
 01/18  12:00:00,249.995842225,31.6084506342,42.7849837499,2.51176283274,37.1018798503,116.476155989,113.932163552,95.3970695046,9.90576805939,8.62932598835
 01/18  13:00:00,244.081644823,32.0210454786,46.3737160336,1.52031875769,37.1018798503,104.434947198,101.274330462,91.3485624026,9.90576805939,0.02
 01/18  14:00:00,264.64275165,32.4730205941,52.7857132031,1.09276262425,37.1018798503,116.476155989,97.0580211632,87.1322531038,9.90576805939,0.02
 01/18  15:00:00,278.415501016,32.7752805303,60.8784840387,0.728745794365,37.1018798503,116.476155989,102.362091072,83.8283655585,9.90576805939,8.62795745452
 01/18  16:00:00,285.927136706,33.0510716258,65.6517366445,0.463155501233,37.1018798503,116.476155989,90.9921787326,81.0664106732,9.90576805939,0.02
 01/18  17:00:00,285.403247218,33.0201217882,64.6192738907,0.366662060713,37.1018798503,116.476155989,90.6466077531,80.7208396937,9.90576805939,0.02
 01/18  18:00:00,287.4766856,32.4500062622,59.7268279647,0.526090334722,37.1018798503,116.476155989,103.224024426,84.7028965745,9.90576805939,8.61535979179
 01/18  19:00:00,189.099031123,29.7807017976,38.0519579062,0.0,24.7345865669,47.5788473902,73.0102722117,68.037388182,4.9528840297,0.02
 01/18  20:00:00,180.069426296,29.5601768239,29.3773923579,0.0,24.7345865669,47.5788473902,80.8572744241,75.8843903944,4.9528840297,0.02
 01/18  21:00:00,156.135551471,29.1926352012,26.0117476338,0.0,12.3672932834,38.6892022431,95.4661649639,92.4744345461,2.97173041782,0.02
 01/18  22:00:00,105.195532933,16.2554831364,15.2562498345,0.0,12.3672932834,27.0668015668,60.7258329271,57.7341025093,2.97173041782,0.02
 01/18  23:00:00,103.095502646,20.3298103877,19.2931859495,0.0,4.12243109448,15.9888894789,85.9354064723,82.9436760545,2.97173041782,0.02
 01/18  24:00:00,95.5891142064,18.481645807,16.3515997644,0.0,4.12243109448,15.9888894789,78.3726366743,75.3809062565,2.97173041782,0.02
 01/19  01:00:00,111.146748959,24.327196001,19.4276057789,0.035788587341,4.12243109448,15.9888894789,97.4608184312,94.4690880134,2.97173041782,0.02
 01/19  02:00:00,94.2330932762,18.9717013039,15.2376375535,0.0823257229706,4.12243109448,15.9888894789,79.7762436795,76.7845132617,2.97173041782,0.02
 01/19  03:00:00,107.29947617,24.0821682526,18.4067025645,0.228912449772,4.12243109448,15.9888894789,101.126340379,98.1346099612,2.97173041782,0.02
 01/19  04:00:00,93.8749444817,19.9518122978,14.4267888989,0.876979289465,4.12243109448,15.9888894789,81.3635601156,78.3718296978,2.97173041782,0.02
 01/19  05:00:00,136.232548503,29.0292833689,20.7218802678,0.514651181557,12.3672932834,24.9413748627,114.755053173,109.782169144,4.9528840297,0.02
 01/19  06:00:00,164.694312034,30.2447173839,23.5801499756,22.4728136972,12.3672932834,24.9413748627,181.926095574,176.953211545,4.9528840297,0.02
 01/19  07:00:00,217.463075752,30.7807490828,23.5020415114,17.6101963809,24.7345865669,70.7195625826,147.810330108,137.884562048,9.90576805939,0.02
 01/19  08:00:00,238.464317168,30.9394696532,23.522538128,12.8776623685,37.1018798503,92.3937384068,137.299876909,118.78692099,9.90576805939,8.60718785948
 01/19  09:00:00,241.874788175,31.0247885762,24.7390603215,10.4538354515,37.1018798503,104.434947198,122.087449622,112.161681562,9.90576805939,0.02
 01/19  10:00:00,252.286994308,31.1253826502,24.9893884918,6.68982779224,37.1018798503,116.476155989,115.268115856,105.342347796,9.90576805939,0.02
 01/19  11:00:00,261.588045581,31.4058484809,35.0005440234,4.0260981532,37.1018798503,116.476155989,116.203702649,97.6699401565,9.90576805939,8.62799443281
 01/19  12:00:00,273.589130678,31.8856643603,46.1141958572,2.570073324,37.1018798503,116.476155989,101.271923654,91.3461555944,9.90576805939,0.02
 01/19  13:00:00,268.347753335,32.318130479,52.3511048695,1.7427591166,37.1018798503,104.434947198,97.473565153,87.5477970936,9.90576805939,0.02
 01/19  14:00:00,282.269654084,32.6527075882,55.0961291643,1.27939309671,37.1018798503,116.476155989,103.36066849,84.8254780023,9.90576805939,8.62942242843
 01/19  15:00:00,283.579611543,32.8694760246,56.3364972729,1.02855832843,37.1018798503,116.476155989,92.7133508558,82.7875827964,9.90576805939,0.02
 01/19  16:00:00,283.382568602,32.9970187442,57.3341866794,0.85812664059,37.1018798503,116.476155989,100.029889653,81.4989662419,9.90576805939,8.62515535206
 01/19  17:00:00,283.062017425,32.8936829089,56.3929288165,0.785272789736,37.1018798503,116.476155989,91.3683157629,81.4425477036,9.90576805939,0.02
 01/19  18:00:00,282.912209432,32.3578751514,51.3603814036,0.902249068179,37.1018798503,116.476155989,94.9539828948,85.0282148354,9.90576805939,0.02
 01/19  19:00:00,194.188290014,29.5601768239,35.9085931365,0.0,24.7345865669,47.5788473902,73.1095124859,68.1366284562,4.9528840297,0.02
 01/19  20:00:00,190.098434488,29.9277184466,33.6960905572,0.0,24.7345865669,47.5788473902,80.3564932355,75.3836092058,4.9528840297,0.02
 01/19  21:00:00,160.773126387,28.7025797043,28.0219043507,0.0,12.3672932834,38.6892022431,94.8839824055,91.8922519876,2.97173041782,0.02
 01/19  22:00:00,104.68877866,15.2753721425,15.6251657155,0.0,12.3672932834,27.0668015668,68.6329003118,57.0563253101,2.97173041782,8.60484458391
 01/19  23:00:00,105.469920526,20.3298103877,20.1588246436,0.0,4.12243109448,15.9888894789,85.8147418535,82.8230114356,2.97173041782,0.02
 01/19  24:00:00,89.9919955321,17.0815543273,15.3662617027,0.0,4.12243109448,15.9888894789,69.0959849616,66.1042545438,2.97173041782,0.02
 01/20  01:00:00,112.678872372,23.8371405041,20.1142747528,0.028582553023,4.12243109448,15.9888894789,97.3429544148,94.351223997,2.97173041782,0.02
 01/20  02:00:00,98.0970337637,18.9717013039,15.6821892568,0.0520737030251,4.12243109448,15.9888894789,79.2592956453,76.2675652275,2.97173041782,0.02
 01/20  03:00:00,111.881892902,24.327196001,18.7226286095,0.230397096511,4.12243109448,15.9888894789,99.8649749101,96.8732444922,2.97173041782,0.02
 01/20  04:00:00,97.2896822304,19.4617568008,14.7102677911,0.525855908191,4.12243109448,15.9888894789,81.4707088879,78.47897847,2.97173041782,0.02
 01/20  05:00:00,143.140115368,29.5193388659,20.8615576414,0.874030533642,12.3672932834,24.9413748627,113.949588383,108.976704354,4.9528840297,0.02
 01/20  06:00:00,166.108962886,30.2631867792,23.5216003446,21.4500415717,12.3672932834,24.9413748627,180.25416741,175.28128338,4.9528840297,0.02
 01/20  07:00:00,218.504389292,30.799218607,23.5532353263,17.2242041318,24.7345865669,70.7195625826,147.258241731,137.332473672,9.90576805939,0.02
 01/20  08:00:00,238.77206072,30.9895681552,23.0096923672,12.2650657372,37.1018798503,92.3937384068,128.101184093,118.175416033,9.90576805939,0.02
 01/20  09:00:00,239.656752712,31.0921334989,24.3276067183,8.37227160783,37.1018798503,104.434947198,120.131527046,110.205758986,9.90576805939,0.02
 01/20  10:00:00,250.52461651,31.1975496256,26.4053300236,5.51164854252,37.1018798503,116.476155989,122.561438119,104.031688857,9.90576805939,8.62398120196
 01/20  11:00:00,254.121815744,31.4668646726,30.3705042418,3.56177971506,37.1018798503,116.476155989,107.383882792,97.458114733,9.90576805939,0.02
 01/20  12:00:00,261.630040396,31.8973764202,36.6431447658,2.55742100733,37.1018798503,116.476155989,102.154769959,92.2290018996,9.90576805939,0.02
 01/20  13:00:00,255.550940875,32.2801844521,41.5385703677,1.66891382334,37.1018798503,104.434947198,107.470062999,88.939418081,9.90576805939,8.62487685914
 01/20  14:00:00,265.60270306,32.5528587724,41.2314568074,1.19543664193,37.1018798503,116.476155989,96.4199023001,86.4941342407,9.90576805939,0.02
 01/20  15:00:00,266.035320851,32.4373403806,41.7142673125,0.953099555584,37.1018798503,116.476155989,105.625057455,87.0912996967,9.90576805939,8.62798969915
 01/20  16:00:00,265.520421603,32.5567663932,41.2438510639,0.821267145942,37.1018798503,116.476155989,95.2601748648,85.3344068054,9.90576805939,0.02
 01/20  17:00:00,261.933361954,32.4816133698,37.6722170703,0.893566901738,37.1018798503,116.476155989,94.9116205198,84.9858524604,9.90576805939,0.02
 01/20  18:00:00,261.87216817,32.0856292655,34.1008272603,1.12447149746,37.1018798503,116.476155989,106.567933966,88.0468441546,9.90576805939,8.6153217519
 01/20  19:00:00,180.734024578,29.3151490755,27.617043104,0.0,24.7345865669,47.5788473902,75.4909042515,70.5180202218,4.9528840297,0.02
 01/20  20:00:00,179.817186742,30.0502323209,26.4482727808,0.0,24.7345865669,47.5788473902,82.3895183116,77.4166342819,4.9528840297,0.02
 01/20  21:00:00,154.675100223,28.2125242074,24.8250285223,0.0,12.3672932834,38.6892022431,96.4381240482,93.4463936304,2.97173041782,0.02
 01/20  22:00:00,103.806902192,15.7654276394,14.5611947765,0.0,12.3672932834,27.0668015668,57.5797208401,54.5879904223,2.97173041782,0.02
 01/20  23:00:00,103.096443924,20.3298103877,19.2950178695,0.0,4.12243109448,15.9888894789,86.0516543898,83.059923972,2.97173041782,0.02
 01/20  24:00:00,98.4342955378,19.755790099,16.3591656608,0.000216453086979,4.12243109448,15.9888894789,77.9664533776,74.9747229598,2.97173041782,0.02
 01/21  01:00:00,112.27604608,23.8371405041,19.4782516258,0.0370173703758,4.12243109448,15.9888894789,97.6188660277,94.6271356099,2.97173041782,0.02
 01/21  02:00:00,95.423132782,18.9717013039,15.2454553436,0.0584114863599,4.12243109448,15.9888894789,79.7351356186,76.7434052008,2.97173041782,0.02
 01/21  03:00:00,109.961017618,24.327196001,18.3459262111,0.288136195476,4.12243109448,15.9888894789,100.279438077,97.2877076594,2.97173041782,0.02
 01/21  04:00:00,95.6674189642,19.7067845493,14.5261991367,0.703807007526,4.12243109448,15.9888894789,81.6983477363,78.7066173184,2.97173041782,0.02
 01/21  05:00:00,119.00108111,27.9674964589,20.7430280139,0.108039204812,4.12243109448,16.0517297156,121.126113721,118.134383303,2.97173041782,0.02
 01/21  06:00:00,119.444427312,28.7025797043,20.186276751,1.05435974426,4.12243109448,16.0517297156,122.284487538,119.29275712,2.97173041782,0.02
 01/21  07:00:00,148.383683595,30.662801692,19.9425934832,4.53169067853,4.12243109448,39.6058045677,103.164686758,100.172956341,2.97173041782,0.02
 01/21  08:00:00,205.382459024,30.7135866977,22.7119944473,32.3347922453,12.3672932834,65.3531420225,159.91524365,154.94235962,4.9528840297,0.02
 01/21  09:00:00,194.320556007,30.6993480938,24.2968024477,25.0553111425,12.3672932834,68.2430321324,154.862273786,149.889389757,4.9528840297,0.02
 01/21  10:00:00,218.982456004,30.732964077,27.4570842906,16.2497083665,16.4897243779,93.1370602926,149.818297601,133.282705796,7.92461444751,8.61097735745
 01/21  11:00:00,220.046061848,30.7365802567,30.362547316,12.7889515187,16.4897243779,93.1370602926,134.763520817,126.818906369,7.92461444751,0.02
 01/21  12:00:00,219.745605568,30.7655837019,31.6298899479,10.0820535697,16.4897243779,93.1370602926,130.282073657,122.337459209,7.92461444751,0.02
 01/21  13:00:00,214.112919453,30.7725310945,35.274069471,9.01445987991,16.4897243779,83.9857416113,128.353234335,120.408619888,7.92461444751,0.02
 01/21  14:00:00,215.297345047,30.8610151447,37.6507717567,7.7140130052,16.4897243779,83.9857416113,124.154013251,116.209398804,7.92461444751,0.02
 01/21  15:00:00,213.473499226,30.9667254791,37.1382859004,6.72400839502,16.4897243779,83.9857416113,121.608867806,113.664253358,7.92461444751,0.02
 01/21  16:00:00,184.022005477,30.662801692,32.1406864428,0.0,12.3672932834,70.6512738906,72.4847044444,58.9226078639,4.9528840297,8.60921255083
 01/21  17:00:00,184.485572631,30.662801692,32.7604428635,0.0,12.3672932834,70.6512738906,62.7625383804,57.7896543507,4.9528840297,0.02
 01/21  18:00:00,178.300749723,30.662801692,33.9245152804,0.0,12.3672932834,58.1284167478,69.4311111289,64.4582270992,4.9528840297,0.02
 01/21  19:00:00,144.815289205,27.7224687105,28.0074156023,0.0,12.3672932834,24.9413748627,94.7197731475,89.7468891178,4.9528840297,0.02
 01/21  20:00:00,141.977279101,28.7025797043,25.0159520671,0.000302671749257,12.3672932834,24.9413748627,103.248192659,98.275308629,4.9528840297,0.02
 01/21  21:00:00,121.369073724,28.2125242074,22.5881191747,0.0156268594233,4.12243109448,16.0517297156,113.412547497,110.420817079,2.97173041782,0.02
 01/21  22:00:00,102.892401152,21.253892678,17.7743451054,0.0,4.12243109448,15.9888894789,94.874393357,91.8826629392,2.97173041782,0.02
 01/21  23:00:00,93.5317999593,18.481645807,14.9739562,0.0,4.12243109448,15.9888894789,83.4689771884,80.4772467705,2.97173041782,0.02
 01/21  24:00:00,103.830374873,23.8371405041,18.0364465769,0.299079197247,4.12243109448,15.9888894789,105.843315717,102.851585299,2.97173041782,0.02
 01/22  01:00:00,85.0994750815,18.9717013039,13.7622922151,0.331191773392,2.06121554724,15.9888894789,86.0522662264,83.0605358085,2.97173041782,0.02
 01/22  02:00:00,96.3548066413,23.1020572587,16.8220943605,0.0,2.06121554724,15.9888894789,109.114835067,106.123104649,2.97173041782,0.02
 01/22  03:00:00,84.8739161132,20.1478344965,12.9023476017,2.54529524001,2.06121554724,15.9888894789,88.0204783821,85.0287479643,2.97173041782,0.02
 01/22  04:00:00,99.5210343145,25.5523347433,15.7786671658,6.4273945159,2.06121554724,15.9888894789,110.975106636,107.983376218,2.97173041782,0.02
 01/22  05:00:00,85.6037210482,20.4418677947,12.0861314365,6.55279700056,2.06121554724,15.9888894789,89.1264878264,86.1347574086,2.97173041782,0.02
 01/22  06:00:00,97.9074691954,25.5523347433,14.7037533084,10.0494145502,2.06121554724,15.9888894789,111.727404069,108.735673651,2.97173041782,0.02
 01/22  07:00:00,82.5953521555,20.4418677947,11.4640745207,9.23330684204,2.06121554724,15.9888894789,90.7648781457,87.7731477279,2.97173041782,0.02
 01/22  08:00:00,86.578744188,25.5523347433,14.7933886511,11.9559846847,2.06121554724,15.9888894789,113.484764047,110.493033629,2.97173041782,0.02
 01/22  09:00:00,84.2991115961,18.481645807,12.9697552072,0.0,4.12243109448,41.7362269337,88.1079590265,83.1350749968,4.9528840297,0.02
 01/22  10:00:00,99.3424221589,23.8861460538,18.7475523005,1.04855433699,4.12243109448,41.7362269337,104.309439,99.33655497,4.9528840297,0.02
 01/22  11:00:00,88.2906401161,18.9717013039,15.8599465152,0.775999335793,4.12243109448,41.7362269337,81.8493747919,76.8764907623,4.9528840297,0.02
 01/22  12:00:00,102.810490961,24.3762015507,22.1941083123,1.28127418372,4.12243109448,41.7362269337,97.7801009045,92.8072168748,4.9528840297,0.02
 01/22  13:00:00,98.9989234906,20.6868955431,23.5894215454,1.54834084522,4.12243109448,41.7362269337,76.6778705447,71.704986515,4.9528840297,0.02
 01/22  14:00:00,118.877425124,25.0623087847,31.5209406916,1.35470139752,4.12243109448,41.7362269337,91.2489341141,86.2760500844,4.9528840297,0.02
 01/22  15:00:00,115.355314911,20.9323526363,30.9856397207,1.13833289086,4.12243109448,41.7362269337,81.2572647284,67.7026006609,4.9528840297,8.6017800378
 01/22  16:00:00,135.824918858,25.0626129991,36.9313253516,0.542462946129,4.12243109448,41.7362269337,88.0477629189,83.0748788893,4.9528840297,0.02
 01/22  17:00:00,103.294701702,20.9323844493,33.4016007577,0.510719841797,4.12243109448,24.8785346261,71.8643648296,66.8914807999,4.9528840297,0.02
 01/22  18:00:00,92.7865781255,22.7520735205,33.634055017,1.00828140524,2.06121554724,15.9888894789,86.0243277189,83.0325973011,2.97173041782,0.02
 01/22  19:00:00,78.3058538825,18.481645807,20.8276683809,0.0,2.06121554724,15.9888894789,84.2200003366,81.2282699187,2.97173041782,0.02
 01/22  20:00:00,75.5797351508,18.481645807,17.8891177965,0.0,2.06121554724,15.9888894789,87.3890195561,84.3972891383,2.97173041782,0.02
 01/22  21:00:00,83.4471690967,23.1020572587,20.0657381474,0.0,2.06121554724,15.9888894789,110.074905733,107.083175315,2.97173041782,0.02
 01/22  22:00:00,72.1065136389,18.481645807,16.1506522241,0.0,2.06121554724,15.9888894789,90.7949744305,87.8032440127,2.97173041782,0.02
 01/22  23:00:00,77.3241443156,23.1020572587,19.3158011663,0.0,2.06121554724,15.9888894789,112.8536041,109.861873682,2.97173041782,0.02
 01/22  24:00:00,72.648425779,19.9518122978,14.9403210141,2.38106788659,2.06121554724,15.9888894789,92.0914007527,89.0996703349,2.97173041782,0.02
 01/23  01:00:00,77.6159181854,23.1020572587,17.7652600622,0.0,4.12243109448,15.9888894789,113.509558185,110.517827767,2.97173041782,0.02
 01/23  02:00:00,73.0150134529,19.7067845493,13.8708047444,2.4940066623,4.12243109448,15.9888894789,91.5610845856,88.5693541678,2.97173041782,0.02
 01/23  03:00:00,82.1827805184,24.5722237495,16.6492612511,4.10128273461,4.12243109448,15.9888894789,114.601047609,111.609317191,2.97173041782,0.02
 01/23  04:00:00,80.016770244,20.9319232916,13.1133591712,8.6305966948,4.12243109448,15.9888894789,92.3594833648,89.367752947,2.97173041782,0.02
 01/23  05:00:00,107.253774975,29.3559870336,18.7844711315,4.71638573925,12.3672932834,24.9413748627,130.873696744,125.900812715,4.9528840297,0.02
 01/23  06:00:00,151.364213728,30.1928269708,21.4953503906,40.8629841746,12.3672932834,24.9413748627,198.394961697,193.422077667,4.9528840297,0.02
 01/23  07:00:00,202.79558792,30.7228586496,21.5997301821,32.2718245265,24.7345865669,70.7195625826,165.023888673,155.098120614,9.90576805939,0.02
 01/23  08:00:00,215.795142851,30.7607981184,22.2054807841,22.6809898356,37.1018798503,92.3937384068,143.501116041,133.575347981,9.90576805939,0.02
 01/23  09:00:00,212.966825355,30.8006786456,23.7192718604,16.1489138621,37.1018798503,104.434947198,142.371660608,123.84466537,9.90576805939,8.62122717833
 01/23  10:00:00,222.318039336,30.8846792763,25.9446811163,11.2672492481,37.1018798503,116.476155989,125.803744665,115.877976605,9.90576805939,0.02
 01/23  11:00:00,223.818725527,31.0741277165,30.4332993304,8.08924962812,37.1018798503,116.476155989,118.552711226,108.626943167,9.90576805939,0.02
 01/23  12:00:00,228.042712733,31.3506805614,36.0277792077,6.44197324763,37.1018798503,116.476155989,121.464600106,102.929404401,9.90576805939,8.6294276457
 01/23  13:00:00,227.456358442,31.6721660212,40.5196409145,5.25234450819,37.1018798503,104.434947198,108.082282434,98.1565143742,9.90576805939,0.02
 01/23  14:00:00,244.776878399,31.9813003889,42.6880040557,3.88677530151,37.1018798503,116.476155989,103.907849588,93.9820815289,9.90576805939,0.02
 01/23  15:00:00,247.464809929,32.2174399269,44.4889350989,2.58956410784,37.1018798503,116.476155989,109.781587207,91.2477521154,9.90576805939,8.6280670323
 01/23  16:00:00,252.243106886,32.4101898771,46.4979731017,1.72298710662,37.1018798503,116.476155989,98.7056158361,88.7798477767,9.90576805939,0.02
 01/23  17:00:00,252.46926704,32.407230493,46.9773704564,1.39405901573,37.1018798503,116.476155989,106.575561006,88.0469195754,9.90576805939,8.62287337075
 01/23  18:00:00,251.643850227,31.9576698979,43.9580489511,1.42877277576,37.1018798503,116.476155989,101.311420765,91.3856527054,9.90576805939,0.02
 01/23  19:00:00,164.746396291,29.4376629497,32.1894714066,0.0,24.7345865669,47.5788473902,77.8809452069,72.9080611772,4.9528840297,0.02
 01/23  20:00:00,161.240168994,30.0502323209,29.2728714554,0.0,24.7345865669,47.5788473902,85.3539901504,80.3811061207,4.9528840297,0.02
