Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/08  19:00:00,82.0448425081,18.481645807,15.0008565716,0.0,2.06121554724,15.9888894789,90.0903845822,87.0986541644,2.97173041782,0.02
 01/08  20:00:00,92.0279953661,23.1020572587,17.4426445395,0.0,2.06121554724,15.9888894789,113.71932695,110.727596533,2.97173041782,0.02
 01/08  21:00:00,82.3920163828,19.4617568008,13.116594335,2.94446515166,2.06121554724,15.9888894789,91.2577690429,88.266038625,2.97173041782,0.02
 01/08  22:00:00,95.5649254773,24.817251498,16.249524171,6.11809031127,2.06121554724,15.9888894789,114.285324371,111.293593953,2.97173041782,0.02
 01/08  23:00:00,87.1308803481,20.9319232916,12.6298510755,10.7696471653,2.06121554724,15.9888894789,92.6159158248,89.624185407,2.97173041782,0.02
 01/08  24:00:00,95.335446955,25.0622792464,15.0505147476,9.9982334732,2.06121554724,15.9888894789,115.356437727,112.364707309,2.97173041782,0.02
 01/09  01:00:00,89.9781219656,20.9319232916,11.5395899588,13.6083122819,4.12243109448,15.9888894789,92.7577746985,89.7660442807,2.97173041782,0.02
 01/09  02:00:00,97.4001787424,25.0622792464,13.9375876942,11.9703900716,4.12243109448,15.9888894789,115.576959207,112.58522879,2.97173041782,0.02
 01/09  03:00:00,91.8893253528,20.9319232916,10.7063300272,16.4754305538,4.12243109448,15.9888894789,93.5651980927,90.5734676749,2.97173041782,0.02
 01/09  04:00:00,99.1404500126,25.0622792464,12.9703085743,14.1238996207,4.12243109448,15.9888894789,116.732037027,113.740306609,2.97173041782,0.02
 01/09  05:00:00,126.048821409,30.1727461951,14.8089117499,15.1716539876,12.3672932834,24.9413748627,142.097383608,128.542722753,4.9528840297,8.60177682597
 01/09  06:00:00,162.292731714,29.6872046443,17.7680594778,45.5713346908,12.3672932834,24.9413748627,202.871741688,197.898857658,4.9528840297,0.02
 01/09  07:00:00,223.585068743,30.6927239336,17.7524911626,46.6837339441,24.7345865669,70.7195625826,168.751820931,158.826052872,9.90576805939,0.02
