PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,los angeles ca,,,,,,,,,
Location:,"LOS ANGELES, CA",,,,,,,,,
Lat (deg N):,33.93,,,,,,,,,
Long (deg W):,118.4,,,,,,,,,
Elev (m):,32,,,,,,,,,
DC System Size (kW):,50,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,34.1,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.1,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.13,,,,,,,,,
Capacity Factor (%),"18.3	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,27,0,0,0,12.2,2.6,0,12.2,0,0
3,27,1,0,0,11.7,2.1,0,11.7,0,0
3,27,2,0,0,11.7,2.6,0,11.7,0,0
3,27,3,0,0,10.6,4.6,0,10.6,0,0
3,27,4,0,0,10.6,4.1,0,10.6,0,0
3,27,5,0,1,11.1,3.6,0.914,9.428,42.18,0
3,27,6,54,49,11.7,4.1,53.6,11.3,2301.032,1979.56
3,27,7,3,90,13.3,4.1,81.81,13.656,3699.722,3350.234
3,27,8,294,191,14.4,4.1,380.496,21.369,16440.697,15774.605
3,27,9,198,265,16.7,2.6,427.641,26.768,18201.049,17482.512
3,27,10,659,257,17.2,5.2,913.064,33.99,37584.617,36148.922
3,27,11,764,195,17.8,6.2,1003.933,35.111,41116.527,39522.574
3,27,12,792,195,17.2,7.7,1031.117,32.792,42712.891,41044.613
3,27,13,778,187,17.2,7.2,950.922,32.246,39473.695,37954.41
3,27,14,522,239,16.1,6.2,683.331,27.942,28881.25,27799.246
3,27,15,602,137,15.6,6.2,526.823,24.406,22297.906,21449.139
3,27,16,468,96,15,5.2,283.084,19.947,11577.969,11045.769
3,27,17,144,45,13.3,4.6,62.294,13.656,2426.157,2102.233
3,27,18,0,0,12.8,4.6,0,12.8,0,0
3,27,19,0,0,12.8,5.2,0,12.8,0,0
3,27,20,0,0,12.2,2.6,0,12.2,0,0
3,27,21,0,0,12.8,1.5,0,12.8,0,0
3,27,22,0,0,12.8,1.5,0,12.8,0,0
3,27,23,0,0,13.3,3.1,0,13.3,0,0
3,28,0,0,0,13.3,4.1,0,13.3,0,0
3,28,1,0,0,13.3,3.6,0,13.3,0,0
3,28,2,0,0,12.2,2.6,0,12.2,0,0
3,28,3,0,0,11.7,3.1,0,11.7,0,0
3,28,4,0,0,11.1,2.6,0,11.1,0,0
3,28,5,3,2,11.1,1.5,1.828,8.852,84.573,0
3,28,6,274,41,11.7,2.1,79.96,11.875,2878.596,2545.717
3,28,7,600,76,15,0,322.861,26.319,12728.691,12166.263
3,28,8,760,105,18.3,2.1,595.166,33.18,24122.16,23211.723
3,28,9,837,126,19.4,2.1,825.458,40.82,32719.156,31487.549
3,28,10,876,139,22.2,4.1,988.754,43.359,38824.719,37334.426
3,28,11,887,145,22.8,6.2,1054.735,41.107,41918.895,40287.801
3,28,12,862,163,19.4,5.7,1059.272,38.809,42590.953,40928.414
3,28,13,865,139,19.4,6.7,974.541,35.594,39792.73,38259.09
3,28,14,821,125,17.2,8.8,805.605,28.314,33949.688,32667.988
3,28,15,743,104,16.7,8.2,577.719,24.876,24337.098,23419.242
3,28,16,599,75,16.1,7.2,314.807,20.626,12682.4,12121.206
3,28,17,265,40,15,6.2,74.394,15.507,2622.435,2294.644
3,28,18,2,2,14.4,5.7,1.828,13.282,82.936,0
3,28,19,0,0,14.4,4.6,0,14.4,0,0
3,28,20,0,0,13.9,3.1,0,13.9,0,0
3,28,21,0,0,15,3.1,0,15,0,0
3,28,22,0,0,13.9,0,0,13.9,0,0
3,28,23,0,0,13.3,1.5,0,13.3,0,0
3,29,0,0,0,11.7,4.1,0,11.7,0,0
3,29,1,0,0,11.1,2.1,0,11.1,0,0
3,29,2,0,0,11.7,3.1,0,11.7,0,0
3,29,3,0,0,11.7,3.1,0,11.7,0,0
3,29,4,0,0,11.1,3.1,0,11.1,0,0
3,29,5,12,3,11.1,3.1,2.742,9.38,126.566,0
3,29,6,405,34,13.3,2.6,93.328,13.854,3090.456,2753.336
3,29,7,713,59,17.8,2.1,350.365,25.633,13751.69,13161.631
3,29,8,847,81,19.4,2.1,624.26,35.079,25037.236,24095.008
3,29,9,912,97,21.1,3.6,849.007,39.817,33816.211,32539.994
3,29,10,948,107,22.8,2.6,1012.778,47.778,38862.895,37370.902
3,29,11,953,112,22.2,5.7,1086.192,42.043,42963.445,41283.348
3,29,12,953,112,22.2,5.7,1084.447,42.111,42879.145,41203.027
3,29,13,900,105,20,6.2,960.749,36.799,38993.809,37495.988
3,29,14,856,87,20.6,5.7,785.633,34.988,32041.537,30837.074
3,29,15,663,116,18.9,7.7,540.201,26.87,22562.072,21704.516
3,29,16,421,111,18.3,6.7,278.042,22.433,11307.066,10781.853
3,29,17,123,54,17.2,4.6,67.208,17.704,2659.577,2331.05
3,29,18,4,3,17.2,4.1,2.742,15.909,122.948,0
3,29,19,0,0,17.2,3.1,0,17.2,0,0
3,29,20,0,0,15.6,2.6,0,15.6,0,0
3,29,21,0,0,16.7,2.6,0,16.7,0,0
3,29,22,0,0,16.7,2.6,0,16.7,0,0
3,29,23,0,0,15.6,3.6,0,15.6,0,0
3,30,0,0,0,14.4,3.6,0,14.4,0,0
3,30,1,0,0,13.9,2.6,0,13.9,0,0
3,30,2,0,0,13.9,3.1,0,13.9,0,0
3,30,3,0,0,15,3.6,0,15,0,0
3,30,4,0,0,14.4,4.6,0,14.4,0,0
3,30,5,0,2,12.8,3.1,1.828,11.093,83.745,0
3,30,6,20,64,15.6,4.1,60.987,15.423,2684.829,2355.803
3,30,7,254,126,17.8,5.2,227.152,20.979,9491.688,9011.992
3,30,8,332,271,20.6,5.7,484.878,28.559,20285.717,19502.342
3,30,9,509,284,22.2,3.6,720.383,37.834,29024.553,27937.143
3,30,10,595,301,23.3,3.6,893.664,43.114,35140.352,33809.199
3,30,11,448,357,25.6,2.6,847.535,46.796,32709.969,31478.732
3,30,12,610,354,25,6.7,1005.747,41.523,39887.355,38349.441
3,30,13,436,334,23.3,6.7,774.263,36.193,31528.301,30344.189
3,30,14,472,349,20.6,7.2,741.281,32.118,30721.172,29568.701
3,30,15,301,252,20,6.7,441.793,27.086,18599.609,17868.906
3,30,16,245,160,18.9,7.7,252.851,22.183,10552.462,10046.441
3,30,17,60,49,16.7,7.2,52.986,16.75,2205.851,1886.237
3,30,18,0,1,16.7,6.2,0.914,15.622,41.036,0
3,30,19,0,0,15.6,3.1,0,15.6,0,0
3,30,20,0,0,15.6,3.1,0,15.6,0,0
3,30,21,0,0,15.6,1.5,0,15.6,0,0
3,30,22,0,0,15,3.1,0,15,0,0
3,30,23,0,0,15.6,2.6,0,15.6,0,0
3,31,0,0,0,15,1.5,0,15,0,0
3,31,1,0,0,13.9,2.6,0,13.9,0,0
3,31,2,0,0,14.4,2.6,0,14.4,0,0
3,31,3,0,0,14.4,3.1,0,14.4,0,0
3,31,4,0,0,13.3,1.5,0,13.3,0,0
3,31,5,6,6,12.8,2.6,5.484,11.071,251.259,0
3,31,6,265,55,17.8,3.6,92.348,18.377,3365.73,3023.053
3,31,7,618,84,20,4.1,339.36,26.138,13424.421,12843.278
3,31,8,772,84,22.2,4.1,581.571,33.987,23465.67,22577.688
3,31,9,820,123,25,2.6,808.816,44.553,31453.549,30272.387
3,31,10,814,134,25.6,2.1,924.447,49.77,35102.816,33773.242
3,31,11,806,175,25,5.2,1014.896,44.482,39643.242,38116.336
3,31,12,754,236,22.8,5.2,1032.156,42.733,40681.992,39107.965
3,31,13,785,185,24.4,6.2,950.574,40.998,37777.012,36332.918
3,31,14,823,104,23.9,6.2,780.846,37.493,31454.564,30273.361
3,31,15,609,169,22.8,5.7,553.692,32.793,22517.84,21661.758
3,31,16,526,114,20,5.2,318.853,25.733,12678.997,12117.893
3,31,17,95,54,17.2,4.1,61.634,17.733,2488.035,2162.895
3,31,18,4,3,15.2,3.6,2.742,13.792,124.121,0
3,31,19,0,0,14.8,2.5,0,14.8,0,0
3,31,20,0,0,14.1,3.3,0,14.1,0,0
3,31,21,0,0,13.5,3,0,13.5,0,0
3,31,22,0,0,13.1,3,0,13.1,0,0
3,31,23,0,0,13,3.1,0,13,0,0
4,1,0,0,0,12.6,4.1,0,12.6,0,0
4,1,1,0,0,12.3,4.5,0,12.3,0,0
4,1,2,0,0,12.1,3.6,0,12.1,0,0
4,1,3,0,0,11.8,3.6,0,11.8,0,0
4,1,4,0,0,11.2,3.6,0,11.2,0,0
4,1,5,0,1,10.9,4,0.914,9.306,42.202,0
4,1,6,304,49,12.2,6.2,92.647,12.595,3355.581,3013.11
4,1,7,664,99,12.8,6.2,373.233,18.181,15354.884,14720.086
4,1,8,401,168,13.9,5.7,432.794,21.043,18689.723,17956.252
4,1,9,842,90,15.6,8.8,785.402,25.981,33471.754,32209.635
4,1,10,868,97,15,9.3,926.211,27.164,39397.359,37881.496
4,1,11,881,109,15.6,10.8,1008.555,27.697,42816.48,41143.32
4,1,12,891,106,16.1,12.4,1012.643,27.19,43093.109,41406.875
4,1,13,880,95,16.7,11.3,927.299,27.524,39370.695,37856.031
4,1,14,841,90,16.1,10.3,772.343,25.616,32948.762,31707.885
4,1,15,750,89,15.6,11.3,559.135,21.891,23843.887,22943.002
4,1,16,616,71,15,11.3,311.687,18.224,12626.474,12066.767
4,1,17,337,37,13.9,8.8,78.881,14.301,2657.515,2329.029
4,1,18,4,1,12.8,10.3,0.914,12.004,41.704,0
4,1,19,0,0,12.2,8.8,0,12.2,0,0
4,1,20,0,0,12.2,7.7,0,12.2,0,0
4,1,21,0,0,11.7,6.7,0,11.7,0,0
4,1,22,0,0,11.7,4.6,0,11.7,0,0
4,1,23,0,0,11.7,5.7,0,11.7,0,0
4,2,0,0,0,11.7,3.6,0,11.7,0,0
4,2,1,0,0,12.2,4.6,0,12.2,0,0
4,2,2,0,0,11.7,4.1,0,11.7,0,0
4,2,3,0,0,11.7,6.7,0,11.7,0,0
4,2,4,0,0,10.6,6.2,0,10.6,0,0
4,2,5,0,1,10.6,8.8,0.914,9.641,42.141,0
4,2,6,339,49,11.1,6.2,97.962,11.576,3512.791,3167.125
4,2,7,594,94,12.2,5.2,340.77,17.55,14085.391,13486.163
4,2,8,722,138,13.3,3.1,608.401,26.952,25456.143,24499.17
4,2,9,761,158,14.4,4.1,800.891,31.446,33267.762,32013.951
4,2,10,790,160,15.6,4.6,928.219,34.544,38101.281,36642.969
4,2,11,759,197,15,4.6,996.297,35.534,40718.219,39142.535
4,2,12,816,162,15.6,6.7,1006.626,32.217,41814.434,40188.203
4,2,13,790,150,15,5.2,909.567,32.604,37686.637,36246.488
4,2,14,733,146,14.4,7.2,753.057,26.175,32056.781,30851.711
4,2,15,629,136,14.4,5.2,534.053,24.489,22560.035,21702.545
4,2,16,472,103,14.4,4.6,284.859,19.809,11628.57,11095.061
4,2,17,179,51,13.3,5.2,69.316,13.74,2658.267,2329.767
4,2,18,1,0,12.8,4.1,0,12.8,0,0
4,2,19,0,0,12.8,3.1,0,12.8,0,0
4,2,20,0,0,13.3,2.1,0,13.3,0,0
4,2,21,0,0,12.8,1.5,0,12.8,0,0
4,2,22,0,0,13.3,1.5,0,13.3,0,0
4,2,23,0,0,12.8,0,0,12.8,0,0
4,3,0,0,0,10.6,2.6,0,10.6,0,0
4,3,1,0,0,11.1,2.6,0,11.1,0,0
4,3,2,0,0,10,2.6,0,10,0,0
4,3,3,0,0,10,2.6,0,10,0,0
4,3,4,0,0,10,2.6,0,10,0,0
4,3,5,10,2,10.6,2.6,1.828,8.728,84.618,0
4,3,6,281,51,11.7,2.6,91.502,12.179,3372.463,3029.65
4,3,7,551,93,13.3,1.5,322.878,21.09,13155.457,12581.588
4,3,8,692,113,15,0,563.929,36.689,22492.969,21637.715
4,3,9,743,135,15.6,4.1,758.81,31.645,31485.922,30303.482
4,3,10,823,130,16.1,4.6,927.188,34.949,37982.207,36529.121
4,3,11,857,125,16.1,5.7,999.832,34.259,41120.148,39526.027
4,3,12,817,144,16.1,5.7,987.557,34.138,40638.801,39066.75
4,3,13,764,155,16.1,6.7,889.371,30.787,37175.875,35757.945
4,3,14,695,154,16.1,6.7,730.002,28.056,30800.428,29644.869
4,3,15,597,140,15.6,7.2,517.44,23.481,21967.277,21129.443
4,3,16,472,104,14.4,7.2,284.823,18.37,11699.551,11164.2
4,3,17,225,48,13.3,6.7,72.919,13.69,2700.95,2371.604
4,3,18,4,1,12.8,6.2,0.914,11.7,41.76,0
4,3,19,0,0,12.8,3.6,0,12.8,0,0
4,3,20,0,0,12.8,3.6,0,12.8,0,0
4,3,21,0,0,12.8,3.6,0,12.8,0,0
4,3,22,0,0,11.7,3.1,0,11.7,0,0
4,3,23,0,0,12.8,1,0,12.8,0,0
4,4,0,0,0,12.2,2.6,0,12.2,0,0
4,4,1,0,0,11.1,2.1,0,11.1,0,0
4,4,2,0,0,11.1,2.1,0,11.1,0,0
4,4,3,0,0,11.7,2.1,0,11.7,0,0
4,4,4,0,0,10.6,2.6,0,10.6,0,0
4,4,5,11,4,10.6,0,3.656,6.575,170.828,0
4,4,6,294,49,12.2,1.5,91.726,12.735,3336.356,2994.275
4,4,7,504,117,14.4,0,324.157,25.882,13003.886,12434.095
4,4,8,384,236,16.1,0,480.74,34.968,19466.951,18709.396
4,4,9,279,349,16.1,3.6,587.442,28.904,24749.484,23817.314
4,4,10,230,431,16.1,3.1,654.931,31.372,27312.092,26288.361
4,4,11,483,371,16.1,4.1,891.865,35.102,36528.344,35138.324
4,4,12,491,372,16.7,7.2,898.422,30.771,37582.723,36147.109
4,4,13,572,296,16.1,7.7,855.873,28.928,36102.297,34730.492
4,4,14,622,207,15.6,7.2,724.434,26.88,30749.051,29595.494
4,4,15,622,151,15.6,6.7,542.085,24.269,22927.936,22058.125
4,4,16,204,131,14.4,6.7,205.071,17.283,8732.329,8271.006
4,4,17,6,37,13.9,7.2,33.516,13.56,1502.702,1196.623
4,4,18,6,1,13.3,5.2,0.914,12.024,41.7,0
4,4,19,0,0,13.3,5.7,0,13.3,0,0
4,4,20,0,0,13.3,4.1,0,13.3,0,0
4,4,21,0,0,12.8,3.1,0,12.8,0,0
4,4,22,0,0,12.8,2.6,0,12.8,0,0
4,4,23,0,0,12.2,3.6,0,12.2,0,0
4,5,0,0,0,12.8,0,0,12.8,0,0
4,5,1,0,0,11.7,2.6,0,11.7,0,0
4,5,2,0,0,10.6,3.6,0,10.6,0,0
4,5,3,0,0,11.7,3.1,0,11.7,0,0
4,5,4,0,0,10.6,2.6,0,10.6,0,0
4,5,5,0,2,11.1,2.6,1.828,9.24,84.429,0
4,5,6,44,55,12.2,3.1,56.021,11.805,2432.613,2108.562
4,5,7,26,142,13.3,3.6,141.796,15.067,6334.466,5928.582
4,5,8,261,269,15,2.1,436.136,25.25,18563.916,17834.307
4,5,9,83,406,16.7,1.5,464.692,29.842,19513.066,18754.07
4,5,10,427,380,17.2,3.6,799.955,34.613,32832.043,31595.885
4,5,11,532,428,17.2,3.6,995.67,39.542,39886.414,38348.543
4,5,12,259,535,17.2,7.2,808.753,29.971,33963.039,32680.793
4,5,13,348,438,17.2,8.2,780.172,28.338,33008.07,31764.797
4,5,14,527,252,17.2,7.2,688.732,27.856,29110.078,28019.436
4,5,15,389,229,16.7,9.3,465.162,22.595,19934.723,19162.473
4,5,16,531,98,16.7,7.2,302.252,20.917,12203.308,11654.793
4,5,17,225,75,15.6,5.7,94.591,16.511,3640.819,3292.538
4,5,18,4,1,15,5.7,0.914,13.901,41.354,0
4,5,19,0,0,15,5.2,0,15,0,0
4,5,20,0,0,14.4,4.6,0,14.4,0,0
4,5,21,0,0,14.4,7.7,0,14.4,0,0
4,5,22,0,0,14.4,7.7,0,14.4,0,0
4,5,23,0,0,14.4,5.2,0,14.4,0,0
4,6,0,0,0,13.9,4.1,0,13.9,0,0
4,6,1,0,0,12.8,5.2,0,12.8,0,0
4,6,2,0,0,12.2,3.6,0,12.2,0,0
4,6,3,0,0,12.2,3.1,0,12.2,0,0
4,6,4,0,0,12.2,2.1,0,12.2,0,0
4,6,5,17,2,11.7,2.6,1.406,9.842,64.774,0
4,6,6,315,57,12.8,3.1,102.662,13.552,3758.192,3407.504
4,6,7,572,94,15,2.6,333.06,21.946,13518.969,12935.258
4,6,8,690,123,16.1,1.5,573.322,31.886,23426.113,22539.473
4,6,9,782,129,18.3,3.1,783.695,36.42,31763.467,30570.051
4,6,10,796,148,17.2,6.7,919.398,32.16,38181.195,36719.367
4,6,11,819,154,17.2,6.2,1000.811,34.461,41119.199,39525.121
4,6,12,829,148,17.2,6.2,1000.411,34.555,41082.891,39490.48
4,6,13,613,232,17.2,7.7,830.59,29.754,34894.09,33573.246
4,6,14,760,142,17.2,6.7,761.596,29.62,31881.234,30683.146
4,6,15,697,117,17.2,5.2,550.275,27.633,22851.721,21984.471
4,6,16,517,121,16.1,5.2,314.787,21.703,12729.313,12166.868
4,6,17,195,62,14.4,5.7,79.2,15.033,3053.522,2717.144
4,6,18,4,2,13.9,6.2,1.828,12.836,83.101,0
4,6,19,0,0,13.3,4.6,0,13.3,0,0
4,6,20,0,0,13.3,3.6,0,13.3,0,0
4,6,21,0,0,13.9,2.6,0,13.9,0,0
4,6,22,0,0,17.8,5.2,0,17.8,0,0
4,6,23,0,0,17.8,10.3,0,17.8,0,0
4,7,0,0,0,17.2,9.3,0,17.2,0,0
4,7,1,0,0,17.2,4.1,0,17.2,0,0
4,7,2,0,0,13.3,3.1,0,13.3,0,0
4,7,3,0,0,12.8,2.1,0,12.8,0,0
4,7,4,0,0,12.8,2.1,0,12.8,0,0
4,7,5,16,2,11.7,2.6,1.547,9.848,71.257,0
4,7,6,374,59,13.9,3.6,113.665,14.896,4063.699,3706.702
4,7,7,511,120,15.6,2.6,330.371,22.512,13476.204,12893.656
4,7,8,608,151,17.2,1.5,550.067,32.307,22464.416,21610.113
4,7,9,727,155,19.4,2.6,768.925,38.092,30912.578,29752.643
4,7,10,717,186,19.4,5.2,889.762,36.28,36211.289,34834.836
4,7,11,717,202,19.4,5.2,954.936,37.69,38611.457,37130.625
4,7,12,723,197,18.9,5.2,951.686,37.226,38568.32,37089.402
4,7,13,682,223,18.3,6.2,883.993,33.608,36447.855,35061.285
4,7,14,609,223,19.4,7.2,725.504,30.768,30224.852,29091.615
4,7,15,579,173,19.4,6.7,529.684,27.909,22032.463,21192.479
4,7,16,341,182,18.3,6.2,302.165,23.064,12442.259,11887.438
4,7,17,41,82,18.3,4.1,76.343,19.139,3268.037,2927.338
4,7,18,0,4,16.1,3.6,3.656,14.766,164.775,0
4,7,19,0,0,17.2,2.6,0,17.2,0,0
4,7,20,0,0,18.3,2.1,0,18.3,0,0
4,7,21,0,0,20.6,2.1,0,20.6,0,0
4,7,22,0,0,16.7,1.5,0,16.7,0,0
4,7,23,0,0,17.2,1.5,0,17.2,0,0
4,8,0,0,0,15.6,2.1,0,15.6,0,0
4,8,1,0,0,16.7,2.1,0,16.7,0,0
4,8,2,0,0,15,1.5,0,15,0,0
4,8,3,0,0,13.9,2.6,0,13.9,0,0
4,8,4,0,0,12.8,2.6,0,12.8,0,0
4,8,5,32,8,13.3,2.6,6.807,11.624,311.092,27.181
4,8,6,405,53,17.2,2.6,114.926,18.387,3968.578,3613.552
4,8,7,655,81,20,2.6,354.063,27.516,13925.877,13331.042
4,8,8,768,93,22.8,2.6,590.503,36.681,23533.627,22643.332
4,8,9,819,101,24.4,2.1,777.923,44.469,30262.547,29127.855
4,8,10,828,114,26.7,3.1,903.646,47.722,34685.164,33373.035
4,8,11,834,122,24.4,5.2,969.591,43.003,38162.523,36701.516
4,8,12,864,112,23.3,5.7,984.626,41.28,39095.863,37593.488
4,8,13,844,114,23.3,6.2,905.257,39.056,36322.492,34941.289
4,8,14,796,112,23.3,7.2,756.024,35.22,30784.242,29629.314
4,8,15,735,100,22.2,6.7,552.086,31.149,22508.805,21653.021
4,8,16,604,83,21.1,4.6,311.097,27.157,12073.886,11528.77
4,8,17,297,48,19.4,5.2,78.333,20.141,2690.46,2361.322
4,8,18,10,2,19.4,5.7,1.828,18.36,81.06,0
4,8,19,0,0,20.6,4.6,0,20.6,0,0
4,8,20,0,0,17.2,4.6,0,17.2,0,0
4,8,21,0,0,17.2,3.1,0,17.2,0,0
4,8,22,0,0,16.1,1.5,0,16.1,0,0
4,8,23,0,0,16.1,0,0,16.1,0,0
4,9,0,0,0,15,0,0,15,0,0
4,9,1,0,0,15,0,0,15,0,0
4,9,2,0,0,13.9,0,0,13.9,0,0
4,9,3,0,0,13.9,2.1,0,13.9,0,0
4,9,4,0,0,13.9,0,0,13.9,0,0
4,9,5,34,7,14.4,1,5.428,12.089,247.585,0
4,9,6,397,48,15,2.6,109.205,15.998,3776.8,3425.729
4,9,7,647,76,18.3,2.6,345.974,25.594,13722.878,13133.606
4,9,8,721,98,20.6,1,566.193,37.684,22462.439,21608.201
4,9,9,762,121,22.2,2.1,758.315,41.786,29914.893,28793.584
4,9,10,826,121,20,6.2,908.376,35.501,37108.934,35693.906
4,9,11,856,120,19.4,5.2,988.619,38.35,39840.828,38305.016
4,9,12,863,115,18.9,6.2,985.559,35.997,40184.891,38633.508
4,9,13,873,97,18.9,6.7,912.883,33.996,37559.488,36124.887
4,9,14,854,87,18.9,9.3,768.54,29.082,32230.322,31018.328
4,9,15,791,76,18.9,10.3,556.689,25.624,23260.652,22379.621
4,9,16,665,63,17.8,7.7,312.851,22.089,12314.292,11762.854
4,9,17,377,37,16.7,6.2,77.828,17.285,2501.607,2176.199
4,9,18,13,2,15.6,8.2,1.828,14.718,82.405,0
4,9,19,0,0,15,3.6,0,15,0,0
4,9,20,0,0,14.4,0,0,14.4,0,0
4,9,21,0,0,15,3.1,0,15,0,0
4,9,22,0,0,14.4,2.1,0,14.4,0,0
4,9,23,0,0,15,1.5,0,15,0,0
4,10,0,0,0,14.4,2.1,0,14.4,0,0
4,10,1,0,0,13.9,2.1,0,13.9,0,0
4,10,2,0,0,13.3,2.1,0,13.3,0,0
4,10,3,0,0,13.3,2.6,0,13.3,0,0
4,10,4,0,0,12.8,3.1,0,12.8,0,0
4,10,5,23,7,13.3,3.6,5.975,11.788,272.879,0
4,10,6,356,57,14.4,4.1,109.739,15.286,3927.871,3573.687
4,10,7,578,93,16.1,2.6,335.281,23.124,13541.142,12956.827
4,10,8,709,111,17.8,3.6,572.697,29.94,23613.328,22720.32
4,10,9,761,135,19.4,3.6,771.704,36.381,31285.047,30110.518
4,10,10,775,150,21.7,2.6,899.213,43.923,35205.867,33871.969
4,10,11,791,162,18.3,5.7,977.227,36.025,39840.988,38305.172
4,10,12,808,152,18.3,5.7,978.785,36.159,39876.633,38339.203
4,10,13,785,150,18.3,5.2,894.237,35.58,36508.289,35119.133
4,10,14,732,144,18.9,4.6,738.662,34.202,30233.914,29100.33
4,10,15,685,115,18.9,4.6,535.5,29.826,21985.105,21146.686
4,10,16,598,81,18.3,4.6,304.594,24.158,11966.538,11424.232
4,10,17,332,46,16.7,3.6,80.628,17.686,2740.59,2410.458
4,10,18,17,2,16.1,2.6,1.828,14.589,82.453,0
4,10,19,0,0,16.1,1.5,0,16.1,0,0
4,10,20,0,0,16.1,1.5,0,16.1,0,0
4,10,21,0,0,16.7,2.1,0,16.7,0,0
4,10,22,0,0,15.6,2.6,0,15.6,0,0
4,10,23,0,0,15.6,0,0,15.6,0,0
4,11,0,0,0,15,3.1,0,15,0,0
4,11,1,0,0,14.4,4.1,0,14.4,0,0
4,11,2,0,0,13.9,3.1,0,13.9,0,0
4,11,3,0,0,13.9,1.5,0,13.9,0,0
4,11,4,0,0,13.3,2.6,0,13.3,0,0
4,11,5,0,2,13.3,2.1,1.76,11.347,80.533,0
4,11,6,0,54,13.9,2.6,47.822,13.289,2169.524,1850.618
4,11,7,13,178,14.4,1.5,165.751,17.39,7359.117,6930.023
4,11,8,451,219,16.1,3.1,512.664,27.057,21547.559,20723.498
4,11,9,657,184,21.1,3.6,740.381,37.243,29898.365,28777.691
4,11,10,648,246,18.9,4.1,883.053,37.811,35666.305,34313.004
4,11,11,707,215,19.4,4.1,954.345,40.043,38133.227,36673.508
4,11,12,715,207,20.6,4.6,949.126,40.222,37889.055,36440.051
4,11,13,663,279,22.8,3.6,914.993,43.546,35888.781,34526.051
4,11,14,407,341,22.2,3.1,665.408,38.352,26731.578,25728.982
4,11,15,601,194,29.4,6.2,558.015,38.905,21987.559,21149.057
4,11,16,467,105,28.9,6.2,275.951,33.419,10508.866,10003.942
4,11,17,152,90,27.2,6.2,94.721,28.207,3644.695,3296.335
4,11,18,12,6,24.4,3.1,5.484,23.303,237.701,0
4,11,19,0,0,22.8,6.7,0,22.8,0,0
4,11,20,0,0,23.9,5.2,0,23.9,0,0
4,11,21,0,0,23.3,3.1,0,23.3,0,0
4,11,22,0,0,22.2,4.1,0,22.2,0,0
4,11,23,0,0,22.2,4.1,0,22.2,0,0
4,12,0,0,0,20.6,2.6,0,20.6,0,0
4,12,1,0,0,18.9,2.6,0,18.9,0,0
4,12,2,0,0,16.1,2.1,0,16.1,0,0
4,12,3,0,0,16.1,1.5,0,16.1,0,0
4,12,4,0,0,15.6,1.5,0,15.6,0,0
4,12,5,119,6,13.3,0,4.741,9.63,218.591,0
4,12,6,604,38,17.8,0,134.109,20.513,4218.287,3858.074
4,12,7,798,50,21.1,2.6,381.843,29.356,14744.294,14126.742
4,12,8,905,63,23.3,4.1,642.733,36.446,25607.236,24644.918
4,12,9,976,74,24.4,5.2,875.686,40.853,34694.008,33381.512
4,12,10,947,70,24.4,5.7,966.032,41.929,38207.242,36744.266
4,12,11,1014,84,25,6.7,1105.663,43.285,43454.172,41750.793
4,12,12,950,73,25,5.7,1023.772,43.872,40112.813,38564.699
4,12,13,931,71,23.3,6.7,934.155,38.832,37518.422,36085.609
4,12,14,951,72,23.3,8.2,823.922,35.266,33513.922,32250.08
4,12,15,835,68,22.8,7.7,570.203,31.315,23152.887,22275.498
4,12,16,705,63,21.7,7.2,323.812,26.433,12438.63,11883.906
4,12,17,442,46,20.6,9.3,91.191,21.227,2893.332,2560.159
4,12,18,24,4,18.3,6.7,3.656,17.382,162.842,0
4,12,19,0,0,16.1,5.2,0,16.1,0,0
4,12,20,0,0,16.1,1.5,0,16.1,0,0
4,12,21,0,0,17.2,1.5,0,17.2,0,0
4,12,22,0,0,16.1,1.5,0,16.1,0,0
4,12,23,0,0,16.7,3.1,0,16.7,0,0
4,13,0,0,0,16.1,2.1,0,16.1,0,0
4,13,1,0,0,15.6,1.5,0,15.6,0,0
4,13,2,0,0,14.4,2.1,0,14.4,0,0
4,13,3,0,0,14.4,2.6,0,14.4,0,0
4,13,4,0,0,13.9,0,0,13.9,0,0
4,13,5,73,11,13.3,3.1,8.563,11.77,391.109,105.739
4,13,6,459,54,16.1,3.1,125.618,17.478,4304.773,3942.753
4,13,7,696,75,19.4,3.1,366.568,26.835,14446.995,13837.748
4,13,8,783,92,22.8,3.6,598.935,35.54,24006.549,23100.084
4,13,9,830,108,24.4,3.6,792.594,41.786,31261.338,30087.74
4,13,10,863,110,26.1,4.1,929.044,45.88,36004.051,34636.426
4,13,11,883,104,27.2,4.6,995.056,47.688,38221.867,36758.246
4,13,12,847,109,25,6.2,958.56,41.694,37979.469,36526.504
