PVWatts: Hourly PV Performance Data,,,,,,,,,,
2,20,18,0,0,12.8,5.7,0,12.8,0,0
2,20,19,0,0,12.2,5.2,0,12.2,0,0
2,20,20,0,0,11.1,3.6,0,11.1,0,0
2,20,21,0,0,11.1,2.1,0,11.1,0,0
2,20,22,0,0,13.9,3.6,0,13.9,0,0
2,20,23,0,0,8.9,2.6,0,8.9,0,0
2,21,0,0,0,8.3,2.6,0,8.3,0,0
2,21,1,0,0,8.9,3.6,0,8.9,0,0
2,21,2,0,0,7.8,2.6,0,7.8,0,0
2,21,3,0,0,7.2,3.1,0,7.2,0,0
2,21,4,0,0,6.7,2.1,0,6.7,0,0
2,21,5,0,0,6.1,2.6,0,6.1,0,0
2,21,6,58,11,7.2,3.1,25,6.081,2994.051,2104.334
2,21,7,519,38,8.9,2.6,236.005,13.145,28813.529,27366.15
2,21,8,755,59,11.1,3.6,519.425,21.897,66106.758,63586.496
2,21,9,837,89,13.3,2.1,763.813,33.189,94159.281,90623.719
2,21,10,614,224,15,2.6,828.93,35.811,101411.766,97584.633
2,21,11,631,212,16.1,2.1,888.32,39.883,106565.141,102523.563
2,21,12,686,191,15.6,5.2,926.323,33.34,114803.078,110406.156
2,21,13,810,116,15,7.2,908.324,29.246,114760.445,110365.406
2,21,14,853,84,15,5.7,803.942,29.607,101038.445,97226.609
2,21,15,774,64,14.4,4.1,576.077,27.075,72157.664,69433.531
2,21,16,508,47,13.3,5.2,274.165,18.136,33865.949,32291.727
2,21,17,43,28,12.2,4.6,39.979,12.065,5102.104,4172.536
2,21,18,0,0,11.7,2.6,0,11.7,0,0
2,21,19,0,0,11.1,2.6,0,11.1,0,0
2,21,20,0,0,11.7,1.5,0,11.7,0,0
2,21,21,0,0,11.7,2.1,0,11.7,0,0
2,21,22,0,0,11.1,2.1,0,11.1,0,0
2,21,23,0,0,11.1,1.5,0,11.1,0,0
2,22,0,0,0,11.7,2.1,0,11.7,0,0
2,22,1,0,0,10,2.1,0,10,0,0
2,22,2,0,0,8.9,2.6,0,8.9,0,0
2,22,3,0,0,8.9,4.1,0,8.9,0,0
2,22,4,0,0,8.9,2.6,0,8.9,0,0
2,22,5,0,0,8.9,2.6,0,8.9,0,0
2,22,6,4,11,8.3,1.5,10.618,6.438,1453.517,592.285
2,22,7,115,77,10.6,3.1,124.021,11.87,16246.327,15089.303
2,22,8,220,170,12.2,2.6,310.165,18.631,40657.027,38903.168
2,22,9,358,243,13.3,2.6,550.248,26.223,70319.844,67658.516
2,22,10,395,282,14.4,5.7,679.107,26.255,87030.695,83770.094
2,22,11,517,259,14.4,5.7,822.569,29.022,104095.391,100157.336
2,22,12,519,211,14.4,6.7,775.56,27.014,99093.531,95360.898
2,22,13,649,197,14.4,6.7,854.144,28.254,108440.102,104319
2,22,14,564,184,13.9,6.2,679.685,25.54,87172.391,83906.43
2,22,15,549,116,13.3,6.7,494.413,21.109,63903.336,61455.25
2,22,16,306,75,13.3,7.2,218.512,16.185,27749.873,26328.459
2,22,17,27,19,12.8,7.2,25.516,12.337,3255.852,2361.241
2,22,18,0,0,12.8,4.1,0,12.8,0,0
2,22,19,0,0,12.8,3.1,0,12.8,0,0
2,22,20,0,0,12.2,2.6,0,12.2,0,0
2,22,21,0,0,11.7,3.6,0,11.7,0,0
2,22,22,0,0,11.7,2.6,0,11.7,0,0
2,22,23,0,0,11.7,2.6,0,11.7,0,0
2,23,0,0,0,11.1,1.5,0,11.1,0,0
2,23,1,0,0,10,2.6,0,10,0,0
2,23,2,0,0,8.9,1.5,0,8.9,0,0
2,23,3,0,0,9.4,3.6,0,9.4,0,0
2,23,4,0,0,9.4,2.1,0,9.4,0,0
2,23,5,0,0,9.4,2.1,0,9.4,0,0
2,23,6,30,14,10,3.1,19.443,8.736,2435.206,1555.885
2,23,7,481,43,11.7,5.7,229.945,14.635,28060.131,26631.17
2,23,8,72,110,14.4,7.2,156.275,16.036,20827.141,19568.438
2,23,9,815,81,15,6.7,739.038,26.264,94197.289,90660.242
2,23,10,867,75,16.1,2.1,884.838,39.537,106229.906,102202.461
2,23,11,882,95,17.2,3.1,988.395,40.662,118102.422,113558.867
2,23,12,701,197,17.8,6.2,948.583,34.256,117035.867,112539.984
2,23,13,717,175,17.2,6.7,894.483,31.937,111562.961,107307.641
2,23,14,773,105,16.7,8.8,763.979,27.163,97166.508,93511.5
2,23,15,637,105,16.7,5.2,538.206,26.903,67631.914,65061.055
2,23,16,560,64,16.7,3.6,313.897,23.523,37930.949,36250.457
2,23,17,162,20,15.6,4.6,63.036,16.06,7103.826,6135.481
2,23,18,0,0,15.6,2.6,0,15.6,0,0
2,23,19,0,0,15.6,3.1,0,15.6,0,0
2,23,20,0,0,13.3,1.5,0,13.3,0,0
2,23,21,0,0,13.9,2.1,0,13.9,0,0
2,23,22,0,0,13.9,2.1,0,13.9,0,0
2,23,23,0,0,12.8,2.1,0,12.8,0,0
2,24,0,0,0,11.1,2.6,0,11.1,0,0
2,24,1,0,0,10,2.6,0,10,0,0
2,24,2,0,0,8.3,2.6,0,8.3,0,0
2,24,3,0,0,8.3,3.1,0,8.3,0,0
2,24,4,0,0,8.3,3.1,0,8.3,0,0
2,24,5,0,0,7.8,3.1,0,7.8,0,0
2,24,6,26,15,8.9,3.6,19.744,7.786,2522.662,1641.719
2,24,7,385,54,11.1,4.1,208.111,14.136,25778.811,24404.832
2,24,8,641,86,13.3,2.6,487.453,24.392,61512.883,59141.848
2,24,9,765,112,15.6,2.6,739.963,33.547,91107.117,87690.695
2,24,10,826,128,18.3,2.1,918.309,42.458,108635.797,104506.352
2,24,11,843,137,16.7,6.2,1009.307,34.102,124616.484,119776.141
2,24,12,846,138,16.7,5.7,1020.286,35.34,125211.883,120343.938
2,24,13,824,131,16.7,5.7,939.529,33.907,116054.438,111602.188
2,24,14,779,116,16.7,6.7,785.085,29.625,98693.008,94976.578
2,24,15,676,93,16.1,7.7,549.386,24.175,69882.992,67236.477
2,24,16,471,62,15.6,6.7,274.958,19.66,33924.336,32348.613
2,24,17,78,25,14.4,5.7,45.659,14.365,5518.823,4581.257
2,24,18,0,0,13.9,5.2,0,13.9,0,0
2,24,19,0,0,12.8,3.6,0,12.8,0,0
2,24,20,0,0,12.8,4.1,0,12.8,0,0
2,24,21,0,0,12.8,2.6,0,12.8,0,0
2,24,22,0,0,12.2,1.5,0,12.2,0,0
2,24,23,0,0,12.2,2.6,0,12.2,0,0
2,25,0,0,0,11.7,2.1,0,11.7,0,0
2,25,1,0,0,11.7,2.6,0,11.7,0,0
2,25,2,0,0,9.4,3.1,0,9.4,0,0
2,25,3,0,0,9.4,3.6,0,9.4,0,0
2,25,4,0,0,9.4,2.1,0,9.4,0,0
2,25,5,0,0,8.9,2.6,0,8.9,0,0
2,25,6,2,13,9.4,2.6,11.847,7.908,1633.281,768.753
2,25,7,251,67,11.1,3.1,171.822,13.543,21769.047,20488.844
2,25,8,491,115,13.3,3.1,426.529,22.267,54538.063,52384.43
2,25,9,643,152,15.6,2.1,690.097,33.269,85135.227,81945.789
2,25,10,714,176,15.6,5.2,875.877,32.084,109131.883,104981.242
2,25,11,747,188,15.6,4.6,979.16,35.697,119949.586,115322.844
2,25,12,734,206,15.6,6.7,991.829,31.955,123756.219,118955.625
2,25,13,641,203,16.1,3.6,853.548,35.825,104451.656,100498.75
2,25,14,514,230,18.3,6.7,688.301,29.552,86640.234,83394.352
2,25,15,348,190,17.2,12.9,431.888,21.518,55967.68,53770.387
2,25,16,86,89,15.6,8.2,128.778,16.882,16795.477,15626.514
2,25,17,7,24,13.9,10.8,24.385,13.452,3256.369,2361.749
2,25,18,0,0,12.8,11.3,0,12.8,0,0
2,25,19,0,0,12.8,11.8,0,12.8,0,0
2,25,20,0,0,12.2,7.7,0,12.2,0,0
2,25,21,0,0,12.2,9.8,0,12.2,0,0
2,25,22,0,0,11.7,8.8,0,11.7,0,0
2,25,23,0,0,11.7,8.8,0,11.7,0,0
2,26,0,0,0,11.7,7.7,0,11.7,0,0
2,26,1,0,0,11.7,7.2,0,11.7,0,0
2,26,2,0,0,11.1,7.7,0,11.1,0,0
2,26,3,0,0,11.1,7.2,0,11.1,0,0
2,26,4,0,0,10.6,6.7,0,10.6,0,0
2,26,5,0,0,11.1,5.7,0,11.1,0,0
2,26,6,27,15,11.1,7.2,19.729,10.327,2484.15,1603.921
2,26,7,400,57,11.7,6.7,216.953,14.155,26894.678,25493.953
2,26,8,558,111,13.9,7.7,466.625,20.155,60206.59,57877.117
2,26,9,775,119,15.6,6.7,757.082,27.518,95983.055,92375.305
2,26,10,836,135,16.7,6.7,936.619,31.908,116792.508,112307.461
2,26,11,859,144,17.8,5.2,1034.219,37.646,125471.828,120591.797
2,26,12,858,145,18.9,8.8,1041.039,33.37,129003.133,123957.508
2,26,13,847,138,18.9,6.2,969.361,35.785,118638.922,114071.281
2,26,14,808,123,18.9,7.2,816.753,31.788,101611.102,97775.789
2,26,15,702,98,18.9,7.7,571.001,27.367,71549.602,68846.336
2,26,16,484,66,17.8,7.7,283.814,21.662,34702.566,33106.777
2,26,17,81,26,15.6,7.7,46.882,15.563,5626.463,4686.825
2,26,18,0,0,13.9,9.3,0,13.9,0,0
2,26,19,0,0,12.8,8.8,0,12.8,0,0
2,26,20,0,0,11.7,7.7,0,11.7,0,0
2,26,21,0,0,11.1,5.2,0,11.1,0,0
2,26,22,0,0,10.6,7.2,0,10.6,0,0
2,26,23,0,0,10.6,4.6,0,10.6,0,0
2,27,0,0,0,9.4,3.6,0,9.4,0,0
2,27,1,0,0,8.9,3.6,0,8.9,0,0
2,27,2,0,0,8.3,3.6,0,8.3,0,0
2,27,3,0,0,7.8,3.6,0,7.8,0,0
2,27,4,0,0,6.1,3.1,0,6.1,0,0
2,27,5,0,0,6.7,2.6,0,6.7,0,0
2,27,6,116,15,7.2,5.2,38.811,6.612,4407.737,3491.407
2,27,7,608,38,9.4,3.1,269.783,14.281,32740.375,31194.912
2,27,8,818,58,11.1,2.6,555.513,24.077,70027.875,67376.453
2,27,9,910,74,13.3,3.6,801.743,31.043,99887.992,96123.117
2,27,10,956,84,15,2.1,980.435,41.019,116837.773,112350.711
2,27,11,975,90,15.6,5.2,1077.73,36.33,131610.484,126440.766
2,27,12,968,90,15,8.2,1077.911,30.686,135325.828,129976.617
2,27,13,948,86,13.9,10.8,995.885,25.909,127838.992,122848.266
2,27,14,907,76,13.9,11.3,832.871,23.552,107719.523,103629.078
2,27,15,825,61,13.3,11.3,600.05,20.085,77626.094,74710.555
2,27,16,658,43,13.3,9.8,328.169,17.099,40453.707,38705.379
2,27,17,215,21,11.7,13.4,72.85,11.894,8113.856,7125.6
2,27,18,0,0,11.7,9.8,0,11.7,0,0
2,27,19,0,0,11.7,4.6,0,11.7,0,0
2,27,20,0,0,11.7,4.6,0,11.7,0,0
2,27,21,0,0,11.1,5.7,0,11.1,0,0
2,27,22,0,0,10.6,5.7,0,10.6,0,0
2,27,23,0,0,10,3.6,0,10,0,0
2,28,0,0,0,9.4,4.6,0,9.4,0,0
2,28,1,0,0,9.4,2.6,0,9.4,0,0
2,28,2,0,0,8.3,4.1,0,8.3,0,0
2,28,3,0,0,7.8,2.6,0,7.8,0,0
2,28,4,0,0,7.8,4.6,0,7.8,0,0
2,28,5,0,0,7.8,4.1,0,7.8,0,0
2,28,6,2,18,7.8,4.6,16.377,6.754,2276.082,1399.707
2,28,7,178,80,9.4,5.2,153.299,10.991,19947.809,18708.992
2,28,8,421,143,11.1,4.1,416.351,18.974,54212.188,52068.445
2,28,9,561,192,12.2,1.5,665.061,30.947,83029.188,79917.859
2,28,10,636,224,12.2,6.2,851.687,26.552,108984.867,104840.508
2,28,11,667,240,12.8,5.2,955.646,31.033,119773.883,115155.086
2,28,12,615,264,13.3,7.2,931.004,27.918,118447.586,113888.539
2,28,13,557,250,13.9,11.3,820.351,23.366,106590.219,102547.578
2,28,14,562,200,13.3,9.3,694.582,22.346,90437.922,87047.344
2,28,15,416,154,13.3,11.8,444.567,18.011,58434.184,56160.473
2,28,16,151,99,12.8,9.8,165.399,14.368,21599.531,20323.213
2,28,17,10,23,12.2,9.3,23.541,11.713,3139.674,2247.237
2,28,18,0,0,11.5,6,0,11.5,0,0
2,28,19,0,0,11.3,3.8,0,11.3,0,0
2,28,20,0,0,10.7,2.8,0,10.7,0,0
2,28,21,0,0,10.4,2.1,0,10.4,0,0
2,28,22,0,0,10.2,2.3,0,10.2,0,0
2,28,23,0,0,10.1,2.1,0,10.1,0,0
3,1,0,0,0,10.4,1.5,0,10.4,0,0
3,1,1,0,0,10.4,1.3,0,10.4,0,0
3,1,2,0,0,10.4,1,0,10.4,0,0
3,1,3,0,0,10.1,0.8,0,10.1,0,0
3,1,4,0,0,9.3,1.6,0,9.3,0,0
3,1,5,0,0,8.6,1.5,0,8.6,0,0
3,1,6,17,20,8.3,1.5,21.557,6.7,2869.057,1981.672
3,1,7,467,51,9.4,0,235.401,16.681,28675.016,27231.031
3,1,8,694,68,12.2,0,499.388,31.218,60965.066,58611.512
3,1,9,741,110,15.6,0,722.273,43.463,84639.797,81468.82
3,1,10,885,92,16.1,3.1,926.555,37.851,112201.789,107918.742
3,1,11,890,98,16.7,4.1,1004.354,38.542,121304.773,116616.516
3,1,12,930,99,16.1,5.2,1051.596,36.375,128396.617,123379.625
3,1,13,909,94,16.1,4.6,969.251,36.305,118317.711,113764.5
3,1,14,867,84,15.6,4.6,809.727,32.46,100380.18,96595.25
3,1,15,716,68,15.6,4.6,542.927,26.782,68129.727,65542.234
3,1,16,463,83,15,5.2,288.394,20.074,35660.117,34039.453
3,1,17,47,39,13.9,4.6,52.413,14.07,6704.458,5743.922
3,1,18,0,0,13.3,2.1,0,13.3,0,0
3,1,19,0,0,12.8,2.1,0,12.8,0,0
3,1,20,0,0,13.3,3.1,0,13.3,0,0
3,1,21,0,0,13.3,2.6,0,13.3,0,0
3,1,22,0,0,13.9,2.1,0,13.9,0,0
3,1,23,0,0,12.8,2.1,0,12.8,0,0
3,2,0,0,0,12.8,2.1,0,12.8,0,0
3,2,1,0,0,12.8,2.1,0,12.8,0,0
3,2,2,0,0,12.8,1,0,12.8,0,0
3,2,3,0,0,12.2,1.5,0,12.2,0,0
3,2,4,0,0,11.7,1,0,11.7,0,0
3,2,5,0,0,12.2,2.1,0,12.2,0,0
3,2,6,1,14,12.2,1.5,12.548,10.539,1719.965,853.846
3,2,7,13,58,12.8,2.1,56.878,12.395,7690.536,6710.653
3,2,8,8,187,13.9,3.1,182.993,16.759,24501.197,23157.496
3,2,9,87,333,15,0,414.861,30.562,52062.496,49983.367
3,2,10,96,304,16.7,1.5,396.448,27.849,50445.41,48414.199
3,2,11,485,285,16.7,3.6,820.116,34.418,101106.664,97292.039
3,2,12,291,335,16.1,3.6,668.366,31.427,83612.844,80479.969
3,2,13,548,252,17.2,3.6,813.688,35.345,99818.93,96056.859
3,2,14,276,305,16.1,3.6,549.847,28.804,69528.766,66894.234
3,2,15,525,144,16.1,3.6,501.803,27.157,63108.484,60686.168
3,2,16,303,112,15,3.6,247.123,20.229,31018.967,29516.932
3,2,17,81,29,13.9,3.6,49.147,13.985,5970.762,5024.478
3,2,18,0,0,13.9,3.1,0,13.9,0,0
3,2,19,0,0,13.9,2.6,0,13.9,0,0
3,2,20,0,0,13.9,1.5,0,13.9,0,0
3,2,21,0,0,13.3,2.1,0,13.3,0,0
3,2,22,0,0,13.3,0,0,13.3,0,0
3,2,23,0,0,12.8,0,0,12.8,0,0
3,3,0,0,0,12.2,0,0,12.2,0,0
3,3,1,0,0,12.2,1.5,0,12.2,0,0
3,3,2,0,0,11.7,1.5,0,11.7,0,0
3,3,3,0,0,11.7,1.5,0,11.7,0,0
3,3,4,0,0,11.1,2.1,0,11.1,0,0
3,3,5,0,0,11.1,2.1,0,11.1,0,0
3,3,6,57,19,11.7,2.1,30.296,10.668,3675.012,2772.533
3,3,7,306,82,14.4,1.5,207.456,18.554,25714.303,24341.861
3,3,8,248,164,16.1,0,326.933,28.653,40887.988,39127.84
3,3,9,1,215,17.8,0,202.209,26.749,25869.809,24493.66
3,3,10,495,276,18.9,2.1,778.725,38.034,94245.555,90706.602
3,3,11,752,172,20.6,1.5,969.027,48.259,111331.68,107086.383
3,3,12,681,235,21.1,2.1,970.607,47.026,112242.344,107957.539
3,3,13,883,111,23.3,2.1,964.453,48.971,110333.133,106130.93
3,3,14,688,163,19.4,4.6,762.266,35.301,93249.609,89749.781
3,3,15,556,109,17.8,4.1,488.86,28.493,61007.746,58652.832
3,3,16,294,108,17.2,3.1,238.4,22.514,29598.117,28131.42
3,3,17,70,24,15.6,3.1,40.76,15.518,4893.453,3967.874
3,3,18,0,0,15,1.5,0,15,0,0
3,3,19,0,0,14.4,1.5,0,14.4,0,0
3,3,20,0,0,14.4,0,0,14.4,0,0
3,3,21,0,0,14.4,0,0,14.4,0,0
3,3,22,0,0,14.4,1.5,0,14.4,0,0
3,3,23,0,0,14.4,2.1,0,14.4,0,0
3,4,0,0,0,15,2.1,0,15,0,0
3,4,1,0,0,13.3,0,0,13.3,0,0
3,4,2,0,0,13.3,0,0,13.3,0,0
3,4,3,0,0,17.2,3.1,0,17.2,0,0
3,4,4,0,0,15,0,0,15,0,0
3,4,5,0,0,11.7,0,0,11.7,0,0
3,4,6,1,17,16.1,0,15.213,13.381,2061.111,1188.709
3,4,7,19,64,16.7,1.5,67.323,16.647,8909.675,7905.566
3,4,8,14,150,19.4,2.1,147.576,21.778,19293.119,18068.996
3,4,9,117,230,21.7,3.1,332.734,28.41,42160.859,40365.805
3,4,10,21,329,25.6,4.6,335.262,31.827,41858.66,40071.926
3,4,11,7,306,27.2,2.6,297.222,33.978,36723.707,35075.168
3,4,12,277,295,27.2,2.6,608.73,41.324,72499.695,69763.789
3,4,13,244,384,24.4,3.1,642.11,39.286,77251.961,74349.734
3,4,14,572,248,24.4,3.1,751.848,41.821,89061.656,85723.891
3,4,15,210,171,23.9,4.1,319.871,30.966,39725.039,37996.453
3,4,16,102,119,20,2.6,165.668,23.413,21006.162,19743.387
3,4,17,11,35,18.9,1.5,36.946,18.632,4815.783,3891.686
3,4,18,0,0,18.9,2.1,0,18.9,0,0
3,4,19,0,0,18.9,0,0,18.9,0,0
3,4,20,0,0,18.9,0,0,18.9,0,0
3,4,21,0,0,18.9,2.1,0,18.9,0,0
3,4,22,0,0,17.2,2.6,0,17.2,0,0
3,4,23,0,0,17.8,0,0,17.8,0,0
3,5,0,0,0,17.2,2.6,0,17.2,0,0
3,5,1,0,0,16.1,0,0,16.1,0,0
3,5,2,0,0,15.6,1,0,15.6,0,0
3,5,3,0,0,15.6,1,0,15.6,0,0
3,5,4,0,0,16.1,1,0,16.1,0,0
3,5,5,0,0,16.7,5.2,0,16.7,0,0
3,5,6,1,5,17.2,3.6,4.563,15.817,605.571,0
3,5,7,5,54,16.7,4.1,49.911,16.304,6671.154,5711.268
3,5,8,16,113,16.7,4.6,112.062,17.702,14914.205,13785.854
3,5,9,7,140,16.7,3.6,132.608,18.43,17630.018,16442.781
3,5,10,7,262,17.8,0,252.663,26.897,32302.08,30767.738
3,5,11,1,249,17.8,6.2,233.28,21.017,30656.465,29163.488
3,5,12,4,209,16.1,5.7,196.8,18.782,26129.121,24746.775
3,5,13,5,199,16.7,4.1,188.016,19.737,24853.6,23501.584
3,5,14,1,156,17.2,5.7,143.13,18.856,18996.494,17778.996
3,5,15,0,124,17.8,5.2,112.806,18.914,14968.196,13838.69
3,5,16,0,69,17.2,3.1,62.018,17.333,8288.689,7296.962
3,5,17,0,17,16.1,3.1,15.038,14.94,2031.559,1159.702
3,5,18,0,0,15.6,3.6,0,15.6,0,0
3,5,19,0,0,15,3.1,0,15,0,0
3,5,20,0,0,15,4.6,0,15,0,0
3,5,21,0,0,15,4.6,0,15,0,0
3,5,22,0,0,15.6,2.1,0,15.6,0,0
3,5,23,0,0,15,4.6,0,15,0,0
3,6,0,0,0,15,3.1,0,15,0,0
3,6,1,0,0,15,3.6,0,15,0,0
3,6,2,0,0,15.6,2.6,0,15.6,0,0
3,6,3,0,0,15,3.1,0,15,0,0
3,6,4,0,0,14.4,2.6,0,14.4,0,0
3,6,5,0,0,17.2,2.6,0,17.2,0,0
3,6,6,0,16,15,2.6,14.159,13.585,1924.482,1054.599
3,6,7,0,56,14.4,2.1,49.934,13.843,6779.299,5817.303
3,6,8,1,175,15.6,3.1,164.748,18.021,21947.354,20663.059
3,6,9,53,220,16.1,3.1,258.535,21.065,33933.781,32357.816
3,6,10,135,270,18.9,2.1,408.957,28.788,51801.277,49729.93
3,6,11,64,334,19.4,1.5,401.999,30.648,50480.797,48448.543
3,6,12,11,239,17.2,4.1,233.174,21.658,30551.785,29061.422
3,6,13,10,304,16.1,4.6,297.944,21.248,39111.793,37399.73
3,6,14,3,262,16.1,3.6,250.431,20.941,32920.516,31370.469
3,6,15,3,176,15.6,4.6,166.125,18.067,22122.65,20834.324
3,6,16,3,76,15.6,3.6,69.941,16,9388.015,8374.31
3,6,17,5,14,15,3.6,13.491,13.857,1788.333,920.957
3,6,18,0,0,14.4,4.1,0,14.4,0,0
3,6,19,0,0,14.4,3.6,0,14.4,0,0
3,6,20,0,0,14.4,3.6,0,14.4,0,0
3,6,21,0,0,14.4,3.1,0,14.4,0,0
3,6,22,0,0,14.4,0,0,14.4,0,0
3,6,23,0,0,13.9,3.1,0,13.9,0,0
3,7,0,0,0,13.9,3.1,0,13.9,0,0
3,7,1,0,0,14.4,0,0,14.4,0,0
3,7,2,0,0,13.9,5.2,0,13.9,0,0
3,7,3,0,0,13.3,1.5,0,13.3,0,0
3,7,4,0,0,13.3,1.5,0,13.3,0,0
3,7,5,0,0,14.4,3.6,0,14.4,0,0
3,7,6,3,13,15,4.1,11.952,13.758,1597.68,733.805
3,7,7,7,57,15,4.1,53.399,14.668,7180.269,6210.425
3,7,8,2,162,15,3.6,151.819,17.012,20315.27,19068.164
3,7,9,1,261,15,4.1,248.104,19.234,32872.141,31323.326
3,7,10,9,285,15.6,4.1,277.371,20.682,36506.035,34863.223
3,7,11,10,322,14.4,5.2,315.723,19.574,41766.801,39982.59
3,7,12,6,379,15,4.1,371.064,22.256,48484.539,46510.633
3,7,13,728,165,16.7,3.1,893.871,36.881,108815.133,104678.031
3,7,14,621,195,16.7,4.6,734.304,31.908,91353.789,87927.813
3,7,15,224,213,14.4,6.2,362.958,20.427,47397.648,45455.129
3,7,16,49,77,15.6,4.6,92.446,16.756,12126.07,11056.429
3,7,17,2,21,15,4.6,18.946,14.133,2551.701,1670.219
3,7,18,0,0,15,3.6,0,15,0,0
3,7,19,0,0,15,2.1,0,15,0,0
3,7,20,0,0,15,3.6,0,15,0,0
3,7,21,0,0,15,4.6,0,15,0,0
3,7,22,0,0,15,4.6,0,15,0,0
3,7,23,0,0,15,4.1,0,15,0,0
3,8,0,0,0,13.9,3.6,0,13.9,0,0
3,8,1,0,0,13.9,5.2,0,13.9,0,0
3,8,2,0,0,13.3,3.1,0,13.3,0,0
3,8,3,0,0,12.2,3.1,0,12.2,0,0
3,8,4,0,0,12.8,5.2,0,12.8,0,0
3,8,5,0,0,13.9,3.6,0,13.9,0,0
3,8,6,9,21,13.9,4.1,20.718,12.845,2748.23,1863.095
3,8,7,528,56,14.4,5.2,265.449,18.206,32180.18,30648.922
3,8,8,716,83,15.6,3.6,533.703,26.74,66697.133,64157.348
3,8,9,764,108,16.1,4.1,739.477,31.669,91946.289,88497.32
3,8,10,838,108,16.1,5.2,914.915,33.398,113277.492,108947.539
3,8,11,749,160,16.7,5.2,953.67,34.998,117236.727,112731.883
3,8,12,880,125,16.7,6.2,1032.683,34.546,127234.984,122272.633
3,8,13,703,199,16.7,6.2,906.844,32.488,112811.43,108501.828
3,8,14,825,107,16.1,5.2,806.784,31.613,100446.383,96658.75
3,8,15,751,87,16.1,5.2,583.126,27.219,73037.742,70283.266
3,8,16,564,63,15,3.6,307.542,21.783,37322.855,35658.5
3,8,17,50,26,13.9,4.1,34.956,13.772,4316.135,3401.543
3,8,18,0,0,13.9,4.1,0,13.9,0,0
3,8,19,0,0,13.9,4.1,0,13.9,0,0
3,8,20,0,0,13.3,5.2,0,13.3,0,0
3,8,21,0,0,13.9,5.2,0,13.9,0,0
3,8,22,0,0,13.9,3.6,0,13.9,0,0
3,8,23,0,0,13.3,1.5,0,13.3,0,0
3,9,0,0,0,13.9,2.6,0,13.9,0,0
3,9,1,0,0,13.9,1.5,0,13.9,0,0
3,9,2,0,0,13.9,0,0,13.9,0,0
3,9,3,0,0,13.9,1.5,0,13.9,0,0
3,9,4,0,0,13.9,2.6,0,13.9,0,0
3,9,5,0,0,13.9,2.1,0,13.9,0,0
3,9,6,1,22,13.9,2.6,19.716,12.664,2682.195,1798.288
3,9,7,12,92,13.9,3.6,89.283,14.375,12019.902,10952.461
3,9,8,9,147,14.4,4.1,140.619,16.14,18874.318,17659.543
3,9,9,8,240,15.6,3.6,231.43,19.643,30601.08,29109.486
3,9,10,502,352,18.3,2.6,862.844,38.418,104236.633,100292.695
3,9,11,155,283,17.8,5.7,453.024,26.032,58155.484,55890.477
3,9,12,207,358,16.1,5.7,588.581,26.198,75498.492,72658.234
3,9,13,568,242,16.7,5.7,819.43,31.156,102604.258,98728.039
3,9,14,838,101,16.7,5.7,810.165,31.307,101011.516,97200.789
3,9,15,731,84,16.1,5.2,566.603,26.91,71065.766,68379.031
3,9,16,463,79,15,4.6,282.73,20.431,34811.941,33213.32
3,9,17,22,41,15,5.2,44.26,14.976,5790.037,4847.244
3,9,18,0,0,14.4,4.6,0,14.4,0,0
3,9,19,0,0,14.4,4.1,0,14.4,0,0
3,9,20,0,0,13.9,3.6,0,13.9,0,0
3,9,21,0,0,13.9,2.6,0,13.9,0,0
3,9,22,0,0,13.3,2.6,0,13.3,0,0
3,9,23,0,0,12.8,2.6,0,12.8,0,0
3,10,0,0,0,12.8,1.5,0,12.8,0,0
3,10,1,0,0,12.2,0,0,12.2,0,0
3,10,2,0,0,11.1,2.1,0,11.1,0,0
3,10,3,0,0,10.6,3.1,0,10.6,0,0
3,10,4,0,0,12.2,0,0,12.2,0,0
3,10,5,0,0,12.8,3.1,0,12.8,0,0
3,10,6,41,23,12.8,3.6,29.199,11.921,3646.776,2744.828
3,10,7,50,121,13.9,2.1,137.974,15.799,18268.408,17067.088
3,10,8,9,149,15,2.6,142.42,17.239,19021.836,17803.771
3,10,9,76,205,15.6,1.5,259.787,21.762,33975.938,32398.887
3,10,10,299,326,16.1,3.6,636.743,29.51,80367.938,77353.867
3,10,11,557,275,17.2,5.7,880.813,32.829,109439.844,105276.016
3,10,12,747,208,17.8,5.2,1008.652,37.082,122724.5,117971.352
3,10,13,122,343,16.7,6.7,477.251,24.635,61661.238,59285.461
3,10,14,263,264,16.7,6.2,502.004,24.831,64679.578,62206.191
3,10,15,349,190,15.6,6.7,424.535,22.077,54846.172,52683.168
3,10,16,464,95,15,5.2,295.591,20.026,36562.094,34917.809
3,10,17,288,25,13.9,4.6,80.317,14.659,8395.084,7401.242
3,10,18,0,0,13.3,4.6,0,13.3,0,0
3,10,19,0,0,13.3,4.1,0,13.3,0,0
3,10,20,0,0,13.9,5.7,0,13.9,0,0
3,10,21,0,0,13.9,3.6,0,13.9,0,0
3,10,22,0,0,13.3,3.1,0,13.3,0,0
3,10,23,0,0,13.3,0,0,13.3,0,0
3,11,0,0,0,12.8,2.6,0,12.8,0,0
3,11,1,0,0,13.9,2.6,0,13.9,0,0
3,11,2,0,0,13.3,1.5,0,13.3,0,0
3,11,3,0,0,13.3,1.5,0,13.3,0,0
3,11,4,0,0,12.8,2.6,0,12.8,0,0
3,11,5,0,0,12.2,0,0,12.2,0,0
