Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,17.4535835637,1.74170482037,0.0,0.0,2.55330491699,7.80157382632,33.1160091307,31.6428693806,1.47313975017
 01/01  02:00:00,16.9473985387,1.82424441124,0.0,0.0,2.55330491699,7.21284921042,34.0619214947,33.1828516196,0.879069875086
 01/01  03:00:00,16.7126353318,1.88384351236,0.0,0.0,2.55330491699,6.91848690247,34.630387717,34.1968702482,0.433517468771
 01/01  04:00:00,16.8531413585,2.17153069298,0.0,0.0,2.55330491699,6.7713057485,39.4672041208,39.0336866521,0.433517468771
 01/01  05:00:00,19.2398806011,2.48177648788,0.0,0.0,3.82705111198,7.57405300124,45.1192861296,44.2402162545,0.879069875086
 01/01  06:00:00,23.7744053599,2.47768878472,0.0,0.0,6.02426329834,9.91545327661,48.2547543612,43.9597827044,4.29497165683
 01/01  07:00:00,29.04526534,2.43029768474,0.0,0.0,6.51253267309,14.7454349813,57.1995466857,42.9539046212,14.2456420645
 01/01  08:00:00,27.251881162,2.37547690052,0.0,0.0,6.01364874671,17.9699221805,57.111608861,41.9748619838,15.1367468771
 01/01  09:00:00,23.7537548758,1.96881870288,0.0,0.0,3.66783283761,18.1171033345,49.6380843408,35.0954073388,14.5426770021
 01/01  10:00:00,20.451854676,1.49055034359,0.0,0.0,3.10526160149,15.8560427302,39.5195035178,26.759036141,12.7604673768
 01/01  11:00:00,17.1583434732,1.11366584381,0.0,0.0,3.10526160149,12.9394160272,31.5775812318,20.0052536052,11.5723276266
 01/01  12:00:00,16.8721844904,0.675565137454,0.00476056979142,0.0,3.10526160149,13.0865971812,21.5985252506,12.2539596555,9.34456559506
 01/01  13:00:00,16.5314617507,0.389258328346,0.0975257931702,0.0,3.10526160149,12.9394160272,14.8097626214,6.65333677655,8.15642584489
 01/01  14:00:00,16.0224449908,0.246425645628,0.172885177983,0.0,3.10526160149,12.4978725653,10.9903075148,3.72498648257,7.26532103226
 01/01  15:00:00,15.8082258564,0.192233933244,0.16003890998,0.0,3.10526160149,12.3506914113,9.16639915782,2.79218293819,6.37421621963
 01/01  16:00:00,17.1185365077,0.167437676577,0.130136364655,0.0,4.02872759285,12.7922348732,9.76447347437,2.49915244211,7.26532103226
 01/01  17:00:00,26.3124075436,0.16808859405,0.0873364290737,0.0,6.50191812146,17.7693977319,11.1996822145,2.74622143212,8.45346078243
 01/01  18:00:00,37.161142745,0.230174324382,0.0720120912736,0.0,8.38069375907,23.1212625696,14.9805143671,3.85373914681,11.1267752203
 01/01  19:00:00,39.5282039053,0.356216508959,0.0521315707723,0.0,10.6415932552,23.1212625696,19.2074651361,6.14996282177,13.0575023143
 01/01  20:00:00,38.6681937325,0.500896002307,0.0167198828894,0.0,12.3080778603,20.4854999863,21.4484593303,8.98502689102,12.4634324393
 01/01  21:00:00,38.4005653445,0.690108390363,0.0,0.0,12.456681583,19.8967753704,23.8723808141,12.4485706563,11.4238101579
 01/01  22:00:00,33.1749850635,0.928029131342,0.0,0.0,9.18739968257,17.702556249,25.9886233127,16.6440577176,9.34456559506
 01/01  23:00:00,26.3998544705,1.08821110004,0.0,0.0,5.91811778209,14.0365255879,27.7111835704,19.5547577255,8.15642584489
 01/01  24:00:00,20.7398241113,1.32468981224,0.0,0.0,3.54045821811,10.5176760807,28.4529268423,23.8609202479,4.59200659437
 01/02  01:00:00,17.4676710376,1.75579229426,0.0,0.0,2.55330491699,7.80157382632,33.3812984854,31.9077391563,1.47355932906
 01/02  02:00:00,17.1453288742,2.0221747468,0.0,0.0,2.55330491699,7.21284921042,37.7225241993,36.8431868902,0.879337309061
