Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 01/01  01:00:00,237.928619255,0.0,0.0,0.0,24.9203635341,149.522181205,0.02,0.0,0.02
 01/01  02:00:00,237.928619745,0.0,0.0,0.0,24.9203635341,149.522181205,2.18871652969,0.0,2.18871652969
 01/01  03:00:00,237.928620097,0.0,0.0,0.0,24.9203635341,149.522181205,2.18871815807,0.0,2.18871815807
 01/01  04:00:00,238.301449034,0.371777224702,0.0,0.0,24.9203635341,149.522181205,2.33043697403,0.141717110725,2.1887198633
 01/01  05:00:00,251.642152603,1.48710889881,0.0,0.0,24.9203635341,149.522181205,2.76572310431,0.577001507945,2.18872159637
 01/01  06:00:00,276.08855934,1.48710889881,0.0,0.0,24.9203635341,149.522181205,2.86545301458,0.674017689926,2.19143532466
 01/01  07:00:00,325.350265518,1.85888612351,0.0,0.0,24.9203635341,149.522181205,3.24847623223,1.05953320438,2.18894302785
 01/01  08:00:00,315.246313598,1.48710889881,0.0,0.0,24.9203635341,149.522181205,2.99843154869,0.809486282574,2.18894526611
 01/01  09:00:00,298.281167174,1.61103464038,0.0,0.0,24.9203635341,149.522181205,2.75237531616,0.563428117284,2.18894719888
 01/01  10:00:00,260.37218074,0.371777224702,0.0,0.0,24.9203635341,149.522181205,2.27979665099,0.0908479472461,2.18894870374
 01/01  11:00:00,259.044856188,15.5811141594,0.00206689389988,0.0,24.9203635341,149.522181205,0.02,0.0,0.02
 01/01  12:00:00,296.739181758,21.8359366048,11.9754930601,0.0,24.9203635341,149.522181205,4.36088049774,0.0,4.36088049774
 01/01  13:00:00,344.83252312,18.9900920554,71.0190873801,0.0,24.9203635341,149.522181205,2.19031856603,0.0,2.19031856603
 01/01  14:00:00,392.300331592,23.8419419375,102.423092218,0.0,24.9203635341,149.522181205,4.36560673144,0.0,4.36560673144
 01/01  15:00:00,410.149160705,18.6709866788,134.647153676,0.0,24.9203635341,149.522181205,2.19050911076,0.0,2.19050911076
 01/01  16:00:00,495.652961999,21.0599449046,204.259926634,0.0,24.9203635341,149.522181205,2.18895320459,0.0,2.18895320459
 01/01  17:00:00,299.656322749,0.775991700225,9.50326958488,0.0,24.9203635341,149.522181205,2.1888794066,0.0,2.1888794066
 01/01  18:00:00,347.928400817,0.0,0.0,0.0,24.9203635341,149.522181205,2.18875502108,0.0,2.18875502108
 01/01  19:00:00,347.928400787,0.0,0.0,0.0,24.9203635341,149.522181205,0.02,0.0,0.02
 01/01  20:00:00,323.484005351,0.0,0.0,0.0,24.9203635341,149.522181205,2.18875692084,0.0,2.18875692084
 01/01  21:00:00,323.484005491,0.0,0.0,0.0,24.9203635341,149.522181205,2.18875881897,0.0,2.18875881897
 01/01  22:00:00,299.041018723,0.0,0.0,0.0,24.9203635341,149.522181205,4.36219130849,0.0,4.36219130849
 01/01  23:00:00,274.595214132,0.0,0.0,0.0,24.9203635341,149.522181205,0.02,0.0,0.02
 01/01  24:00:00,250.150818684,0.0,0.0,0.0,24.9203635341,149.522181205,2.18873024242,0.0,2.18873024242
 01/02  01:00:00,287.769818087,0.0,0.0,0.0,24.9203635341,199.362908273,2.1896126018,0.0,2.1896126018
 01/02  02:00:00,287.769818087,0.0,0.0,0.0,24.9203635341,199.362908273,2.18968830781,0.0,2.18968830781
 01/02  03:00:00,288.142690144,0.371777224702,0.0,0.0,24.9203635341,199.362908273,2.35721800367,0.167454081418,2.18976392225
 01/02  04:00:00,289.261125147,1.48710889881,0.0,0.0,24.9203635341,199.362908273,2.83901034585,0.649476381998,2.18953396385
 01/02  05:00:00,301.483143031,1.48710889881,0.0,0.0,24.9203635341,199.362908273,2.82217619377,0.632566344506,2.18960984926
 01/02  06:00:00,350.476579601,1.11533167411,0.0,0.0,49.8407270682,199.362908273,4.8536307702,0.489503333223,4.36412743698
 01/02  07:00:00,428.32133229,29.3894882674,0.0,0.0,49.8407270682,199.362908273,212.992914952,210.801665057,2.19124989518
 01/02  08:00:00,518.092935548,29.3894882674,0.0,0.0,149.522181205,199.362908273,297.059319968,288.31510004,8.7442199284
 01/02  09:00:00,1066.8296831,29.3894882674,7.39548450999,0.0,448.566543614,448.566543614,128.411288952,113.030653059,15.3806358938
 01/02  10:00:00,1150.71041321,29.3894882674,74.1841790975,0.0,448.566543614,448.566543614,78.3397266085,62.9412329633,15.3984936453
 01/02  11:00:00,1223.75297763,29.8315594109,191.309777798,0.0,448.566543614,448.566543614,57.2298582568,41.828037882,15.4018203748
 01/02  12:00:00,1277.13295519,31.6044871845,237.886656178,0.0,448.566543614,448.566543614,51.0952555037,31.2373303462,19.8579251575
 01/02  13:00:00,1232.64559698,32.514395262,244.248947094,0.0,448.566543614,398.725816546,64.7104792946,42.5621861015,22.148293193
 01/02  14:00:00,1285.87630725,32.7262502001,248.857925044,0.0,448.566543614,448.566543614,36.5916655769,14.4704550752,22.1212105017
 01/02  15:00:00,1290.33279357,30.4296800142,254.785697622,0.0,448.566543614,448.566543614,21.9275966703,8.74868529868,13.1789113716
 01/02  16:00:00,1289.31482187,29.8530243113,253.120992297,0.0,448.566543614,448.566543614,22.8447779648,9.66806136472,13.1767166001
