Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 04/18  08:00:00,130.2236754,3.009905517,4.565653053,3.98887618,48.24748821,70.40331239,1.104041048,0,1.104041048,
 04/18  09:00:00,116.912296,2.902981008,1.700940285,1.997705393,48.24748821,62.05474096,2.188292352,0,2.188292352,
 04/18  10:00:00,114.0279397,2.902461137,2.218233451,0.523169255,48.24748821,60.12814755,2.188204641,0,2.188204641,
 04/18  11:00:00,118.6828447,2.933988055,5.406313797,0.031873562,48.24748821,62.05474096,2.188659145,0,2.188659145,
 04/18  12:00:00,120.8020717,3.008492446,8.02236587,0.004892612,48.24748821,61.51039245,2.189584815,0,2.189584815,
 04/18  13:00:00,123.9620649,3.036194534,9.009706625,0,48.24748821,63.66023546,2.189434297,0,2.189434297,
 04/18  14:00:00,120.7666064,2.959029387,9.423501143,0,48.24748821,60.12814755,1.104061497,0,1.104061497,
 04/18  15:00:00,120.6268454,2.973384646,9.269384889,0,48.24748821,60.12814755,2.187948618,0,2.187948618,
 04/18  16:00:00,122.8707531,3.082052402,8.514734735,0,48.24748821,63.01803766,2.188706567,0,2.188706567,
 04/18  17:00:00,110.6514729,3.166801972,7.155618579,0,37.52582416,62.79478806,1.103737484,0,1.103737484,
 04/18  18:00:00,71.39201936,2.902461137,5.381908517,0.276870537,26.80416012,36.01817895,1.103480283,0,1.103480283,
 04/18  19:00:00,78.05692984,2.902461137,3.429072434,1.594074975,26.80416012,33.44938775,1.103279919,0,1.103279919,
 04/18  20:00:00,69.86981752,2.902461137,2.346294059,5.637570442,16.08249607,28.08855572,0.02,0,0.02,
 04/18  21:00:00,69.48159024,2.902461137,0.516180297,8.363852528,16.08249607,26.80416012,1.103223722,0,1.103223722,
 04/18  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/18  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102957481,0,1.102957481,
 04/18  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/19  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102957357,0,1.102957357,
 04/19  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/19  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/19  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102955372,0,1.102955372,
 04/19  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/19  06:00:00,55.37904241,2.915007794,0,20.71676774,5.360832023,21.44332809,1.103080115,0,1.103080115,
 04/19  07:00:00,70.99664844,2.902461137,0.552993679,18.76846782,16.08249607,32.68178963,1.103461473,0,1.103461473,
 04/19  08:00:00,128.7074988,3.010481983,1.293745459,5.7440307,48.24748821,70.40331239,1.10406232,0,1.10406232,
 04/19  09:00:00,118.4450839,2.902930541,2.040631705,3.19085234,48.24748821,62.05474096,2.188122449,0,2.188122449,
 04/19  10:00:00,115.0280688,2.902461137,2.553954519,1.187577271,48.24748821,60.12814755,1.104101299,0,1.104101299,
 04/19  11:00:00,117.0302487,2.92991279,3.502918771,0.286747893,48.24748821,62.05474096,2.188752071,0,2.188752071,
 04/19  12:00:00,117.0862895,2.999227098,4.096359784,0.224381836,48.24748821,61.51039245,3.274101973,0,3.274101973,
 04/19  13:00:00,119.1091579,3.023971049,4.169023093,0,48.24748821,63.66023546,2.189329439,0,2.189329439,
 04/19  14:00:00,115.4449758,2.943737147,4.117162844,0,48.24748821,60.12814755,1.104055543,0,1.104055543,
 04/19  15:00:00,115.4062952,2.951563793,4.070655526,0,48.24748821,60.12814755,2.187926606,0,2.187926606,
 04/19  16:00:00,117.6326728,3.04118039,3.317526442,0,48.24748821,63.01803766,1.104444602,0,1.104444602,
 04/19  17:00:00,106.3296656,3.129615151,2.749495894,0.121502195,37.52582416,62.79478806,2.187707707,0,2.187707707,
 04/19  18:00:00,70.36767016,2.902461137,2.553956982,2.080472871,26.80416012,36.01817895,1.10353298,0,1.10353298,
 04/19  19:00:00,80.2363954,2.902461137,2.563539643,4.639073334,26.80416012,33.44938775,0.02,0,0.02,
 04/19  20:00:00,73.17251841,2.902461137,2.552298351,8.73426704,16.08249607,28.08855572,1.103322218,0,1.103322218,
 04/19  21:00:00,73.59294747,2.902461137,1.722650554,11.2687395,16.08249607,26.80416012,1.103058233,0,1.103058233,
 04/19  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/19  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102957196,0,1.102957196,
 04/19  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/20  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/20  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102954578,0,1.102954578,
 04/20  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/20  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.10295699,0,1.10295699,
 04/20  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/20  06:00:00,63.05607182,2.902944328,0,28.40586061,5.360832023,21.44332809,1.103027716,0,1.103027716,
 04/20  07:00:00,70.24177944,2.902461137,0,18.5665925,16.08249607,32.68178963,1.103399894,0,1.103399894,
 04/20  08:00:00,127.9499665,3.00562379,2.36192129,3.923180688,48.24748821,70.40331239,1.104056395,0,1.104056395,
 04/20  09:00:00,121.4799266,2.903526444,6.487544516,1.778186389,48.24748821,62.05474096,2.188198216,0,2.188198216,
 04/20  10:00:00,121.9428135,2.902461137,9.930142001,0.726134497,48.24748821,60.12814755,1.10411277,0,1.10411277,
 04/20  11:00:00,124.7439229,2.941684082,11.31406598,0.177503527,48.24748821,62.05474096,2.188955973,0,2.188955973,
 04/20  12:00:00,125.2386293,3.013349522,12.19066801,0.268291059,48.24748821,61.51039245,2.189775223,0,2.189775223,
 04/20  13:00:00,127.3368,3.046953497,12.37368275,0,48.24748821,63.66023546,2.189398231,0,2.189398231,
 04/20  14:00:00,123.0264796,2.981671526,11.66073217,0,48.24748821,60.12814755,2.188414518,0,2.188414518,
 04/20  15:00:00,123.2688024,2.985386073,11.8993405,0,48.24748821,60.12814755,1.103958939,0,1.103958939,
 04/20  16:00:00,125.027947,3.102967869,10.65101316,0,48.24748821,63.01803766,2.188344014,0,2.188344014,
 04/20  17:00:00,112.1434781,3.177600548,8.636825226,0,37.52582416,62.79478806,1.103715588,0,1.103715588,
 04/20  18:00:00,72.73092,2.902461137,6.900553234,0.097126468,26.80416012,36.01817895,1.103621593,0,1.103621593,
 04/20  19:00:00,79.8670394,2.902461137,6.281085969,0.552171008,26.80416012,33.44938775,1.103344521,0,1.103344521,
 04/20  20:00:00,70.75742878,2.902461137,6.306624358,2.564851397,16.08249607,28.08855572,1.103355011,0,1.103355011,
 04/20  21:00:00,72.30029352,2.902461137,6.481714159,5.217021946,16.08249607,26.80416012,1.103051026,0,1.103051026,
 04/20  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/20  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/20  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102957053,0,1.102957053,
 04/21  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/21  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.10295478,0,1.10295478,
 04/21  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/21  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/21  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.103050382,0,1.103050382,
 04/21  06:00:00,53.08409807,2.918537151,0,18.41829404,5.360832023,21.44332809,0.02,0,0.02,
 04/21  07:00:00,65.72011672,2.902461137,2.450995971,11.59393382,16.08249607,32.68178963,1.103439396,0,1.103439396,
 04/21  08:00:00,132.3732279,3.062717275,8.578443065,2.072826823,48.24748821,70.40331239,2.18802783,0,2.18802783,
 04/21  09:00:00,127.9646923,3.071217082,13.94087365,0.641932298,48.24748821,62.05474096,1.10416795,0,1.10416795,
 04/21  10:00:00,128.9477606,3.027501173,17.529529,0.006654568,48.24748821,60.12814755,2.188355174,0,2.188355174,
 04/21  11:00:00,131.5773745,2.999819733,18.26688547,0,48.24748821,62.05474096,2.189026469,0,2.189026469,
 04/21  12:00:00,130.0335524,3.073554131,17.19367746,0,48.24748821,61.51039245,2.189623529,0,2.189623529,
 04/21  13:00:00,133.5090035,3.22414922,18.36869054,0,48.24748821,63.66023546,2.189476534,0,2.189476534,
 04/21  14:00:00,131.6918565,3.248117504,20.05966313,0,48.24748821,60.12814755,2.188065547,0,2.188065547,
 04/21  15:00:00,131.1327648,3.405105422,19.34358355,0,48.24748821,60.12814755,1.103910691,0,1.103910691,
 04/21  16:00:00,133.4261109,3.699838291,18.45230663,0,48.24748821,63.01803766,2.188488877,0,2.188488877,
 04/21  17:00:00,121.000687,3.456845329,17.21478931,0,37.52582416,62.79478806,1.10373065,0,1.10373065,
 04/21  18:00:00,80.58040184,2.924109628,14.82551305,0,26.80416012,36.01817895,1.10349377,0,1.10349377,
 04/21  19:00:00,85.84818401,2.905300231,12.78752673,0.024035759,26.80416012,33.44938775,1.103307413,0,1.103307413,
 04/21  20:00:00,73.58582869,2.902461137,10.87253759,0.827338082,16.08249607,28.08855572,1.103342138,0,1.103342138,
 04/21  21:00:00,74.04645352,2.902461137,11.72132204,1.723574066,16.08249607,26.80416012,0.02,0,0.02,
 04/21  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.102955926,0,1.102955926,
 04/21  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/21  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/22  01:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102956138,0,1.102956138,
 04/22  02:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/22  03:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102956827,0,1.102956827,
 04/22  04:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/22  05:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.103064343,0,1.103064343,
 04/22  06:00:00,48.42902871,2.931985449,4.884017482,11.33309223,5.360832023,21.44332809,0.02,0,0.02,
 04/22  07:00:00,51.49782024,2.902461137,7.283373061,9.361803414,5.360832023,26.58091051,1.10316647,0,1.10316647,
 04/22  08:00:00,75.22359765,2.902461137,11.29424213,2.914749438,26.80416012,31.29954473,0.02,0,0.02,
 04/22  09:00:00,80.57845494,2.902461137,15.76080998,1.555346571,26.80416012,33.54723704,1.103404807,0,1.103404807,
 04/22  10:00:00,82.25383092,2.902461137,19.14618195,0.808647286,26.80416012,32.58394034,1.103445418,0,1.103445418,
 04/22  11:00:00,85.22860062,2.902461137,20.35346464,0.328441984,26.80416012,34.83163264,1.103596976,0,1.103596976,
 04/22  12:00:00,83.80313253,2.903135402,20.35693732,0.183222554,26.80416012,33.54723704,1.10352902,0,1.10352902,
 04/22  13:00:00,80.46182222,2.918372057,19.71120968,0.04119444,26.80416012,30.97844583,1.103450451,0,1.103450451,
 04/22  14:00:00,51.88059453,2.902461137,19.59674197,0,8.041248035,21.33170329,1.10331629,0,1.10331629,
 04/22  15:00:00,49.96175001,2.902461137,18.87621739,0.08607567,8.041248035,20.04730769,1.103231482,0,1.103231482,
 04/22  16:00:00,50.09739138,2.902461137,18.11497662,0.661858911,8.041248035,20.36840659,0.02,0,0.02,
 04/22  17:00:00,42.5530225,2.902461137,16.71527436,2.237341421,2.680416012,18.00908948,1.103047717,0,1.103047717,
 04/22  18:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/22  19:00:00,28.64068551,0,0,0,2.680416012,16.08249607,1.103025103,0,1.103025103,
 04/22  20:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/22  21:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.10308065,0,1.10308065,
 04/22  22:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/22  23:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102956362,0,1.102956362,
 04/22  24:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  01:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  02:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102916292,0,1.102916292,
 04/23  03:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  04:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.10291884,0,1.10291884,
 04/23  05:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  06:00:00,21.23868551,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  07:00:00,18.77135218,0,0,0,2.680416012,16.08249607,1.102923433,0,1.102923433,
 04/23  08:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  09:00:00,18.77135218,0,0,0,2.680416012,16.08249607,1.102924125,0,1.102924125,
 04/23  10:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  11:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  12:00:00,18.77135218,0,0,0,2.680416012,16.08249607,1.10299032,0,1.10299032,
 04/23  13:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  14:00:00,18.77135218,0,0,0,2.680416012,16.08249607,1.102997438,0,1.102997438,
 04/23  15:00:00,22.7327065,0.588975283,3.372379039,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  16:00:00,20.94052205,0.32700722,1.842162654,0,2.680416012,16.08249607,1.102925517,0,1.102925517,
 04/23  17:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  18:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  19:00:00,28.64068551,0,0,0,2.680416012,16.08249607,1.10291287,0,1.10291287,
 04/23  20:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  21:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.10302346,0,1.10302346,
 04/23  22:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  23:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 04/23  24:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102922193,0,1.102922193,
 04/24  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/24  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/24  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102956062,0,1.102956062,
 04/24  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/24  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.103055113,0,1.103055113,
 04/24  06:00:00,51.14259038,2.92598851,7.653827907,11.28284042,5.360832023,21.44332809,0.02,0,0.02,
 04/24  07:00:00,68.87990744,2.902461137,7.563375825,9.641344684,16.08249607,32.68178963,1.103383391,0,1.103383391,
 04/24  08:00:00,131.1388492,2.98411355,7.78157336,1.713921552,48.24748821,70.40331239,2.188048759,0,2.188048759,
 04/24  09:00:00,122.3969806,2.902461137,8.582815951,0.601034229,48.24748821,62.05474096,1.104078608,0,1.104078608,
 04/24  10:00:00,121.8836527,2.902461137,10.57486245,0.022253236,48.24748821,60.12814755,2.18839018,0,2.18839018,
 04/24  11:00:00,126.1261411,2.922126719,12.89334512,0,48.24748821,62.05474096,2.188817869,0,2.188817869,
 04/24  12:00:00,126.1436597,2.994326575,13.38301233,0,48.24748821,61.51039245,2.189720754,0,2.189720754,
 04/24  13:00:00,128.9693914,3.034942763,14.01828487,0,48.24748821,63.66023546,2.189238678,0,2.189238678,
 04/24  14:00:00,126.9042522,3.012956207,15.50722014,0,48.24748821,60.12814755,2.187841796,0,2.187841796,
 04/24  15:00:00,127.2285975,3.130920966,15.71360065,0,48.24748821,60.12814755,1.103978359,0,1.103978359,
 04/24  16:00:00,129.9772082,3.432809601,15.27043267,0,48.24748821,63.01803766,2.188756742,0,2.188756742,
 04/24  17:00:00,116.0778865,3.270641738,12.47819244,0,37.52582416,62.79478806,1.103618153,0,1.103618153,
 04/24  18:00:00,75.53078278,2.902461137,9.680650515,0.116891967,26.80416012,36.01817895,1.103493255,0,1.103493255,
 04/24  19:00:00,81.99220085,2.902461137,8.382174417,0.576244002,26.80416012,33.44938775,1.103287742,0,1.103287742,
 04/24  20:00:00,71.59030622,2.902461137,7.592209713,2.112143482,16.08249607,28.08855572,0.02,0,0.02,
 04/24  21:00:00,71.84434434,2.902461137,7.635568121,3.607218798,16.08249607,26.80416012,1.103226113,0,1.103226113,
 04/24  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/24  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102956394,0,1.102956394,
 04/24  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/25  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102955377,0,1.102955377,
 04/25  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/25  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/25  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102952948,0,1.102952948,
 04/25  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/25  06:00:00,48.7714847,2.956915257,8.971208106,7.563427793,5.360832023,21.44332809,1.103078396,0,1.103078396,
 04/25  07:00:00,68.72557949,2.902461137,9.701195841,7.349196712,16.08249607,32.68178963,1.103452975,0,1.103452975,
 04/25  08:00:00,133.7212657,3.039286171,11.25543454,0.76730425,48.24748821,70.40331239,1.1040422,0,1.1040422,
 04/25  09:00:00,125.38815,2.921645086,12.13978018,0.016055439,48.24748821,62.05474096,2.18833243,0,2.18833243,
 04/25  10:00:00,123.9238899,2.902630817,12.63718324,0,48.24748821,60.12814755,1.104064111,0,1.104064111,
 04/25  11:00:00,127.3941953,2.967632791,14.11589326,0,48.24748821,62.05474096,2.188650876,0,2.188650876,
 04/25  12:00:00,128.985948,3.043046096,16.1765811,0,48.24748821,61.51039245,2.189307609,0,2.189307609,
 04/25  13:00:00,132.5707634,3.165659814,17.48893984,0,48.24748821,63.66023546,3.274003668,0,3.274003668,
 04/25  14:00:00,128.6441463,3.21986146,17.04020897,0,48.24748821,60.12814755,1.103971442,0,1.103971442,
 04/25  15:00:00,128.6491347,3.43834248,16.82671631,0,48.24748821,60.12814755,2.187746265,0,2.187746265,
 04/25  16:00:00,130.6437412,3.545844145,15.82393113,0,48.24748821,63.01803766,1.104333204,0,1.104333204,
 04/25  17:00:00,116.2088732,3.380172428,12.49964848,0,37.52582416,62.79478806,1.103905758,0,1.103905758,
 04/25  18:00:00,76.04776577,2.931806651,10.2426978,0.042482155,26.80416012,36.01817895,1.103706506,0,1.103706506,
 04/25  19:00:00,82.59655822,2.904863263,9.062775864,0.497597802,26.80416012,33.44938775,1.103427321,0,1.103427321,
 04/25  20:00:00,71.74522617,2.902461137,7.895558412,1.96371473,16.08249607,28.08855572,1.103342992,0,1.103342992,
 04/25  21:00:00,71.51623126,2.902461137,7.765536127,3.149137719,16.08249607,26.80416012,1.1030589,0,1.1030589,
 04/25  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/25  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/25  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102956125,0,1.102956125,
 04/26  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/26  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102955217,0,1.102955217,
 04/26  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/26  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/26  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.103010217,0,1.103010217,
 04/26  06:00:00,47.18792701,2.979886113,7.746189986,7.181917368,5.360832023,21.44332809,0.02,0,0.02,
 04/26  07:00:00,67.20383596,2.902461137,8.625429117,6.903219908,16.08249607,32.68178963,1.103169603,0,1.103169603,
 04/26  08:00:00,131.7545969,3.050758747,9.364686034,0.679911426,48.24748821,70.40331239,2.187905415,0,2.187905415,
 04/26  09:00:00,122.2257787,2.928213276,8.941793184,0.04510295,48.24748821,62.05474096,1.104020042,0,1.104020042,
 04/26  10:00:00,122.8355838,2.906951909,11.54455603,0,48.24748821,60.12814755,2.188245495,0,2.188245495,
 04/26  11:00:00,128.5159394,2.999179624,15.2060905,0,48.24748821,62.05474096,2.18884399,0,2.18884399,
 04/26  12:00:00,129.2521083,3.090477247,16.39531031,0,48.24748821,61.51039245,2.18934943,0,2.18934943,
 04/26  13:00:00,132.4070051,3.391183493,17.09965787,0,48.24748821,63.66023546,2.189537694,0,2.189537694,
 04/26  14:00:00,129.7036824,3.401688988,17.91791759,0,48.24748821,60.12814755,2.188107562,0,2.188107562,
 04/26  15:00:00,129.7872342,3.562858834,17.84029951,0,48.24748821,60.12814755,1.103925931,0,1.103925931,
 04/26  16:00:00,132.8098171,3.842961188,17.69288994,0,48.24748821,63.01803766,2.188502692,0,2.188502692,
 04/26  17:00:00,120.1879523,3.631195752,16.22770425,0,37.52582416,62.79478806,1.103732218,0,1.103732218,
 04/26  18:00:00,77.25818025,2.978832108,11.44856897,0,26.80416012,36.01817895,1.103492756,0,1.103492756,
 04/26  19:00:00,83.40487897,2.935058321,10.08754055,0.25095881,26.80416012,33.44938775,1.10330417,0,1.10330417,
 04/26  20:00:00,72.83331085,2.902461137,9.89442836,1.052929469,16.08249607,28.08855572,1.103335926,0,1.103335926,
 04/26  21:00:00,71.12793557,2.902461137,8.335517481,2.190860676,16.08249607,26.80416012,0.02,0,0.02,
 04/26  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.102955582,0,1.102955582,
 04/26  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/26  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/27  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102952258,0,1.102952258,
 04/27  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/27  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102955345,0,1.102955345,
 04/27  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/27  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.103059802,0,1.103059802,
 04/27  06:00:00,44.13272143,2.974817798,2.693569337,9.184400755,5.360832023,21.44332809,0.02,0,0.02,
 04/27  07:00:00,64.43275724,2.902461137,6.498803582,6.258766726,16.08249607,32.68178963,1.103451863,0,1.103451863,
 04/27  08:00:00,134.1274432,3.099718197,11.56549388,0.802990469,48.24748821,70.40331239,1.103955601,0,1.103955601,
 04/27  09:00:00,128.0296721,3.104491863,14.56608242,0.048428511,48.24748821,62.05474096,2.188091707,0,2.188091707,
 04/27  10:00:00,128.8539501,3.087915338,17.38195894,0,48.24748821,60.12814755,1.104175644,0,1.104175644,
 04/27  11:00:00,131.629332,3.091566443,18.22709629,0,48.24748821,62.05474096,2.188872034,0,2.188872034,
 04/27  12:00:00,129.156359,3.111458447,16.27857982,0,48.24748821,61.51039245,3.27420633,0,3.27420633,
 04/27  13:00:00,131.7980619,3.437188236,16.44470985,0,48.24748821,63.66023546,2.189360634,0,2.189360634,
 04/27  14:00:00,129.0676004,3.494685491,17.18883903,0,48.24748821,60.12814755,1.103885058,0,1.103885058,
 04/27  15:00:00,129.1770273,3.709325678,17.08362576,0,48.24748821,60.12814755,2.187921164,0,2.187921164,
 04/27  16:00:00,133.1257304,4.118618122,17.73314634,0,48.24748821,63.01803766,1.104425037,0,1.104425037,
 04/27  17:00:00,121.4074958,3.915038144,17.16340534,0,37.52582416,62.79478806,2.187661308,0,2.187661308,
 04/27  18:00:00,80.03065362,3.063598054,14.1362764,0,26.80416012,36.01817895,1.103506552,0,1.103506552,
 04/27  19:00:00,84.89451321,2.972489822,11.7527517,0.037950393,26.80416012,33.44938775,0.02,0,0.02,
 04/27  20:00:00,72.8545053,2.902461137,10.2673778,0.701174483,16.08249607,28.08855572,1.103397372,0,1.103397372,
 04/27  21:00:00,72.9171002,2.902461137,10.77324159,1.542301196,16.08249607,26.80416012,1.103060836,0,1.103060836,
 04/27  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/27  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102953247,0,1.102953247,
 04/27  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/28  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/28  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102854454,0,1.102854454,
 04/28  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 04/28  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102955402,0,1.102955402,
 04/28  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 04/28  06:00:00,46.59703217,3.002068674,7.760707287,6.554322666,5.360832023,21.44332809,1.103025405,0,1.103025405,
 04/28  07:00:00,68.799759,2.902461137,12.62812885,4.496443215,16.08249607,32.68178963,0.02,0,0.02,
 04/28  08:00:00,141.6974783,3.220435881,19.44941459,0.368387122,48.24748821,70.40331239,2.187551903,0,2.187551903,
 04/28  09:00:00,136.9708334,3.245560266,23.41460385,0,48.24748821,62.05474096,1.104089702,0,1.104089702,
 04/28  10:00:00,135.6359471,3.216534516,24.03533669,0,48.24748821,60.12814755,2.188378869,0,2.188378869,
 04/28  11:00:00,138.6043686,3.283253672,25.01044569,0,48.24748821,62.05474096,2.18870181,0,2.18870181,
 04/28  12:00:00,140.3787889,3.251815439,27.3606527,0,48.24748821,61.51039245,2.189468933,0,2.189468933,
 04/28  13:00:00,146.9595712,3.828825931,31.21458152,0,48.24748821,63.66023546,2.189342542,0,2.189342542,
 04/28  14:00:00,143.8954589,3.960645401,31.55073763,0,48.24748821,60.12814755,2.188080835,0,2.188080835,
 04/28  15:00:00,144.5441349,4.324649091,31.83540999,0,48.24748821,60.12814755,1.103970698,0,1.103970698,
 04/28  16:00:00,147.275337,4.734113407,31.26725766,0,48.24748821,63.01803766,2.188590781,0,2.188590781,
 04/28  17:00:00,131.7551721,4.436561379,26.98955836,0,37.52582416,62.79478806,1.10363855,0,1.10363855,
 04/28  18:00:00,87.20831917,3.329808865,21.04773114,0,26.80416012,36.01817895,1.103524121,0,1.103524121,
