Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly),Electricity:Facility [kW](Monthly)
 08/07  09:00:00,138.758664,3.864891269,24.58310347,0,48.24748821,62.05474096,2.18790908,0,2.18790908,
 08/07  10:00:00,138.185413,4.00996524,25.79137187,0,48.24748821,60.12814755,1.104077411,0,1.104077411,
 08/07  11:00:00,142.7695589,4.269878803,28.18901083,0,48.24748821,62.05474096,2.188593761,0,2.188593761,
 08/07  12:00:00,142.590148,4.078997397,28.74482982,0,48.24748821,61.51039245,2.189016116,0,2.189016116,
 08/07  13:00:00,148.7894927,4.717670864,32.15565811,0,48.24748821,63.66023546,2.188898387,0,2.188898387,
 08/07  14:00:00,145.3172201,4.710902403,32.22224182,0,48.24748821,60.12814755,1.10388797,0,1.10388797,
 08/07  15:00:00,147.7788735,5.147525381,34.24727228,0,48.24748821,60.12814755,2.187586662,0,2.187586662,
 08/07  16:00:00,152.1440453,5.658600716,35.2114786,0,48.24748821,63.01803766,1.104192238,0,1.104192238,
 08/07  17:00:00,137.2864558,5.163004619,31.79439886,0,37.52582416,62.79478806,1.103665241,0,1.103665241,
 08/07  18:00:00,88.29141674,3.333965887,22.12667169,0,26.80416012,36.01817895,1.103497222,0,1.103497222,
 08/07  19:00:00,87.76198269,3.112680278,19.45264779,0,26.80416012,33.44938775,1.103241903,0,1.103241903,
 08/07  20:00:00,80.04512268,2.946054077,18.11557672,0,16.08249607,28.08855572,1.103345088,0,1.103345088,
 08/07  21:00:00,78.17301645,2.904181708,17.56973846,0,16.08249607,26.80416012,0.02,0,0.02,
 08/07  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.102940098,0,1.102940098,
 08/07  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/07  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/08  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.10294063,0,1.10294063,
 08/08  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/08  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102935491,0,1.102935491,
 08/08  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/08  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/08  06:00:00,48.02522909,3.128069169,15.40101371,0.216212675,5.360832023,21.44332809,1.103084078,0,1.103084078,
 08/08  07:00:00,68.92561134,2.902461137,16.87554182,0.374882594,16.08249607,32.68178963,1.103400074,0,1.103400074,
 08/08  08:00:00,144.6577107,3.752395606,22.2460744,0,48.24748821,70.40331239,1.103875959,0,1.103875959,
 08/08  09:00:00,138.90968,3.91208876,24.68692196,0,48.24748821,62.05474096,2.187783177,0,2.187783177,
 08/08  10:00:00,140.6961975,4.096994449,28.21512717,0,48.24748821,60.12814755,1.1040987,0,1.1040987,
 08/08  11:00:00,146.7057472,4.404007481,31.99107042,0,48.24748821,62.05474096,2.188465518,0,2.188465518,
 08/08  12:00:00,145.1913764,4.184151768,31.24090392,0,48.24748821,61.51039245,2.189250041,0,2.189250041,
 08/08  13:00:00,149.9053458,4.801071277,33.18811077,0,48.24748821,63.66023546,2.189073975,0,2.189073975,
 08/08  14:00:00,144.9463799,4.768693316,31.79361071,0,48.24748821,60.12814755,1.103881274,0,1.103881274,
 08/08  15:00:00,146.4770217,5.189294938,32.90365089,0,48.24748821,60.12814755,1.103756376,0,1.103756376,
 08/08  16:00:00,152.9364235,5.752257239,35.91020032,0,48.24748821,63.01803766,2.188242494,0,2.188242494,
 08/08  17:00:00,138.0660884,5.298985348,32.43805072,0,37.52582416,62.79478806,1.103599157,0,1.103599157,
 08/08  18:00:00,88.74174196,3.398455298,22.5125075,0,26.80416012,36.01817895,1.103445663,0,1.103445663,
 08/08  19:00:00,88.58588823,3.133864535,20.25536907,0,26.80416012,33.44938775,1.103237066,0,1.103237066,
 08/08  20:00:00,80.20119701,2.950996026,18.2667091,0,16.08249607,28.08855572,1.103299351,0,1.103299351,
 08/08  21:00:00,78.71501891,2.905753348,18.11016928,0,16.08249607,26.80416012,0.02,0,0.02,
 08/08  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/08  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102940686,0,1.102940686,
 08/08  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/09  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102935673,0,1.102935673,
 08/09  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/09  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/09  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102939782,0,1.102939782,
 08/09  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/09  06:00:00,48.12141015,3.132929329,15.52253461,0.186012674,5.360832023,21.44332809,1.103002047,0,1.103002047,
 08/09  07:00:00,68.83503914,2.902461137,16.76896239,0.39088982,16.08249607,32.68178963,1.103355346,0,1.103355346,
 08/09  08:00:00,145.4596014,3.897904587,22.90245615,0,48.24748821,70.40331239,1.103881018,0,1.103881018,
 08/09  09:00:00,140.6988686,4.080997748,26.30720156,0,48.24748821,62.05474096,1.103924019,0,1.103924019,
 08/09  10:00:00,141.9472264,4.180990922,29.38215964,0,48.24748821,60.12814755,2.187839653,0,2.187839653,
 08/09  11:00:00,146.9300174,4.404643711,32.21470438,0,48.24748821,62.05474096,1.10423035,0,1.10423035,
 08/09  12:00:00,145.3816536,4.172527955,31.44280492,0,48.24748821,61.51039245,3.273726736,0,3.273726736,
 08/09  13:00:00,151.1099031,4.795468752,34.39827055,0,48.24748821,63.66023546,1.104359071,0,1.104359071,
 08/09  14:00:00,146.8370453,4.772241902,33.6807275,0,48.24748821,60.12814755,2.188140981,0,2.188140981,
 08/09  15:00:00,149.3582144,5.225322899,35.74881566,0,48.24748821,60.12814755,1.103752045,0,1.103752045,
 08/09  16:00:00,155.3954543,5.77803196,38.34345635,0,48.24748821,63.01803766,2.188237656,0,2.188237656,
 08/09  17:00:00,139.1384173,5.234616901,33.57474805,0,37.52582416,62.79478806,1.103565792,0,1.103565792,
 08/09  18:00:00,89.70678628,3.38978823,23.48621889,0,26.80416012,36.01817895,1.103403548,0,1.103403548,
 08/09  19:00:00,88.43940388,3.140133856,20.1026154,0,26.80416012,33.44938775,1.103246208,0,1.103246208,
 08/09  20:00:00,80.10702232,2.956284998,18.16724544,0,16.08249607,28.08855572,0.02,0,0.02,
 08/09  21:00:00,79.41662461,2.907949132,18.8095792,0,16.08249607,26.80416012,1.103046463,0,1.103046463,
 08/09  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/09  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102935149,0,1.102935149,
 08/09  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/10  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/10  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102939613,0,1.102939613,
 08/10  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/10  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102940768,0,1.102940768,
 08/10  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/10  06:00:00,50.8637245,3.180430709,18.40336024,0,5.360832023,21.44332809,1.102998437,0,1.102998437,
 08/10  07:00:00,69.26222744,2.902461137,17.5870405,0,16.08249607,32.68178963,0.02,0,0.02,
 08/10  08:00:00,142.5653691,3.651234222,20.25489421,0,48.24748821,70.40331239,2.187822785,0,2.187822785,
 08/10  09:00:00,136.4960346,3.765152916,22.42021247,0,48.24748821,62.05474096,1.103943978,0,1.103943978,
 08/10  10:00:00,139.6013054,4.184022529,27.03320705,0,48.24748821,60.12814755,2.187898017,0,2.187898017,
 08/10  11:00:00,144.9027787,4.47158186,30.12052757,0,48.24748821,62.05474096,1.104294938,0,1.104294938,
 08/10  12:00:00,143.130705,4.256816223,29.10756797,0,48.24748821,61.51039245,2.188899288,0,2.188899288,
 08/10  13:00:00,149.3848339,4.900458372,32.56821172,0,48.24748821,63.66023546,2.188960991,0,2.188960991,
 08/10  14:00:00,146.5893626,4.872710591,33.33257614,0,48.24748821,60.12814755,2.187971592,0,2.187971592,
 08/10  15:00:00,148.7865131,5.291854696,35.11058255,0,48.24748821,60.12814755,1.103750789,0,1.103750789,
 08/10  16:00:00,153.0487507,5.802173718,35.97261103,0,48.24748821,63.01803766,2.188354471,0,2.188354471,
 08/10  17:00:00,138.5059633,5.382839482,32.79407149,0,37.52582416,62.79478806,1.103538675,0,1.103538675,
 08/10  18:00:00,89.75285272,3.525271605,23.39680195,0,26.80416012,36.01817895,1.103455633,0,1.103455633,
 08/10  19:00:00,89.34319275,3.177384806,20.96915332,0,26.80416012,33.44938775,0.02,0,0.02,
 08/10  20:00:00,81.23929039,2.960177344,19.29562116,0,16.08249607,28.08855572,1.103319899,0,1.103319899,
 08/10  21:00:00,79.20622832,2.909802478,18.59732956,0,16.08249607,26.80416012,1.103031881,0,1.103031881,
 08/10  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/10  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/10  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102939217,0,1.102939217,
 08/11  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/11  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102940779,0,1.102940779,
 08/11  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/11  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/11  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.103021069,0,1.103021069,
 08/11  06:00:00,49.31015306,3.149179675,16.84023825,0.040801594,5.360832023,21.44332809,0.02,0,0.02,
 08/11  07:00:00,69.65208787,2.902461137,17.90716651,0.069734424,16.08249607,32.68178963,1.103332772,0,1.103332772,
 08/11  08:00:00,145.1281609,3.586820845,22.8820994,0,48.24748821,70.40331239,1.103882268,0,1.103882268,
 08/11  09:00:00,137.6699107,3.575984787,23.78325662,0,48.24748821,62.05474096,2.187915653,0,2.187915653,
 08/11  10:00:00,137.8835133,3.873485975,25.62595145,0,48.24748821,60.12814755,1.103980796,0,1.103980796,
 08/11  11:00:00,144.2179008,4.297277747,29.6099538,0,48.24748821,62.05474096,2.188473884,0,2.188473884,
 08/11  12:00:00,143.9510907,4.161401952,30.023368,0,48.24748821,61.51039245,2.189237883,0,2.189237883,
 08/11  13:00:00,148.5283673,4.761730326,31.85047317,0,48.24748821,63.66023546,2.189120266,0,2.189120266,
 08/11  14:00:00,144.2777066,4.737208779,31.15642197,0,48.24748821,60.12814755,1.103863199,0,1.103863199,
 08/11  15:00:00,148.087165,5.165267501,34.53782167,0,48.24748821,60.12814755,2.187624067,0,2.187624067,
 08/11  16:00:00,152.8497229,5.693418617,35.88233828,0,48.24748821,63.01803766,1.104070629,0,1.104070629,
 08/11  17:00:00,139.8125704,5.317750464,34.16576766,0,37.52582416,62.79478806,1.103841471,0,1.103841471,
 08/11  18:00:00,91.92705595,3.515367861,25.58090892,0,26.80416012,36.01817895,1.103547745,0,1.103547745,
 08/11  19:00:00,90.17455801,3.166838881,21.81106451,0,26.80416012,33.44938775,1.103318005,0,1.103318005,
 08/11  20:00:00,82.30629319,2.952276867,20.37052444,0,16.08249607,28.08855572,1.103281215,0,1.103281215,
 08/11  21:00:00,80.38888993,2.906834014,19.78295964,0,16.08249607,26.80416012,0.02,0,0.02,
 08/11  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.102984505,0,1.102984505,
 08/11  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/11  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102940552,0,1.102940552,
 08/12  01:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/12  02:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/12  03:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102934092,0,1.102934092,
 08/12  04:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/12  05:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.103033241,0,1.103033241,
 08/12  06:00:00,51.06394938,3.100024646,18.58368356,0.100307628,5.360832023,21.44332809,0.02,0,0.02,
 08/12  07:00:00,54.94881637,2.902461137,19.69291232,0.403260283,5.360832023,26.58091051,1.103129593,0,1.103129593,
 08/12  08:00:00,84.21488569,3.05684267,23.04589808,0,26.80416012,31.29954473,0.02,0,0.02,
 08/12  09:00:00,90.83220456,3.180971256,27.29139605,0,26.80416012,33.54723704,1.10346346,0,1.10346346,
 08/12  10:00:00,91.77820806,3.131716319,29.24995119,0,26.80416012,32.58394034,1.103358156,0,1.103358156,
 08/12  11:00:00,93.03577526,2.983365749,28.40817665,0,26.80416012,34.83163264,1.103490292,0,1.103490292,
 08/12  12:00:00,90.94299079,2.952643053,27.63051048,0,26.80416012,33.54723704,1.103446704,0,1.103446704,
 08/12  13:00:00,89.02255459,3.000748268,28.23076028,0,26.80416012,30.97844583,1.103412553,0,1.103412553,
 08/12  14:00:00,60.16149183,2.913196103,27.86690431,0,8.041248035,21.33170329,0.02,0,0.02,
 08/12  15:00:00,58.92475766,2.915809479,27.91195236,0,8.041248035,20.04730769,1.103240917,0,1.103240917,
 08/12  16:00:00,58.49622085,3.037844284,27.04028185,0,8.041248035,20.36840659,1.103239246,0,1.103239246,
 08/12  17:00:00,49.01431141,3.042109403,25.27425643,0,2.680416012,18.00908948,0.02,0,0.02,
 08/12  18:00:00,29.90040097,1.225334344,9.903714446,0,2.680416012,16.08249607,1.103057395,0,1.103057395,
 08/12  19:00:00,27.34001484,0.411023322,3.222972676,0,2.680416012,16.08249607,0.02,0,0.02,
 08/12  20:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102999905,0,1.102999905,
 08/12  21:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/12  22:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102940521,0,1.102940521,
 08/12  23:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/12  24:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  01:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102903793,0,1.102903793,
 08/13  02:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  03:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  04:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102912297,0,1.102912297,
 08/13  05:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  06:00:00,21.23868551,0,0,0,2.680416012,16.08249607,1.102941723,0,1.102941723,
 08/13  07:00:00,21.72428578,0.326101501,2.626832098,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  08:00:00,38.63592862,2.020920617,17.84365582,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  09:00:00,40.79764096,2.10318212,19.92310667,0,2.680416012,16.08249607,1.102963865,0,1.102963865,
 08/13  10:00:00,43.35186394,2.204675243,22.37583653,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  11:00:00,33.14552218,1.213274691,13.16089531,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  12:00:00,28.36671103,0.818423769,8.776935089,0,2.680416012,16.08249607,1.103019481,0,1.103019481,
 08/13  13:00:00,18.77135218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  14:00:00,28.61309196,0.899722714,8.942017072,0,2.680416012,16.08249607,1.103016639,0,1.103016639,
 08/13  15:00:00,38.44639189,1.785445717,17.889594,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  16:00:00,43.20130254,2.25572307,22.1742273,0,2.680416012,16.08249607,1.102960082,0,1.102960082,
 08/13  17:00:00,39.82454575,2.072067668,18.98112591,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  18:00:00,29.99608374,1.197660106,10.02707146,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  19:00:00,26.17335218,0,0,0,2.680416012,16.08249607,1.102912566,0,1.102912566,
 08/13  20:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  21:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  22:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102906892,0,1.102906892,
 08/13  23:00:00,33.57535218,0,0,0,2.680416012,16.08249607,0.02,0,0.02,
 08/13  24:00:00,33.57535218,0,0,0,2.680416012,16.08249607,1.102911277,0,1.102911277,
 08/14  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/14  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/14  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102936335,0,1.102936335,
 08/14  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/14  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.103034372,0,1.103034372,
 08/14  06:00:00,53.85933774,3.118154765,21.46124943,0,5.360832023,21.44332809,0.02,0,0.02,
 08/14  07:00:00,72.73529387,2.902461137,21.04916756,0.010939375,16.08249607,32.68178963,1.10335807,0,1.10335807,
 08/14  08:00:00,146.9764374,3.399564084,24.91763262,0,48.24748821,70.40331239,1.10392958,0,1.10392958,
 08/14  09:00:00,140.4184889,3.377035352,26.73078427,0,48.24748821,62.05474096,2.187892139,0,2.187892139,
 08/14  10:00:00,141.8603964,3.580042395,29.8962782,0,48.24748821,60.12814755,1.103956734,0,1.103956734,
 08/14  11:00:00,150.6547326,4.126197959,36.21786542,0,48.24748821,62.05474096,2.188588497,0,2.188588497,
 08/14  12:00:00,151.64074,4.103676419,37.77074283,0,48.24748821,61.51039245,2.189379257,0,2.189379257,
 08/14  13:00:00,157.2885565,4.742468462,40.62992431,0,48.24748821,63.66023546,2.189205587,0,2.189205587,
 08/14  14:00:00,152.386306,4.758270341,39.24395977,0,48.24748821,60.12814755,1.103780535,0,1.103780535,
 08/14  15:00:00,153.5221281,5.208543014,39.92950927,0,48.24748821,60.12814755,1.103816153,0,1.103816153,
 08/14  16:00:00,157.0858299,5.631680135,40.18018382,0,48.24748821,63.01803766,2.188148948,0,2.188148948,
 08/14  17:00:00,138.786648,4.686915125,33.77068058,0,37.52582416,62.79478806,1.103654905,0,1.103654905,
 08/14  18:00:00,90.34580363,3.198424479,24.31659998,0,26.80416012,36.01817895,1.103415925,0,1.103415925,
 08/14  19:00:00,92.79087459,3.07809625,22.04879038,0,26.80416012,33.44938775,1.103274829,0,1.103274829,
 08/14  20:00:00,81.72858739,2.938208526,19.80688698,0,16.08249607,28.08855572,1.103342566,0,1.103342566,
 08/14  21:00:00,79.67074616,2.903101658,19.06854822,0,16.08249607,26.80416012,0.02,0,0.02,
 08/14  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.102939773,0,1.102939773,
 08/14  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/14  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/15  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102940957,0,1.102940957,
 08/15  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/15  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/15  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102936795,0,1.102936795,
 08/15  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/15  06:00:00,52.13443545,3.163375985,19.67139239,0.019733529,5.360832023,21.44332809,1.103038565,0,1.103038565,
 08/15  07:00:00,71.7393106,2.902461137,19.98649969,0.077623973,16.08249607,32.68178963,1.103405202,0,1.103405202,
 08/15  08:00:00,147.5314209,3.55697939,25.31520081,0,48.24748821,70.40331239,1.103952755,0,1.103952755,
 08/15  09:00:00,141.0028503,3.600863752,27.0913173,0,48.24748821,62.05474096,1.103997928,0,1.103997928,
 08/15  10:00:00,142.2406904,3.984592113,29.87202241,0,48.24748821,60.12814755,2.187991101,0,2.187991101,
 08/15  11:00:00,147.7527978,4.386791605,33.05533691,0,48.24748821,62.05474096,2.188523631,0,2.188523631,
 08/15  12:00:00,145.9885268,4.232372435,31.98983359,0,48.24748821,61.51039245,2.189047043,0,2.189047043,
 08/15  13:00:00,152.8483166,4.872841493,36.05931136,0,48.24748821,63.66023546,2.188878091,0,2.188878091,
 08/15  14:00:00,150.7790858,4.870731659,37.52427827,0,48.24748821,60.12814755,1.103793744,0,1.103793744,
 08/15  15:00:00,152.1103798,5.300473127,38.42583085,0,48.24748821,60.12814755,1.103831917,0,1.103831917,
 08/15  16:00:00,155.853298,5.822712567,38.75661942,0,48.24748821,63.01803766,2.18806216,0,2.18806216,
 08/15  17:00:00,140.2898883,5.360780854,34.60005513,0,37.52582416,62.79478806,1.103640501,0,1.103640501,
 08/15  18:00:00,90.47942063,3.481208886,24.16743258,0,26.80416012,36.01817895,1.103470135,0,1.103470135,
 08/15  19:00:00,91.3193821,3.144177336,20.51121681,0,26.80416012,33.44938775,1.103243861,0,1.103243861,
 08/15  20:00:00,80.77253785,2.955797293,18.83324867,0,16.08249607,28.08855572,0.02,0,0.02,
 08/15  21:00:00,79.77240352,2.907636944,19.16567029,0,16.08249607,26.80416012,1.103160417,0,1.103160417,
 08/15  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/15  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.10293914,0,1.10293914,
 08/15  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/16  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.10294095,0,1.10294095,
 08/16  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/16  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/16  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102935731,0,1.102935731,
 08/16  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/16  06:00:00,49.10965619,3.136278642,16.52155157,0.171892428,5.360832023,21.44332809,1.103002621,0,1.103002621,
 08/16  07:00:00,70.77713386,2.902461137,18.77040418,0.331542749,16.08249607,32.68178963,0.02,0,0.02,
 08/16  08:00:00,149.4580568,3.893828399,26.90498775,0,48.24748821,70.40331239,2.187563026,0,2.187563026,
 08/16  09:00:00,144.468316,4.045220008,30.11242674,0,48.24748821,62.05474096,1.104040086,0,1.104040086,
 08/16  10:00:00,144.4725024,4.159669917,31.92875658,0,48.24748821,60.12814755,2.188095337,0,2.188095337,
 08/16  11:00:00,147.8846663,4.451950337,33.12204665,0,48.24748821,62.05474096,1.104155995,0,1.104155995,
 08/16  12:00:00,145.5720188,4.248814259,31.55688374,0,48.24748821,61.51039245,2.1891166,0,2.1891166,
 08/16  13:00:00,149.287449,4.946070987,32.42521425,0,48.24748821,63.66023546,2.189184296,0,2.189184296,
 08/16  14:00:00,145.3576302,4.914766759,32.05878756,0,48.24748821,60.12814755,2.188010511,0,2.188010511,
 08/16  15:00:00,147.4124932,5.287016958,33.74140036,0,48.24748821,60.12814755,1.103852833,0,1.103852833,
 08/16  16:00:00,151.9728841,5.776501602,34.92241657,0,48.24748821,63.01803766,2.188330878,0,2.188330878,
 08/16  17:00:00,137.7381043,5.222305126,32.18674682,0,37.52582416,62.79478806,1.103633557,0,1.103633557,
 08/16  18:00:00,89.90879619,3.415606472,23.66241055,0,26.80416012,36.01817895,1.103448678,0,1.103448678,
 08/16  19:00:00,91.02575742,3.128837336,20.23293212,0,26.80416012,33.44938775,0.02,0,0.02,
 08/16  20:00:00,79.88703528,2.944317544,17.95922585,0,16.08249607,28.08855572,1.10330075,0,1.10330075,
 08/16  21:00:00,79.1207046,2.904256444,18.51735188,0,16.08249607,26.80416012,1.103030758,0,1.103030758,
 08/16  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/16  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.102937869,0,1.102937869,
 08/16  24:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/17  01:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/17  02:00:00,38.9361842,0,0,0,2.680416012,21.44332809,1.10294069,0,1.10294069,
 08/17  03:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/17  04:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
 08/17  05:00:00,41.61660021,0,0,0,5.360832023,21.44332809,1.102987008,0,1.102987008,
 08/17  06:00:00,54.96203114,3.144075858,19.99705444,0.073633967,5.360832023,21.44332809,0.02,0,0.02,
 08/17  07:00:00,73.60652024,2.902461137,21.81013479,0.12119851,16.08249607,32.68178963,1.103266044,0,1.103266044,
 08/17  08:00:00,149.1059183,3.750030718,26.69664687,0,48.24748821,70.40331239,2.187712854,0,2.187712854,
 08/17  09:00:00,140.7915782,3.892407531,26.58850142,0,48.24748821,62.05474096,1.103892257,0,1.103892257,
 08/17  10:00:00,141.321599,4.132069331,28.80545385,0,48.24748821,60.12814755,1.104102056,0,1.104102056,
 08/17  11:00:00,146.1588404,4.439058916,31.40911225,0,48.24748821,62.05474096,2.188484941,0,2.188484941,
 08/17  12:00:00,143.4663351,4.208665437,29.49134888,0,48.24748821,61.51039245,2.188804173,0,2.188804173,
 08/17  13:00:00,147.7970075,4.841444403,31.03939931,0,48.24748821,63.66023546,2.188871483,0,2.188871483,
 08/17  14:00:00,144.3196321,4.825118045,31.11043816,0,48.24748821,60.12814755,2.187831824,0,2.187831824,
 08/17  15:00:00,144.0901379,5.174021645,30.53204041,0,48.24748821,60.12814755,1.103878265,0,1.103878265,
 08/17  16:00:00,148.0208514,5.658138727,31.08874675,0,48.24748821,63.01803766,2.188282687,0,2.188282687,
 08/17  17:00:00,134.2692661,5.214572909,28.72564089,0,37.52582416,62.79478806,1.10363121,0,1.10363121,
 08/17  18:00:00,88.02837662,3.350168016,21.84742944,0,26.80416012,36.01817895,1.10343073,0,1.10343073,
 08/17  19:00:00,91.06043281,3.099114642,20.29733021,0,26.80416012,33.44938775,0.02,0,0.02,
 08/17  20:00:00,80.85932832,2.930780254,18.94505618,0,16.08249607,28.08855572,1.103299571,0,1.103299571,
 08/17  21:00:00,79.84241546,2.902461137,19.24085804,0,16.08249607,26.80416012,1.103036118,0,1.103036118,
 08/17  22:00:00,41.61660021,0,0,0,5.360832023,21.44332809,0.02,0,0.02,
 08/17  23:00:00,38.9361842,0,0,0,2.680416012,21.44332809,0.02,0,0.02,
