Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/05  13:00:00,50.8171673944,5.57523682409,3.47070698201,0.0,18.5889407304,23.1597249699,39.5998927559,4.09541222021,18.025,17.4794805357
 12/05  14:00:00,51.385029778,5.63570488463,3.73159746616,0.0,18.7433767983,23.2517909448,36.7829356098,1.27716236319,18.025,17.4807732466
 12/05  15:00:00,51.8948759949,5.70284707444,4.17430029783,0.0,18.7433767983,23.2517909448,36.4506780364,0.948771716692,18.025,17.4769063197
 12/05  16:00:00,51.4585761437,5.68587644895,4.0449212268,0.0,18.7433767983,22.9618409725,37.9384016487,2.43396009791,18.025,17.4794415508
 12/05  17:00:00,59.1411169644,5.61802255688,3.57601020677,0.0,18.7433767983,27.431320555,27.2490091063,3.46375965401,18.025,5.76024945229
 12/05  18:00:00,75.8891400497,5.73135397064,4.25450535729,0.0,17.6635504202,40.6971502883,12.1627552574,6.39369628936,0.0,5.76905896804
 12/05  19:00:00,83.0453808779,5.82113131695,4.81627410278,0.0,27.5259009287,37.3340067412,22.5397267755,10.9714355109,0.0,11.5682912646
 12/05  20:00:00,86.0477806105,5.90570238126,5.40872392281,0.0,33.8341110165,33.3544677425,17.9745884332,12.1944923609,0.0,5.7800960723
 12/05  21:00:00,95.6993094517,6.11160838869,6.70019001598,0.0,36.5179666069,38.8247702939,18.7323839086,12.9532236041,0.0,5.77916030444
 12/05  22:00:00,90.310412853,6.13852577098,6.79944602796,0.0,32.965339924,36.8579353714,26.1263865839,14.5466671052,0.0,11.5797194786
 12/05  23:00:00,63.6938715505,5.73473287402,4.13382228318,0.0,25.6355707503,20.6438685092,28.6244826806,17.074283441,0.0,11.5501992395
 12/05  24:00:00,42.2389400919,5.49420821149,2.47235316248,0.0,15.0252895274,11.7056064465,17.3113852327,17.2913852327,0.0,0.02
 12/06  01:00:00,36.5249064591,5.4219365063,1.85631924639,0.0,11.6412384099,10.0650221343,24.410940882,18.6504713885,0.0,5.76046949357
 12/06  02:00:00,34.5766539249,5.37616085322,1.51452014383,0.0,10.0992000411,10.047477231,25.6995011407,19.9439022,0.0,5.75559894068
 12/06  03:00:00,32.3499915137,5.32801481152,1.1955674102,0.0,8.25718729233,10.0299323277,22.2488754138,22.2288754138,0.0,0.02
 12/06  04:00:00,32.202587445,5.30764113022,1.06853075894,0.0,8.25718729233,10.0299323277,27.523415704,21.7682784469,0.0,5.75513725712
 12/06  05:00:00,33.7033253098,5.29282589769,0.977498525697,0.0,8.25718729233,11.6354268332,20.9199663583,20.8999663583,0.0,0.02
 12/06  06:00:00,41.3239703134,5.29697745911,1.01161450221,0.00275187055652,12.1011305571,15.3678112995,27.2512564158,21.4759776585,0.0,5.77527875732
 12/06  07:00:00,71.2589014717,5.59505809864,3.00701465003,0.0,19.7275818095,37.2640762949,30.3644530239,18.7844130092,0.0,11.5800400146
 12/06  08:00:00,86.5786767312,5.88482399227,5.08496093239,0.0,24.3117294858,51.2795993405,30.0374708123,12.6177883651,0.0,17.4196824472
 12/06  09:00:00,73.7909888492,5.64998226224,3.80709576936,0.0,23.6694662846,40.6342015617,29.49404659,6.04646196928,0.0,23.4475846207
 12/06  10:00:00,69.6604714115,5.73812316395,4.59571629414,0.0,23.6694662846,35.6302164847,44.4249102654,3.0192198925,18.025,23.3806903729
 12/06  11:00:00,51.7329325406,5.70118988764,4.30176640558,0.0,18.7433767983,22.9618409725,38.15220941,2.61281878921,18.025,17.5143906207
 12/06  12:00:00,52.6048960508,5.81976585409,5.05735097603,0.0,18.7433767983,22.9618409725,42.7841932585,1.45543397883,18.025,23.3037592797
 12/06  13:00:00,53.4999821976,5.90615088068,5.82260587593,0.0,18.5889407304,23.1597249699,36.8841671598,1.379294852,18.025,17.4798723078
 12/06  14:00:00,54.1308669996,5.96115073522,6.15198685638,0.0,18.7433767983,23.2517909448,35.5136355685,0.00691789314258,18.025,17.4817176753
 12/06  15:00:00,54.3190663677,5.98012435958,6.32121152517,0.0,18.7433767983,23.2517909448,35.5023602425,0.0,18.025,17.4773602425
 12/06  16:00:00,53.6878648423,5.93563815947,6.02444589397,0.0,18.7433767983,22.9618409725,35.7777400728,0.275546853674,18.025,17.4771932191
 12/06  17:00:00,61.2574856003,5.85498670895,5.45541389693,0.0,18.7433767983,27.431320555,24.9088012605,1.12364343523,18.025,5.76015782529
 12/06  18:00:00,77.8178904613,5.96349850796,5.95110901799,0.0,17.6635504202,40.6971502883,8.70894688944,2.93875077141,0.0,5.77019611803
 12/06  19:00:00,84.5562629835,6.01746364517,6.13081835632,0.0,27.5259009287,37.3340067412,19.5768637155,8.00745611847,0.0,11.569407597
 12/06  20:00:00,87.435562216,6.08610948853,6.61609475467,0.0,33.8341110165,33.3544677425,15.7177975923,9.93912526849,0.0,5.77867232382
 12/06  21:00:00,97.0858732874,6.29063359528,7.9077248448,0.0,36.5179666069,38.8247702939,16.2390461336,10.4597273556,0.0,5.77931877802
 12/06  22:00:00,91.8751358158,6.33500835985,8.16768059435,0.0,32.965339924,36.8579353714,21.9817467821,10.4016473017,0.0,11.5800994804
 12/06  23:00:00,65.2754388317,5.92524495497,5.52487273998,0.0,25.6355707503,20.6438685092,22.9056771333,11.3568317559,0.0,11.5488453774
 12/06  24:00:00,43.1354094362,5.60008324306,3.26294476583,0.0,15.0252895274,11.7056064465,14.0612606052,14.0412606052,0.0,0.02
 12/07  01:00:00,37.1416259,5.49552859661,2.39944536605,0.0,11.6412384099,10.0650221343,22.3624273216,16.6019051306,0.0,5.76052219104
 12/07  02:00:00,35.152015626,5.44691443425,2.01912645943,0.0,10.0992000411,10.047477231,22.1821150841,16.4266503678,0.0,5.7554647163
