"PVWatts: Hourly PV Performance Data"
"Requested Location:","28155 christopher lane"
"Location:","SPOKANE, WA"
"Lat (deg N):","47.63"
"Long (deg W):","117.53"
"Elev (m):","721"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","47.5"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","14.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"6","14","16","402","166","18.3","5.3","278.591","22.779","896.554","854.742"
"6","14","17","144","127","17.8","4.5","110.326","19.225","363.872","334.501"
"6","14","18","107","69","17.2","3.6","52.064","17.084","185.763","160.012"
"6","14","19","41","17","15.5","3.6","13.423","14.323","48.491","25.346"
"6","14","20","0","0","13.9","3.6","0","13.9","0","0"
"6","14","21","0","0","12.2","3.6","0","12.2","0","0"
"6","14","22","0","0","11.3","3.6","0","11.3","0","0"
"6","14","23","0","0","10.3","3.6","0","10.3","0","0"
"6","15","0","0","0","9.4","3.6","0","9.4","0","0"
"6","15","1","0","0","8.9","3.3","0","8.9","0","0"
"6","15","2","0","0","8.3","2.9","0","8.3","0","0"
"6","15","3","0","0","7.8","2.6","0","7.8","0","0"
"6","15","4","24","22","9.1","3.1","17.728","7.71","65.94","42.473"
"6","15","5","157","91","10.4","3.6","66.348","10.287","244.019","217.114"
"6","15","6","221","140","11.7","4.1","148.447","13.53","487.554","455.51"
"6","15","7","459","206","14.1","4.3","368.961","20.776","1227.28","1176.527"
"6","15","8","514","219","16.5","4.4","526.22","26.817","1764.027","1696.781"
"6","15","9","744","194","18.9","4.6","785.834","34.503","2567.765","2471.231"
"6","15","10","781","207","20","4.8","924.692","38.395","2975.879","2862.366"
"6","15","11","744","208","21.1","5","936.978","39.528","3001.183","2886.571"
"6","15","12","685","221","22.2","5.2","886.201","39.281","2841.748","2733.972"
"6","15","13","537","313","22.2","5.4","783.551","36.938","2539.419","2444.012"
"6","15","14","649","224","22.2","5.5","704.848","35.189","2290.339","2204.537"
"6","15","15","642","199","22.2","5.7","546.922","31.959","1769.463","1702.037"
"6","15","16","526","146","21.5","5","303.996","27.101","943.523","900.498"
"6","15","17","354","111","20.7","4.3","117.448","22.425","345.728","316.738"
"6","15","18","215","61","20","3.6","46.438","19.827","163.632","138.313"
"6","15","19","11","17","18","3.6","13.862","16.871","49.507","26.344"
"6","15","20","0","0","15.9","3.6","0","15.9","0","0"
"6","15","21","0","0","13.9","3.6","0","13.9","0","0"
"6","15","22","0","0","13","4.1","0","13","0","0"
"6","15","23","0","0","12","4.7","0","12","0","0"
"6","16","0","0","0","11.1","5.2","0","11.1","0","0"
"6","16","1","0","0","10.9","5","0","10.9","0","0"
"6","16","2","0","0","10.8","4.8","0","10.8","0","0"
"6","16","3","7","1","10.6","4.6","0.838","9.153","3.097","0"
"6","16","4","319","19","12.4","4.8","16.901","11.314","61.88","38.488"
"6","16","5","626","35","14.3","5","31.41","13.58","113.852","89.486"
"6","16","6","779","49","16.1","5.2","179.555","18.296","462.553","431.06"
"6","16","7","840","70","18.9","5.2","410.824","25.792","1287.583","1235.101"
"6","16","8","821","81","21.6","5.2","587.161","32.235","1903.157","1831.235"
"6","16","9","830","90","24.4","5.2","741.317","38.244","2375.125","2286.112"
"6","16","10","792","157","25.3","5.2","878.866","41.967","2777.385","2672.308"
"6","16","11","787","150","26.3","5.2","912.286","43.805","2858.866","2750.367"
"6","16","12","779","150","27.2","5.2","896.666","44.47","2799.877","2693.86"
"6","16","13","671","188","27","5.4","786.161","41.843","2484.51","2391.266"
"6","16","14","571","163","26.9","5.5","591.963","37.881","1897.29","1825.569"
"6","16","15","261","266","26.7","5.7","383.328","33.421","1246.165","1194.874"
"6","16","16","403","156","25.2","5","271.442","29.962","842.665","802.222"
"6","16","17","87","136","23.7","4.3","111.944","25.303","369.14","339.658"
"6","16","18","29","72","22.2","3.6","54.283","22.242","189.154","163.337"
"6","16","19","11","13","21.7","3.4","10.819","20.586","37.989","15.037"
"6","16","20","0","0","21.1","3.3","0","21.1","0","0"
"6","16","21","0","0","20.6","3.1","0","20.6","0","0"
"6","16","22","0","0","19.8","3.6","0","19.8","0","0"
"6","16","23","0","0","19.1","4.1","0","19.1","0","0"
"6","17","0","0","0","18.3","4.6","0","18.3","0","0"
"6","17","1","0","0","17","4.3","0","17","0","0"
"6","17","2","0","0","15.7","3.9","0","15.7","0","0"
"6","17","3","0","1","14.4","3.6","0.838","12.811","3.047","0"
"6","17","4","39","30","15.3","3.6","23.324","14.227","84.296","60.487"
"6","17","5","220","73","16.3","3.6","55.016","16.031","197.231","171.256"
"6","17","6","335","141","17.2","3.6","167.994","19.615","517.945","485.225"
"6","17","7","521","171","18.5","3.8","364.134","25.495","1174.713","1125.444"
"6","17","8","478","244","19.8","3.9","525.106","30.638","1730.214","1664.08"
"6","17","9","237","298","21.1","4.1","469.167","30.883","1564.47","1503.643"
"6","17","10","436","318","21.7","5","716.747","35.177","2344.912","2257.05"
"6","17","11","151","381","22.2","5.8","505.648","31.132","1688.88","1624.091"
"6","17","12","272","332","22.8","6.7","584.943","32.015","1944.972","1871.612"
"6","17","13","433","269","23.5","6","652.936","34.666","2140.189","2059.921"
"6","17","14","374","273","24.3","5.3","544.182","34.407","1778.741","1711.008"
"6","17","15","602","174","25","4.6","504.198","35.01","1606.53","1544.379"
"6","17","16","539","143","24.3","4.1","306.742","30.599","935.182","892.374"
"6","17","17","606","83","23.5","3.6","123.445","25.574","315.842","287.474"
"6","17","18","338","47","22.8","3.1","36.949","22.482","128.609","103.963"
"6","17","19","64","15","20","2.9","11.988","18.764","42.447","19.413"
"6","17","20","0","0","17.2","2.8","0","17.2","0","0"
"6","17","21","0","0","14.4","2.6","0","14.4","0","0"
"6","17","22","0","0","13.7","2.4","0","13.7","0","0"
"6","17","23","0","0","12.9","2.3","0","12.9","0","0"
"6","18","0","0","0","12.2","2.1","0","12.2","0","0"
"6","18","1","0","0","11.3","2.3","0","11.3","0","0"
"6","18","2","0","0","10.3","2.4","0","10.3","0","0"
"6","18","3","3","1","9.4","2.6","0.838","7.517","3.119","0"
"6","18","4","261","21","11.8","3.1","17.074","10.442","62.754","39.346"
"6","18","5","606","37","14.3","3.6","32.89","13.468","119.275","94.807"
"6","18","6","770","50","16.7","4.1","177.451","19.163","455.511","424.172"
"6","18","7","834","67","19.5","4.5","404.092","26.847","1258.391","1206.75"
"6","18","8","882","78","22.2","4.8","620.086","33.983","1991.482","1916.506"
"6","18","9","901","94","25","5.2","799.192","39.988","2537.873","2442.526"
"6","18","10","926","100","26.5","4.8","931.134","45.059","2895.508","2785.451"
"6","18","11","930","103","27.9","4.5","988.307","48.443","3022.827","2907.27"
"6","18","12","931","103","29.4","4.1","980.526","50.498","2966.012","2852.927"
"6","18","13","929","91","30","3.9","899.274","49.761","2725.837","2622.895"
"6","18","14","909","85","30.5","3.8","756.461","47.315","2305.515","2219.143"
"6","18","15","886","72","31.1","3.6","565.527","43.881","1707.791","1642.388"
"6","18","16","830","60","30.2","3.4","339.704","37.874","961.091","917.608"
"6","18","17","733","46","29.2","3.3","113.676","31.325","252.091","225.024"
"6","18","18","549","32","28.3","3.1","28.534","27.914","96.813","72.769"
"6","18","19","171","14","25.2","3.3","11.237","24.121","38.815","15.848"
"6","18","20","0","0","22","3.4","0","22","0","0"
"6","18","21","0","0","18.9","3.6","0","18.9","0","0"
"6","18","22","0","0","18.2","3.4","0","18.2","0","0"
"6","18","23","0","0","17.4","3.3","0","17.4","0","0"
"6","19","0","0","0","16.7","3.1","0","16.7","0","0"
"6","19","1","0","0","16.3","3.8","0","16.3","0","0"
"6","19","2","0","0","16","4.5","0","16","0","0"
"6","19","3","2","1","15.6","5.2","0.838","14.319","3.027","0"
"6","19","4","149","23","16","5.5","17.768","15.068","63.975","40.544"
"6","19","5","425","60","16.3","5.9","46.817","15.956","167.897","142.495"
"6","19","6","553","88","16.7","6.2","165.831","18.475","464.359","432.826"
"6","19","7","455","142","19.3","5.5","312.033","24.127","1011.518","966.704"
"6","19","8","816","112","21.8","4.8","614.651","33.317","1983.713","1909.009"
"6","19","9","896","117","24.4","4.1","816.716","41.585","2572.973","2476.231"
"6","19","10","633","240","25.2","6.2","822.498","39.355","2634.521","2535.307"
"6","19","11","429","288","25.9","8.2","711.088","36.164","2316.631","2229.84"
"6","19","12","211","358","26.7","10.3","553.184","33.459","1826.614","1757.285"
"6","19","13","193","316","24.5","10.3","475.468","30.137","1594.369","1532.602"
"6","19","14","214","366","22.2","10.3","489.631","27.932","1654.97","1591.274"
"6","19","15","12","226","20","10.3","192.842","21.958","671.884","635.614"
"6","19","16","418","180","19.1","7.9","297","22.758","958.502","915.086"
"6","19","17","80","128","18.1","5.5","106.298","19.283","360.709","331.405"
"6","19","18","91","65","17.2","3.1","49.561","17.015","176.888","151.31"
"6","19","19","14","16","15.7","2.1","13.165","14.286","47.567","24.439"
"6","19","20","0","0","14.3","1","0","14.3","0","0"
"6","19","21","0","0","12.8","0","0","12.8","0","0"
"6","19","22","0","0","12.6","0.7","0","12.6","0","0"
"6","19","23","0","0","12.4","1.4","0","12.4","0","0"
"6","20","0","0","0","12.2","2.1","0","12.2","0","0"
"6","20","1","0","0","11.5","2.1","0","11.5","0","0"
"6","20","2","0","0","10.7","2.1","0","10.7","0","0"
"6","20","3","3","1","10","2.1","0.838","7.989","3.112","0"
"6","20","4","199","22","10.9","2.9","17.777","9.509","65.607","42.146"
"6","20","5","525","42","11.9","3.8","36.413","11.127","133.427","108.688"
"6","20","6","762","52","12.8","4.6","176.421","15.051","462.421","430.931"
"6","20","7","842","66","15","5","404.919","21.885","1289.034","1236.51"
"6","20","8","827","79","17.2","5.3","586.289","27.646","1941.529","1868.289"
"6","20","9","882","78","19.4","5.7","767.543","32.94","2523.726","2428.94"
"6","20","10","884","76","20.5","5.5","868.976","36.455","2822.682","2715.709"
"6","20","11","955","94","21.7","5.4","1002.676","40.444","3196.301","3073.028"
"6","20","12","941","94","22.8","5.2","981.097","41.761","3106.182","2986.949"
"6","20","13","864","101","23.3","4.7","853.608","40.848","2710.276","2607.974"
"6","20","14","851","82","23.9","4.1","711.911","39.381","2260.413","2175.729"
"6","20","15","714","140","24.4","3.6","537.079","36.511","1693.574","1628.633"
"6","20","16","660","109","23.3","3.6","323.808","30.357","973.467","929.66"
"6","20","17","495","97","22.2","3.6","123.071","24.281","334.999","306.234"
"6","20","18","272","62","21.1","3.6","46.387","20.963","162.598","137.298"
"6","20","19","72","20","19.1","3.4","15.691","18.017","55.749","32.47"
"6","20","20","0","0","17","3.3","0","17","0","0"
"6","20","21","0","0","15","3.1","0","15","0","0"
"6","20","22","0","0","13.9","3.4","0","13.9","0","0"
"6","20","23","0","0","12.8","3.8","0","12.8","0","0"
"6","21","0","0","0","11.7","4.1","0","11.7","0","0"
"6","21","1","0","0","11.7","4.5","0","11.7","0","0"
"6","21","2","0","0","11.7","4.8","0","11.7","0","0"
"6","21","3","0","2","11.7","5.2","1.676","10.391","6.16","0"
"6","21","4","75","30","13.2","6","23.077","12.381","84.093","60.288"
"6","21","5","419","55","14.6","6.9","42.81","14.214","154.73","129.583"
"6","21","6","770","45","16.1","7.7","170.955","17.724","435.753","404.845"
"6","21","7","713","95","18.1","8.1","378.617","22.869","1210.456","1160.181"
"6","21","8","688","141","20.2","8.4","563.497","27.722","1871.72","1800.87"
"6","21","9","588","204","22.2","8.8","671.228","31.178","2229.758","2146.212"
"6","21","10","610","219","21.7","8.4","781.895","32.63","2589.274","2491.88"
"6","21","11","175","362","21.1","8.1","509.805","28.381","1725.362","1659.386"
"6","21","12","5","334","20.6","7.7","289.805","24.531","999.109","954.625"
"6","21","13","4","315","21.3","7.9","270.498","24.681","931.87","889.148"
"6","21","14","38","277","22.1","8","269.148","25.427","922.913","880.423"
"6","21","15","158","208","22.8","8.2","270.367","26.1","912.723","870.496"
"6","21","16","70","193","21.3","7.9","180.879","23.323","614.83","579.9"
"6","21","17","10","154","19.8","7.5","118.585","20.825","414.084","383.644"
"6","21","18","3","53","18.3","7.2","42.235","18.06","150.029","124.972"
"6","21","19","0","12","16.6","5.8","9.699","15.62","34.836","11.941"
"6","21","20","0","0","15","4.5","0","15","0","0"
"6","21","21","0","0","13.3","3.1","0","13.3","0","0"
"6","21","22","0","0","12.8","3.8","0","12.8","0","0"
"6","21","23","0","0","12.2","4.5","0","12.2","0","0"
"6","22","0","0","0","11.7","5.2","0","11.7","0","0"
"6","22","1","0","0","11.7","5","0","11.7","0","0"
"6","22","2","0","0","11.7","4.8","0","11.7","0","0"
"6","22","3","0","0","11.7","4.6","0","11.7","0","0"
"6","22","4","0","19","12.2","4.4","15.395","11.016","56.439","33.148"
"6","22","5","2","58","12.8","4.3","46.6","12.308","169.866","144.426"
"6","22","6","1","151","13.3","4.1","118.678","14.453","428.265","397.518"
"6","22","7","2","249","14.4","4.6","202.434","17.357","721.086","683.639"
"6","22","8","177","278","15.6","5.2","353.479","21.393","1225.439","1174.739"
"6","22","9","105","282","16.7","5.7","340.013","22.161","1182.965","1133.465"
"6","22","10","299","399","18.4","5.9","656.143","29.357","2208.919","2126.142"
"6","22","11","136","370","20","6","480.703","28.197","1628.383","1565.537"
"6","22","12","301","353","21.7","6.2","632.632","32.144","2102.208","2023.31"
"6","22","13","406","326","21.3","4.8","683.457","34.709","2240.25","2156.316"
"6","22","14","137","310","21","3.5","382.758","29.771","1283.307","1230.948"
"6","22","15","125","224","20.6","2.1","266.017","27.153","896.008","854.211"
"6","22","16","121","188","20.2","2.8","197.325","24.148","660.389","624.391"
"6","22","17","185","98","19.8","3.4","94.258","20.927","296.042","268.082"
"6","22","18","114","52","19.4","4.1","39.662","19.019","140.274","115.404"
"6","22","19","3","17","18.9","3.9","13.792","17.805","49.049","25.894"
"6","22","20","0","0","18.3","3.8","0","18.3","0","0"
"6","22","21","0","0","17.8","3.6","0","17.8","0","0"
"6","22","22","0","0","16.5","3.8","0","16.5","0","0"
"6","22","23","0","0","15.2","3.9","0","15.2","0","0"
"6","23","0","0","0","13.9","4.1","0","13.9","0","0"
"6","23","1","0","0","13.3","3.6","0","13.3","0","0"
"6","23","2","0","0","12.8","3.1","0","12.8","0","0"
"6","23","3","0","1","12.2","2.6","0.838","10.377","3.08","0"
"6","23","4","36","31","12.9","2.8","23.892","11.683","87.334","63.468"
"6","23","5","279","67","13.7","2.9","49.556","13.219","179.911","154.274"
"6","23","6","589","95","14.4","3.1","175.349","17.061","493.599","461.421"
"6","23","7","631","143","15.9","3.1","385.366","23.896","1239.566","1188.464"
"6","23","8","660","190","17.4","3.1","590.017","30.671","1935.653","1862.615"
"6","23","9","258","272","18.9","3.1","460.104","29.649","1542.733","1482.584"
"6","23","10","346","286","20.2","3.4","605.672","33.562","1997.401","1922.218"
"6","23","11","615","269","21.5","3.8","871.952","40.328","2781.781","2676.521"
"6","23","12","449","355","22.8","4.1","788.512","39.919","2520.888","2426.214"
"6","23","13","675","285","23","4.5","880.2","41.184","2791.876","2686.194"
"6","23","14","347","288","23.1","4.8","527.791","33.872","1730.368","1664.228"
"6","23","15","384","187","23.3","5.2","392.576","30.444","1286.293","1233.847"
"6","23","16","212","221","22.8","4.8","254.381","27.318","829.149","789.045"
"6","23","17","413","107","22.2","4.5","123.549","23.931","351.041","321.94"
"6","23","18","283","54","21.7","4.1","40.699","21.451","142.34","117.431"
"6","23","19","58","14","19.8","2.7","11.232","18.521","39.816","16.83"
"6","23","20","0","0","18","1.4","0","18","0","0"
"6","23","21","0","0","16.1","0","0","16.1","0","0"
"6","23","22","0","0","15.7","0.9","0","15.7","0","0"
"6","23","23","0","0","15.4","1.7","0","15.4","0","0"
"6","24","0","0","0","15","2.6","0","15","0","0"
"6","24","1","0","0","14.1","2.9","0","14.1","0","0"
"6","24","2","0","0","13.1","3.3","0","13.1","0","0"
"6","24","3","1","1","12.2","3.6","0.838","10.571","3.077","0"
"6","24","4","240","21","13.3","4.1","17.07","12.117","62.275","38.876"
"6","24","5","565","41","14.5","4.7","35.91","13.846","130.008","105.335"
"6","24","6","736","58","15.6","5.2","171.163","17.635","444.662","413.56"
"6","24","7","819","74","17.4","4.8","400.498","24.378","1261.06","1209.342"
"6","24","8","870","87","19.3","4.5","617.872","31.444","2008.543","1932.97"
"6","24","9","910","96","21.1","4.1","805.374","38.117","2581.229","2484.158"
"6","24","10","918","107","22.2","4.5","929.255","41.401","2944.42","2832.266"
"6","24","11","921","118","23.3","4.8","994.039","43.287","3123.178","3003.189"
"6","24","12","910","126","24.4","5.2","983.993","43.407","3089.326","2970.842"
"6","24","13","893","130","24.6","4.5","907.828","43.686","2841.259","2733.503"
"6","24","14","715","170","24.8","3.8","707.372","40.691","2235.013","2151.272"
"6","24","15","771","101","25","3.1","534.962","37.687","1673.354","1609.067"
"6","24","16","558","120","24.4","3.1","300.985","31.327","910.867","868.688"
"6","24","17","457","94","23.9","3.1","118.935","25.997","323.447","294.921"
"6","24","18","42","80","23.3","3.1","59.373","23.518","205.667","179.526"
"6","24","19","33","16","21.8","2.9","13.055","20.699","45.816","22.721"
"6","24","20","0","0","20.4","2.8","0","20.4","0","0"
"6","24","21","0","0","18.9","2.6","0","18.9","0","0"
"6","24","22","0","0","18.2","2.8","0","18.2","0","0"
"6","24","23","0","0","17.4","2.9","0","17.4","0","0"
"6","25","0","0","0","16.7","3.1","0","16.7","0","0"
"6","25","1","0","0","15","2.8","0","15","0","0"
"6","25","2","0","0","13.4","2.4","0","13.4","0","0"
"6","25","3","1","0","11.7","2.1","0","11.7","0","0"
"6","25","4","146","23","13.9","2.9","17.767","12.564","64.69","41.246"
"6","25","5","344","75","16.1","3.8","55.711","15.838","199.898","173.87"
"6","25","6","516","107","18.3","4.6","172.197","20.575","490.963","458.844"
"6","25","7","594","133","20.3","3.9","361.082","27.184","1142.795","1094.416"
"6","25","8","732","142","22.4","3.3","589.29","35.279","1885.69","1814.365"
"6","25","9","828","125","24.4","2.6","776.632","43.239","2426.175","2335.2"
"6","25","10","748","169","25.9","3.5","848.87","44.988","2641.143","2541.66"
"6","25","11","626","226","27.4","4.3","842.25","45.202","2620.619","2521.966"
"6","25","12","521","292","28.9","5.2","796.947","44.217","2492.323","2398.773"
"6","25","13","655","224","29.5","4.3","809.279","46.515","2497.093","2403.355"
"6","25","14","376","266","30","3.5","541.619","42.502","1700.114","1634.961"
"6","25","15","459","204","30.6","2.6","450.201","41.592","1394.675","1339.042"
"6","25","16","476","137","29.7","2.8","284.275","36.325","848.012","807.434"
"6","25","17","296","127","28.7","2.9","127.184","31.115","371.759","342.221"
"6","25","18","95","67","27.8","3.1","50.939","27.96","172.792","147.294"
"6","25","19","28","19","26.1","3.3","15.219","25.194","52.305","29.09"
"6","25","20","0","0","24.5","3.4","0","24.5","0","0"
"6","25","21","0","0","22.8","3.6","0","22.8","0","0"
"6","25","22","0","0","21.9","3.6","0","21.9","0","0"
"6","25","23","0","0","20.9","3.6","0","20.9","0","0"
"6","26","0","0","0","20","3.6","0","20","0","0"
"6","26","1","0","0","19.6","3.9","0","19.6","0","0"
"6","26","2","0","0","19.3","4.3","0","19.3","0","0"
"6","26","3","0","0","18.9","4.6","0","18.9","0","0"
"6","26","4","12","28","19.6","5","21.948","18.775","77.711","54.025"
"6","26","5","53","80","20.4","5.3","61.113","20.374","214.8","188.477"
"6","26","6","144","146","21.1","5.7","137.627","22.537","447.496","416.332"
"6","26","7","89","162","23.5","6","173.02","25.66","580.249","546.116"
"6","26","8","261","297","25.9","6.4","428.438","32.387","1406.873","1350.875"
"6","26","9","463","311","28.3","6.7","666.17","38.845","2133.1","2053.089"
"6","26","10","299","289","30","7.9","550.621","38.052","1776.015","1708.373"
"6","26","11","199","320","31.6","9.1","507.754","38.294","1637.007","1573.886"
"6","26","12","130","394","33.3","10.3","496.756","39.332","1593.336","1531.602"
"6","26","13","205","400","32.8","10.3","552.418","39.52","1768.918","1701.51"
"6","26","14","268","310","32.2","10.3","490.794","38.163","1576.78","1515.567"
"6","26","15","172","291","31.7","10.3","350.564","35.836","1131.748","1083.674"
"6","26","16","608","151","30.2","10.8","345.478","34.029","1037.684","992.171"
"6","26","17","374","103","28.7","11.3","117.823","29.667","328.463","299.833"
"6","26","18","273","60","27.2","11.8","44.939","27.145","153.032","127.917"
"6","26","19","77","18","24.6","10.4","14.251","24.075","49.237","26.079"
"6","26","20","0","0","22","9.1","0","22","0","0"
"6","26","21","0","0","19.4","7.7","0","19.4","0","0"
"6","26","22","0","0","17.6","6.5","0","17.6","0","0"
"6","26","23","0","0","15.7","5.3","0","15.7","0","0"
"6","27","0","0","0","13.9","4.1","0","13.9","0","0"
"6","27","1","0","0","13.3","5","0","13.3","0","0"
"6","27","2","0","0","12.8","5.8","0","12.8","0","0"
"6","27","3","0","0","12.2","6.7","0","12.2","0","0"
"6","27","4","89","19","13.1","7.2","14.608","12.254","53.261","30.029"
"6","27","5","228","86","14.1","7.7","63.585","14.045","229.995","203.37"
"6","27","6","296","144","15","8.2","160.461","16.416","507.881","475.386"
"6","27","7","387","164","16.7","8.6","300.732","20.159","999.518","955.023"
"6","27","8","242","299","18.3","8.9","418.606","23.447","1435.204","1378.354"
"6","27","9","216","280","20","9.3","434.878","25.328","1488.973","1430.486"
"6","27","10","765","204","20.7","10","904.645","31.851","3006.692","2891.84"
"6","27","11","337","331","21.5","10.6","648.911","29.357","2185.604","2103.682"
"6","27","12","623","220","22.2","11.3","828.784","31.724","2758.944","2654.633"
"6","27","13","688","188","21.7","10.6","804.348","31.444","2677.206","2576.258"
"6","27","14","885","87","21.1","10","746.032","30.46","2476.287","2383.364"
"6","27","15","713","136","20.6","9.3","537.271","27.561","1771.057","1703.579"
"6","27","16","718","99","19.3","9.5","339.455","23.358","1052.351","1006.444"
"6","27","17","666","62","18","9.6","122.198","19","304.467","276.333"
"6","27","18","303","64","16.7","9.8","47.998","16.554","171.668","146.192"
"6","27","19","92","16","14.8","8.9","12.375","14.077","44.756","21.679"
"6","27","20","0","0","13","8.1","0","13","0","0"
"6","27","21","0","0","11.1","7.2","0","11.1","0","0"
"6","27","22","0","0","10.2","6.7","0","10.2","0","0"
"6","27","23","0","0","9.2","6.2","0","9.2","0","0"
"6","28","0","0","0","8.3","5.7","0","8.3","0","0"
"6","28","1","0","0","7.9","6.7","0","7.9","0","0"
"6","28","2","0","0","7.6","7.8","0","7.6","0","0"
"6","28","3","0","0","7.2","8.8","0","7.2","0","0"
"6","28","4","16","23","7.4","9","18.525","6.686","69.21","45.682"
"6","28","5","2","76","7.6","9.1","59.06","7.449","219.924","193.5"
"6","28","6","11","122","7.8","9.3","98.785","8.216","364.07","334.695"
"6","28","7","6","193","10.2","8.8","159.073","11.519","580.935","546.786"
"6","28","8","38","214","12.6","8.2","205.283","14.73","737.754","699.904"
"6","28","9","244","351","15","7.7","522.358","22.102","1815.991","1747.018"
"6","28","10","210","446","15","7.5","607.073","23.839","2098.278","2019.521"
"6","28","11","234","314","15","7.4","535.173","22.884","1858.639","1788.231"
"6","28","12","89","339","15","7.2","405.745","20.907","1422.317","1365.856"
"6","28","13","288","333","14.8","6.2","575.576","24.091","1985.88","1911.1"
"6","28","14","168","311","14.6","5.1","407.625","22.094","1416.625","1360.334"
"6","28","15","153","286","14.4","4.1","336.137","21.082","1165.507","1116.495"
"6","28","16","435","204","12.9","4.1","326.021","19.2","1075.447","1028.915"
"6","28","17","154","146","11.5","4.1","126.709","13.401","429.224","398.457"
"6","28","18","134","65","10","4.1","48.695","9.739","179.526","153.897"
"6","28","19","37","17","8.7","3.6","13.796","7.409","51.381","28.183"
"6","28","20","0","0","7.4","3.1","0","7.4","0","0"
"6","28","21","0","0","6.1","2.6","0","6.1","0","0"
"6","28","22","0","0","5.4","2.8","0","5.4","0","0"
"6","28","23","0","0","4.6","2.9","0","4.6","0","0"
"6","29","0","0","0","3.9","3.1","0","3.9","0","0"
"6","29","1","0","0","3.7","3.1","0","3.7","0","0"
"6","29","2","0","0","3.5","3.1","0","3.5","0","0"
"6","29","3","0","0","3.3","3.1","0","3.3","0","0"
"6","29","4","14","22","4.4","4.1","17.802","3.157","67.526","44.029"
"6","29","5","91","72","5.6","5.2","55.001","5.266","206.752","180.589"
"6","29","6","93","144","6.7","6.2","127.599","7.722","452.947","421.664"
"6","29","7","24","201","9.3","6.7","172.591","11.123","628.641","593.388"
"6","29","8","8","232","11.8","7.2","196.776","13.991","711.404","674.191"
"6","29","9","4","256","14.4","7.7","217.454","16.859","776.573","737.775"
"6","29","10","2","343","14.2","7.7","294.235","17.842","1046.206","1000.465"
"6","29","11","3","371","14.1","7.7","321.573","18.229","1141.404","1093.063"
"6","29","12","4","351","13.9","7.7","304.307","17.791","1082.27","1035.552"
"6","29","13","3","336","14.5","7.9","288.475","18.079","1024.608","979.445"
"6","29","14","2","314","15","8","265.788","18.203","943.46","900.437"
"6","29","15","0","285","15.6","8.2","235.899","18.301","837.044","796.742"
"6","29","16","37","174","15.6","7.2","155.213","17.238","546.848","513.477"
"6","29","17","71","130","15.6","6.2","107.81","16.492","371.812","342.273"
"6","29","18","65","75","15.6","5.2","55.753","15.529","200.33","174.293"
"6","29","19","2","5","14.5","4.8","4.137","13.282","15.014","0"
"6","29","20","0","0","13.3","4.5","0","13.3","0","0"
"6","29","21","0","0","12.2","4.1","0","12.2","0","0"
"6","29","22","0","0","12","4.1","0","12","0","0"
"6","29","23","0","0","11.9","4.1","0","11.9","0","0"
"6","30","0","0","0","11.7","4.1","0","11.7","0","0"
"6","30","1","0","0","11.3","4.3","0","11.3","0","0"
"6","30","2","0","0","11","4.4","0","11","0","0"
"6","30","3","0","0","10.6","4.6","0","10.6","0","0"
"6","30","4","29","31","10.8","4.6","23.845","9.814","87.883","64.006"
"6","30","5","275","69","10.9","4.6","51.022","10.514","187.465","161.681"
"6","30","6","344","99","11.1","4.6","133.915","12.481","409.458","379.117"
"6","30","7","709","99","13.3","4.6","376.136","19.84","1217.271","1166.803"
"6","30","8","628","178","15.6","4.6","557.951","26.309","1868.102","1797.374"
"6","30","9","755","156","17.8","4.6","749.169","32.716","2467.76","2375.17"
"6","30","10","574","240","18.3","4.1","769.478","34.878","2520.361","2425.707"
"6","30","11","328","332","18.9","3.6","641.988","33.487","2119.468","2039.949"
"6","30","12","95","301","19.4","3.1","375.19","28.303","1270.323","1218.339"
"6","30","13","75","319","19.6","2.9","349.553","27.429","1188.089","1138.445"
"6","30","14","41","310","19.8","2.8","301.901","26.507","1030.062","984.753"
"6","30","15","63","177","20","2.6","185.189","23.85","635.618","600.202"
"6","30","16","207","208","20","2.8","244.375","24.876","805.791","766.27"
"6","30","17","262","124","20","2.9","123.022","22.037","378.941","349.251"
"6","30","18","46","72","18.9","3.4","54.584","18.908","193.147","167.252"
"6","30","19","70","20","16.4","3.6","15.691","15.299","56.439","33.148"
"6","30","20","0","0","14.4","3.7","0","14.4","0","0"
"6","30","21","0","0","13","4","0","13","0","0"
"6","30","22","0","0","12.6","4.9","0","12.6","0","0"
"6","30","23","0","0","12.3","5.4","0","12.3","0","0"
"7","1","0","0","0","12.3","5.6","0","12.3","0","0"
"7","1","1","0","0","12.1","5.6","0","12.1","0","0"
"7","1","2","0","0","11.6","5.3","0","11.6","0","0"
"7","1","3","0","0","11","5","0","11","0","0"
"7","1","4","1","19","10.2","4.9","15.405","9.098","56.953","33.652"
"7","1","5","1","88","9","4.7","66.802","8.907","247.18","220.211"
