"PVWatts: Hourly PV Performance Data"
"Requested Location:","28155 christopher lane"
"Location:","SPOKANE, WA"
"Lat (deg N):","47.63"
"Long (deg W):","117.53"
"Elev (m):","721"
"DC System Size (kW):","4"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","47.5"
"Array Azimuth (deg):","180"
"System Losses:","14"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.1"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.09"
"Capacity Factor (%)","14.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","12","13","450","164","8.3","5.2","637.456","20.553","2237.572","2153.737"
"3","12","14","710","102","8.3","4.1","719.428","23.743","2479.052","2386.021"
"3","12","15","382","95","8.3","5.2","357.761","14.925","1267.155","1215.262"
"3","12","16","186","45","7.2","5.2","130.51","8.876","453.832","422.53"
"3","12","17","73","22","3.9","2.6","35.96","3.234","118.814","94.355"
"3","12","18","0","0","2.2","2.6","0","2.2","0","0"
"3","12","19","0","0","2.8","3.6","0","2.8","0","0"
"3","12","20","0","0","2.8","5.2","0","2.8","0","0"
"3","12","21","0","0","2.8","5.7","0","2.8","0","0"
"3","12","22","0","0","1.7","5.7","0","1.7","0","0"
"3","12","23","0","0","1.7","5.7","0","1.7","0","0"
"3","13","0","0","0","1.1","6.2","0","1.1","0","0"
"3","13","1","0","0","0.6","4.1","0","0.6","0","0"
"3","13","2","0","0","-1.1","5.2","0","-1.1","0","0"
"3","13","3","0","0","-1.1","5.7","0","-1.1","0","0"
"3","13","4","0","0","-1.7","4.1","0","-1.7","0","0"
"3","13","5","0","0","-2.2","4.1","0","-2.2","0","0"
"3","13","6","333","12","-1.1","5.2","71.414","-1.124","194.443","168.522"
"3","13","7","693","29","1.1","8.2","311.88","4.625","1065.363","1019.104"
"3","13","8","875","34","3.3","6.7","591.72","12.218","2107.488","2028.4"
"3","13","9","932","45","5","5.7","817.48","19.366","2872.775","2763.686"
"3","13","10","773","117","6.7","4.6","891.457","24.958","3065.375","2947.949"
"3","13","11","581","139","7.8","6.7","787.029","20.629","2762.913","2658.438"
"3","13","12","603","153","8.3","7.7","825.426","20.483","2899.66","2789.426"
"3","13","13","448","209","8.9","6.2","686.188","20.58","2408.416","2318.126"
"3","13","14","247","201","7.8","6.2","429.432","14.86","1543.864","1483.681"
"3","13","15","634","107","8.9","6.2","532.762","17.432","1861.95","1791.43"
"3","13","16","265","65","7.8","4.6","183.34","11.063","630.745","595.443"
"3","13","17","82","23","5","3.6","38.031","4.57","123.838","99.283"
"3","13","18","0","0","4.4","4.1","0","4.4","0","0"
"3","13","19","0","0","3.3","4.1","0","3.3","0","0"
"3","13","20","0","0","1.7","3.6","0","1.7","0","0"
"3","13","21","0","0","2.8","5.2","0","2.8","0","0"
"3","13","22","0","0","2.8","4.1","0","2.8","0","0"
"3","13","23","0","0","2.8","4.6","0","2.8","0","0"
"3","14","0","0","0","3.3","5.2","0","3.3","0","0"
"3","14","1","0","0","3.3","3.6","0","3.3","0","0"
"3","14","2","0","0","3.3","3.6","0","3.3","0","0"
"3","14","3","0","0","3.3","3.1","0","3.3","0","0"
"3","14","4","0","0","3.9","5.2","0","3.9","0","0"
"3","14","5","0","0","3.9","4.6","0","3.9","0","0"
"3","14","6","1","10","3.3","3.6","8.226","1.785","31.144","8.317"
"3","14","7","2","48","4.4","3.6","39.789","3.569","150.342","125.28"
"3","14","8","0","102","4.4","5.2","86.05","4.692","324.265","295.723"
"3","14","9","1","112","3.9","4.6","94.296","4.463","355.673","326.474"
"3","14","10","9","227","4.4","2.1","212.292","8.505","786.88","747.827"
"3","14","11","4","327","5","1.5","313.438","13.08","1138.634","1090.369"
"3","14","12","419","239","6.1","3.6","725.987","21.807","2534.821","2439.595"
"3","14","13","50","254","6.7","2.1","300.764","15.397","1081.197","1034.508"
"3","14","14","82","209","6.1","4.1","271.381","11.084","993.328","948.997"
"3","14","15","59","141","5.6","5.2","170.38","7.895","629.72","594.443"
"3","14","16","13","54","4.4","3.6","52.222","4.268","195.057","169.124"
"3","14","17","2","10","1.7","3.6","8.381","0.209","31.707","8.87"
"3","14","18","0","0","1.1","4.1","0","1.1","0","0"
"3","14","19","0","0","1.1","3.6","0","1.1","0","0"
"3","14","20","0","0","1.1","1.5","0","1.1","0","0"
"3","14","21","0","0","1.7","3.1","0","1.7","0","0"
"3","14","22","0","0","1.7","3.1","0","1.7","0","0"
"3","14","23","0","0","1.7","1.5","0","1.7","0","0"
"3","15","0","0","0","1.7","2.1","0","1.7","0","0"
"3","15","1","0","0","1.1","4.1","0","1.1","0","0"
"3","15","2","0","0","1.1","3.1","0","1.1","0","0"
"3","15","3","0","0","1.1","3.6","0","1.1","0","0"
"3","15","4","0","0","1.1","4.6","0","1.1","0","0"
"3","15","5","0","0","1.1","4.6","0","1.1","0","0"
"3","15","6","3","26","1.1","4.6","22.281","0.007","84.925","61.104"
"3","15","7","4","95","0.6","5.2","85.926","0.841","328.507","299.876"
"3","15","8","4","147","0.6","5.2","132.48","1.842","505.098","472.664"
"3","15","9","4","219","0.6","5.7","202.07","3.11","766.576","728.023"
"3","15","10","1","273","0.6","6.2","252.767","3.946","955.561","912.223"
"3","15","11","1","196","0.6","7.7","172.076","2.325","655.028","619.157"
"3","15","12","1","340","1.1","5.7","324.054","5.893","1214.854","1164.454"
"3","15","13","0","310","3.3","6.2","292.633","7.504","1089.435","1042.522"
"3","15","14","1","268","3.9","3.6","253.224","8.783","937.47","894.603"
"3","15","15","2","174","3.9","3.6","159.563","6.498","596.508","562.001"
"3","15","16","1","100","3.9","0","90.071","6.515","336.605","307.806"
"3","15","17","0","31","2.8","5.2","26.726","2.017","101.868","77.729"
"3","15","18","0","0","2.2","5.2","0","2.2","0","0"
"3","15","19","0","0","1.7","4.6","0","1.7","0","0"
"3","15","20","0","0","1.7","5.2","0","1.7","0","0"
"3","15","21","0","0","0","4.1","0","0","0","0"
"3","15","22","0","0","-0.6","4.1","0","-0.6","0","0"
"3","15","23","0","0","0.6","4.6","0","0.6","0","0"
"3","16","0","0","0","0.6","4.1","0","0.6","0","0"
"3","16","1","0","0","0.6","5.2","0","0.6","0","0"
"3","16","2","0","0","-0.6","4.1","0","-0.6","0","0"
"3","16","3","0","0","-1.7","3.6","0","-1.7","0","0"
"3","16","4","0","0","-2.2","3.1","0","-2.2","0","0"
"3","16","5","0","0","-1.1","4.1","0","-1.1","0","0"
"3","16","6","20","33","-0.6","4.1","33.315","-1.502","124.016","99.457"
"3","16","7","36","107","1.1","4.6","117.149","2.023","440.792","409.773"
"3","16","8","385","120","1.7","5.2","387.856","7.916","1419.224","1362.856"
"3","16","9","544","135","5","7.7","623.423","13.715","2250.28","2165.973"
"3","16","10","394","196","5","5.2","620.866","16.497","2220.205","2137.011"
"3","16","11","67","203","5.6","5.2","262.162","10.218","964.487","920.915"
"3","16","12","131","315","6.1","5.2","477.279","14.283","1724.522","1658.574"
"3","16","13","8","279","6.1","5.2","265.111","10.549","973.901","930.082"
"3","16","14","10","225","6.7","5.7","212.642","9.624","784.19","745.204"
"3","16","15","3","181","6.1","3.6","166.994","8.777","618.082","583.076"
"3","16","16","9","102","5.6","2.6","94.676","6.605","352.399","323.27"
"3","16","17","3","28","5","3.1","24.054","3.973","90.214","66.295"
"3","16","18","0","0","4.4","2.1","0","4.4","0","0"
"3","16","19","0","0","3.3","2.1","0","3.3","0","0"
"3","16","20","0","0","2.2","2.1","0","2.2","0","0"
"3","16","21","0","0","1.1","1.5","0","1.1","0","0"
"3","16","22","0","0","1.1","2.6","0","1.1","0","0"
"3","16","23","0","0","0.6","2.1","0","0.6","0","0"
"3","17","0","0","0","0.6","2.1","0","0.6","0","0"
"3","17","1","0","0","-1.1","2.1","0","-1.1","0","0"
"3","17","2","0","0","-0.6","2.1","0","-0.6","0","0"
"3","17","3","0","0","-0.6","2.6","0","-0.6","0","0"
"3","17","4","0","0","-0.6","0","0","-0.6","0","0"
"3","17","5","0","0","-1.1","2.1","0","-1.1","0","0"
"3","17","6","18","25","1.1","2.6","24.424","-0.24","89.646","65.737"
"3","17","7","169","71","2.2","3.6","143.474","3.848","516.077","483.398"
"3","17","8","799","55","3.9","3.1","574.617","16.426","2012.381","1936.673"
"3","17","9","885","67","5.6","2.6","810.575","25.831","2765.224","2660.653"
"3","17","10","917","75","6.7","2.6","968.424","31.319","3230.446","3105.624"
"3","17","11","880","72","9.4","4.6","989.453","29.894","3325.334","3196.155"
"3","17","12","842","188","9.4","3.1","1104.209","36.055","3601.012","3458.74"
"3","17","13","237","258","10.6","5.7","519.693","20.315","1826.508","1757.183"
"3","17","14","18","274","9.4","8.2","271.652","12.785","987.848","943.662"
"3","17","15","219","160","9.4","6.7","311.507","13.686","1115.712","1068.08"
"3","17","16","423","75","8.3","6.2","251.961","11.816","853.92","813.193"
"3","17","17","45","33","5.6","4.1","38.63","5.342","134.647","109.885"
"3","17","18","0","0","3.9","3.6","0","3.9","0","0"
"3","17","19","0","0","3.9","5.2","0","3.9","0","0"
"3","17","20","0","0","3.3","5.2","0","3.3","0","0"
"3","17","21","0","0","3.3","6.2","0","3.3","0","0"
"3","17","22","0","0","2.2","5.7","0","2.2","0","0"
"3","17","23","0","0","1.1","5.2","0","1.1","0","0"
"3","18","0","0","0","0.6","4.1","0","0.6","0","0"
"3","18","1","0","0","0","4.1","0","0","0","0"
"3","18","2","0","0","-0.6","5.7","0","-0.6","0","0"
"3","18","3","0","0","-1.1","5.2","0","-1.1","0","0"
"3","18","4","0","0","-1.1","6.2","0","-1.1","0","0"
"3","18","5","0","0","-1.1","5.7","0","-1.1","0","0"
"3","18","6","346","18","-1.1","6.2","75.423","-1.043","207.823","181.639"
"3","18","7","714","34","1.1","5.7","330.181","5.868","1127.256","1079.306"
"3","18","8","793","40","2.8","7.2","552.772","10.715","1984.737","1909.996"
"3","18","9","736","102","4.4","7.2","742.957","15.56","2658.563","2558.374"
"3","18","10","816","125","6.1","6.7","942.651","21.312","3297.085","3169.211"
"3","18","11","694","164","6.7","8.2","929.838","20.024","3273.375","3146.592"
"3","18","12","529","208","7.2","6.7","800.679","20.294","2815.187","2708.529"
"3","18","13","86","286","8.3","7.7","368.542","13.569","1335.67","1281.785"
"3","18","14","67","206","7.8","7.7","252.904","10.901","926.568","883.983"
"3","18","15","78","197","7.2","7.7","242.671","10.031","888.84","847.226"
"3","18","16","11","101","6.7","6.7","93.298","7.323","345.839","316.847"
"3","18","17","74","28","6.1","4.1","39.462","5.523","131.003","106.312"
"3","18","18","0","0","6.1","5.2","0","6.1","0","0"
"3","18","19","0","0","5","6.2","0","5","0","0"
"3","18","20","0","0","5","6.7","0","5","0","0"
"3","18","21","0","0","3.3","5.2","0","3.3","0","0"
"3","18","22","0","0","1.7","5.7","0","1.7","0","0"
"3","18","23","0","0","1.7","5.7","0","1.7","0","0"
"3","19","0","0","0","1.1","6.2","0","1.1","0","0"
"3","19","1","0","0","1.7","5.7","0","1.7","0","0"
"3","19","2","0","0","1.7","5.2","0","1.7","0","0"
"3","19","3","0","0","1.1","5.7","0","1.1","0","0"
"3","19","4","0","0","1.1","5.2","0","1.1","0","0"
"3","19","5","0","0","1.1","4.6","0","1.1","0","0"
"3","19","6","5","27","1.1","6.7","23.05","0.3","87.305","63.44"
"3","19","7","3","83","2.8","5.7","71.8","2.786","272.311","244.835"
"3","19","8","2","88","3.3","6.7","73.816","3.385","279.608","251.983"
"3","19","9","4","246","4.4","4.6","227.914","7.711","847.677","807.107"
"3","19","10","6","229","5.6","6.7","209.247","8.117","776.914","738.107"
"3","19","11","9","292","6.7","7.2","276.272","10.145","1016.726","971.774"
"3","19","12","1","266","7.2","7.7","241.017","10.028","887.439","845.861"
"3","19","13","3","172","7.2","7.7","150.603","8.624","557.942","524.319"
"3","19","14","3","277","7.2","6.2","260.943","10.66","958.092","914.688"
"3","19","15","0","117","7.2","5.2","99.326","8.121","368.787","339.313"
"3","19","16","1","113","6.7","5.7","101.3","7.357","377.205","347.552"
"3","19","17","0","36","6.1","5.7","30.972","5.471","116.324","91.911"
"3","19","18","0","0","6.1","5.2","0","6.1","0","0"
"3","19","19","0","0","6.1","4.1","0","6.1","0","0"
"3","19","20","0","0","6.1","3.6","0","6.1","0","0"
"3","19","21","0","0","5.6","4.6","0","5.6","0","0"
"3","19","22","0","0","5","3.6","0","5","0","0"
"3","19","23","0","0","5","5.2","0","5","0","0"
"3","20","0","0","0","5","6.2","0","5","0","0"
"3","20","1","0","0","4.4","5.2","0","4.4","0","0"
"3","20","2","0","0","4.4","5.7","0","4.4","0","0"
"3","20","3","0","0","4.4","5.2","0","4.4","0","0"
"3","20","4","0","0","4.4","4.6","0","4.4","0","0"
"3","20","5","0","0","3.9","4.6","0","3.9","0","0"
"3","20","6","0","30","4.4","4.1","24.94","3.286","94.548","70.547"
"3","20","7","0","117","5.6","3.1","103.996","6.368","389.073","359.168"
"3","20","8","0","180","7.2","4.1","161.089","9.344","594.924","560.454"
"3","20","9","348","216","9.4","5.7","526.315","17.907","1866.003","1795.346"
"3","20","10","598","194","12.2","4.1","811.063","29.349","2731.764","2628.577"
"3","20","11","644","151","14.4","4.6","863.937","32.072","2873.102","2763.999"
"3","20","12","143","321","15.6","5.7","492.4","24.524","1697.625","1632.552"
"3","20","13","455","218","16.7","5.7","697.933","28.833","2356.5","2268.198"
"3","20","14","297","176","16.7","4.1","435.659","26.136","1486.175","1427.774"
"3","20","15","479","132","16.7","4.1","451.584","25.944","1519.557","1460.128"
"3","20","16","292","84","16.1","4.1","208.412","20.108","688.685","652.016"
"3","20","17","159","27","14.4","1.5","51.599","14.655","151.238","126.158"
"3","20","18","0","0","11.7","2.6","0","11.7","0","0"
"3","20","19","0","0","9.4","3.6","0","9.4","0","0"
"3","20","20","0","0","8.9","4.1","0","8.9","0","0"
"3","20","21","0","0","8.9","5.2","0","8.9","0","0"
"3","20","22","0","0","8.3","5.7","0","8.3","0","0"
"3","20","23","0","0","7.2","5.2","0","7.2","0","0"
"3","21","0","0","0","6.7","5.7","0","6.7","0","0"
"3","21","1","0","0","5.6","4.6","0","5.6","0","0"
"3","21","2","0","0","5.6","5.2","0","5.6","0","0"
"3","21","3","0","0","5","3.6","0","5","0","0"
"3","21","4","0","0","4.4","5.2","0","4.4","0","0"
"3","21","5","0","1","4.4","3.6","0.838","2.756","3.183","0"
"3","21","6","6","23","4.4","4.1","19.523","3.168","72.634","49.043"
"3","21","7","15","95","5.6","4.6","87.545","5.911","325.876","297.3"
"3","21","8","64","184","7.8","4.6","217.034","10.934","792.432","753.242"
"3","21","9","189","233","10.6","3.6","397.936","18.606","1407.414","1351.401"
"3","21","10","386","209","14.4","5.7","626.544","25.093","2153.542","2072.79"
"3","21","11","13","165","15.6","7.2","153.656","17.62","546.911","513.538"
"3","21","12","8","206","16.7","5.2","187.424","19.247","662.169","626.13"
"3","21","13","1","265","17.2","4.6","240.474","21.1","842.391","801.955"
"3","21","14","13","245","17.8","3.6","232.905","22.123","811.825","772.154"
"3","21","15","4","167","17.2","4.1","150.042","19.49","529.279","496.304"
"3","21","16","6","102","15","2.6","91.007","15.962","325.421","296.855"
"3","21","17","1","36","13.3","2.6","30.656","12.504","111.429","87.11"
"3","21","18","0","0","12.2","3.6","0","12.2","0","0"
"3","21","19","0","0","10.6","3.6","0","10.6","0","0"
"3","21","20","0","0","11.7","4.6","0","11.7","0","0"
"3","21","21","0","0","15","7.7","0","15","0","0"
"3","21","22","0","0","13.3","5.2","0","13.3","0","0"
"3","21","23","0","0","12.2","5.2","0","12.2","0","0"
"3","22","0","0","0","11.1","4.6","0","11.1","0","0"
"3","22","1","0","0","10","4.1","0","10","0","0"
"3","22","2","0","0","8.9","5.2","0","8.9","0","0"
"3","22","3","0","0","7.2","3.6","0","7.2","0","0"
"3","22","4","0","0","6.7","3.6","0","6.7","0","0"
"3","22","5","2","4","5.6","4.6","3.363","4.186","12.702","0"
"3","22","6","23","44","5.6","2.1","42.711","4.647","155.576","130.412"
"3","22","7","480","75","5.6","4.1","285.895","10.351","979.387","935.424"
"3","22","8","597","109","9.4","2.1","517.709","22.335","1772.201","1704.685"
"3","22","9","583","144","11.1","1.5","666.13","30.297","2226.84","2143.401"
"3","22","10","830","87","12.8","0","902","47.301","2776.077","2671.054"
"3","22","11","736","135","14.4","4.1","937.741","34.889","3075.832","2957.945"
"3","22","12","548","230","16.1","5.7","842.175","31.442","2809.292","2702.881"
"3","22","13","471","154","15","3.6","639.15","29.756","2148.332","2067.769"
"3","22","14","241","202","15.6","3.6","418.007","24.991","1434.285","1377.462"
"3","22","15","351","130","15.6","4.1","369.141","23.032","1261.304","1209.579"
"3","22","16","236","92","15","4.1","185.814","18.328","622.506","587.397"
"3","22","17","196","29","12.8","0","55.738","14.339","159.145","133.912"
"3","22","18","0","0","10.6","0","0","10.6","0","0"
"3","22","19","0","0","7.8","2.1","0","7.8","0","0"
"3","22","20","0","0","9.4","2.6","0","9.4","0","0"
"3","22","21","0","0","6.1","2.1","0","6.1","0","0"
"3","22","22","0","0","7.2","3.1","0","7.2","0","0"
"3","22","23","0","0","6.7","3.6","0","6.7","0","0"
"3","23","0","0","0","4.4","3.6","0","4.4","0","0"
"3","23","1","0","0","4.4","4.6","0","4.4","0","0"
"3","23","2","0","0","6.1","3.6","0","6.1","0","0"
"3","23","3","0","0","7.2","6.2","0","7.2","0","0"
"3","23","4","0","0","7.2","6.7","0","7.2","0","0"
"3","23","5","0","1","7.2","10.3","0.838","6.356","3.135","0"
"3","23","6","1","29","6.1","8.8","23.782","5.432","89.099","65.2"
"3","23","7","9","54","6.1","8.2","47.535","5.764","176.935","151.357"
"3","23","8","5","202","7.2","8.2","185.037","8.894","684.439","647.871"
"3","23","9","10","163","7.8","14.4","147.831","8.651","547.472","514.086"
"3","23","10","8","154","5.6","11.8","137.955","6.44","515.944","483.268"
"3","23","11","5","188","4.4","11.3","166.796","5.595","626.108","590.915"
"3","23","12","5","178","4.4","8.8","157.393","5.712","590.512","556.143"
"3","23","13","4","189","4.4","8.2","166.948","5.909","625.822","590.635"
"3","23","14","1","159","5","10.3","136.786","5.92","512.725","480.121"
"3","23","15","1","127","6.1","8.2","108.58","6.751","405.49","375.234"
"3","23","16","229","97","7.2","5.2","187.576","9.579","654.811","618.944"
"3","23","17","368","20","6.7","3.6","69.01","7.024","176.049","150.488"
"3","23","18","2","2","5","3.1","1.676","3.345","6.351","0"
"3","23","19","0","0","5","4.1","0","5","0","0"
"3","23","20","0","0","5.6","6.7","0","5.6","0","0"
"3","23","21","0","0","5","5.2","0","5","0","0"
"3","23","22","0","0","4.4","5.2","0","4.4","0","0"
"3","23","23","0","0","4.4","8.2","0","4.4","0","0"
"3","24","0","0","0","3.9","9.8","0","3.9","0","0"
"3","24","1","0","0","3.3","10.3","0","3.3","0","0"
"3","24","2","0","0","2.2","9.8","0","2.2","0","0"
"3","24","3","0","0","1.7","9.3","0","1.7","0","0"
"3","24","4","0","0","1.7","8.2","0","1.7","0","0"
"3","24","5","1","1","1.1","7.2","0.838","-0.053","3.221","0"
"3","24","6","0","41","0.6","8.8","34.179","0.056","131.361","106.662"
"3","24","7","8","81","0.6","8.8","70.864","0.591","270.5","243.06"
"3","24","8","5","146","1.7","7.2","128.673","2.64","488.874","456.801"
"3","24","9","1","214","2.2","6.2","189.664","4.366","715.704","678.387"
"3","24","10","4","264","2.8","6.2","240.557","5.929","901.682","859.739"
"3","24","11","3","289","5","6.2","264.125","8.614","978.563","934.622"
"3","24","12","305","282","6.7","4.6","630.276","18.643","2232.878","2149.216"
"3","24","13","129","299","7.8","4.6","438.068","16.481","1566.937","1506.032"
"3","24","14","627","171","8.3","6.2","716.096","20.005","2511.118","2416.829"
"3","24","15","357","143","8.9","5.2","384.521","16.037","1356.908","1302.398"
"3","24","16","507","57","8.9","5.2","263.464","13.19","875.203","833.936"
"3","24","17","193","33","6.7","2.6","57.801","7.052","173.086","147.583"
"3","24","18","4","1","4.4","1.5","0.838","2.243","3.19","0"
"3","24","19","0","0","3.9","4.1","0","3.9","0","0"
"3","24","20","0","0","1.7","2.6","0","1.7","0","0"
"3","24","21","0","0","1.7","2.6","0","1.7","0","0"
"3","24","22","0","0","1.7","3.1","0","1.7","0","0"
"3","24","23","0","0","1.7","3.1","0","1.7","0","0"
"3","25","0","0","0","1.1","4.1","0","1.1","0","0"
"3","25","1","0","0","1.1","4.6","0","1.1","0","0"
"3","25","2","0","0","0.6","3.6","0","0.6","0","0"
"3","25","3","0","0","0.6","3.6","0","0.6","0","0"
"3","25","4","0","0","0.6","4.1","0","0.6","0","0"
"3","25","5","9","3","0.6","4.1","2.513","-1.036","9.704","0"
"3","25","6","30","46","1.1","4.6","44.596","0.459","163.898","138.574"
"3","25","7","393","109","2.8","4.1","280.85","7.43","987.065","942.899"
"3","25","8","474","137","5","3.6","462.867","14.687","1644.351","1580.996"
"3","25","9","565","163","8.3","3.1","663.374","23.642","2289.131","2203.373"
"3","25","10","621","178","11.7","3.6","823.756","30.206","2763.143","2658.658"
"3","25","11","590","191","13.3","4.1","851.728","31.87","2835.292","2727.788"
"3","25","12","593","189","15","5.2","849.666","31.235","2837.11","2729.53"
"3","25","13","782","125","15.6","6.7","900.749","30.314","3019.129","2903.734"
"3","25","14","679","141","15.6","5.7","726.877","28.811","2445.097","2353.389"
"3","25","15","675","93","16.1","6.2","531.919","25.054","1789.971","1721.865"
"3","25","16","556","60","15","4.1","284.101","20.814","909.925","867.77"
"3","25","17","188","27","10.6","2.6","50.846","10.873","145.952","120.974"
"3","25","18","2","2","8.3","2.6","1.676","6.54","6.264","0"
"3","25","19","0","0","5.6","2.6","0","5.6","0","0"
"3","25","20","0","0","5","4.1","0","5","0","0"
"3","25","21","0","0","3.3","4.1","0","3.3","0","0"
"3","25","22","0","0","5","3.6","0","5","0","0"
"3","25","23","0","0","3.3","2.1","0","3.3","0","0"
"3","26","0","0","0","2.2","3.1","0","2.2","0","0"
"3","26","1","0","0","0","2.1","0","0","0","0"
"3","26","2","0","0","0","3.1","0","0","0","0"
"3","26","3","0","0","1.7","3.6","0","1.7","0","0"
"3","26","4","0","0","2.2","4.1","0","2.2","0","0"
"3","26","5","49","5","1.7","3.6","4.189","-0.019","16.105","0"
"3","26","6","331","33","2.8","4.1","88.26","3.087","256.139","228.99"
"3","26","7","152","124","6.1","5.2","182.699","8.345","655.104","619.231"
"3","26","8","394","146","8.3","3.1","421.369","17.207","1482.088","1423.812"
"3","26","9","291","148","11.7","5.2","421.397","19.099","1485.92","1427.527"
"3","26","10","835","100","12.2","3.6","933.233","32.56","3094.605","2975.887"
"3","26","11","422","267","12.8","3.1","754.375","31.266","2518.59","2424.006"
"3","26","12","735","164","13.9","3.1","965.289","36.68","3138.188","3017.528"
"3","26","13","681","144","14.4","4.1","833.102","32.827","2758.64","2654.342"
"3","26","14","397","148","14.4","5.2","498.603","23.938","1717.371","1651.656"
"3","26","15","59","173","12.8","5.2","197.415","16.036","704.108","667.07"
"3","26","16","2","60","12.2","5.7","49.682","12.103","180.941","155.285"
"3","26","17","2","27","10.6","6.2","22.157","9.817","81.228","57.476"
"3","26","18","0","2","8.9","4.1","1.676","7.363","6.242","0"
"3","26","19","0","0","8.9","5.2","0","8.9","0","0"
"3","26","20","0","0","6.7","4.6","0","6.7","0","0"
"3","26","21","0","0","6.7","4.6","0","6.7","0","0"
"3","26","22","0","0","6.1","5.2","0","6.1","0","0"
"3","26","23","0","0","6.7","5.2","0","6.7","0","0"
"3","27","0","0","0","5.6","4.6","0","5.6","0","0"
"3","27","1","0","0","5.6","5.2","0","5.6","0","0"
"3","27","2","0","0","5.6","5.7","0","5.6","0","0"
"3","27","3","0","0","4.4","5.7","0","4.4","0","0"
"3","27","4","0","0","3.9","5.2","0","3.9","0","0"
"3","27","5","12","8","3.9","5.2","6.702","2.596","25.484","2.76"
"3","27","6","62","49","3.3","5.2","54.183","2.917","190.957","165.105"
"3","27","7","43","118","4.4","4.6","124.682","5.537","461.699","430.225"
"3","27","8","9","220","6.1","4.6","203.339","9.008","751.578","713.392"
"3","27","9","13","242","7.8","4.1","226.186","11.594","826.928","786.88"
"3","27","10","2","270","7.8","4.6","243.267","11.732","889.019","847.4"
"3","27","11","6","213","8.9","5.2","190.792","11.569","697.756","660.87"
"3","27","12","8","190","7.8","6.7","171.071","9.658","630.916","595.611"
"3","27","13","5","182","7.2","5.2","160.535","9.158","593.344","558.91"
"3","27","14","5","151","6.7","5.2","131.879","8.085","489.644","457.553"
"3","27","15","3","114","6.7","5.2","97.187","7.37","361.832","332.504"
"3","27","16","1","81","7.2","5.2","67.81","7.252","252.559","225.483"
"3","27","17","0","26","7.2","5.2","21.088","6.303","78.917","55.208"
"3","27","18","0","2","7.2","5.7","1.676","5.93","6.281","0"
"3","27","19","0","0","7.2","5.7","0","7.2","0","0"
"3","27","20","0","0","7.2","5.7","0","7.2","0","0"
"3","27","21","0","0","8.3","14.4","0","8.3","0","0"
"3","27","22","0","0","7.2","5.2","0","7.2","0","0"
"3","27","23","0","0","7.2","7.7","0","7.2","0","0"
"3","28","0","0","0","7.2","11.3","0","7.2","0","0"
"3","28","1","0","0","5.6","13.9","0","5.6","0","0"
"3","28","2","0","0","4.4","10.3","0","4.4","0","0"
"3","28","3","0","0","3.9","9.8","0","3.9","0","0"
"3","28","4","0","0","3.9","10.3","0","3.9","0","0"
"3","28","5","4","9","3.9","10.3","7.54","3.092","28.609","5.828"
"3","28","6","49","54","3.9","9.3","54.243","3.662","193.653","167.748"
"3","28","7","335","98","4.4","7.7","246.749","7.086","870.624","829.474"
"3","28","8","83","189","5.6","9.8","230.027","7.819","850.729","810.083"
"3","28","9","11","215","6.7","10.3","197.307","8.429","731.446","693.749"
"3","28","10","636","170","8.9","11.8","829.03","17.73","2947.973","2835.666"
"3","28","11","3","266","8.3","10.3","239.067","10.946","876.713","835.408"
"3","28","12","9","228","8.9","8.8","207.968","11.002","762.475","724.022"
"3","28","13","10","245","9.4","7.7","225.517","11.945","823.349","783.391"
"3","28","14","1","224","11.1","8.2","198.197","13.171","719.688","682.275"
"3","28","15","300","163","11.7","8.2","354.164","16.028","1251.094","1199.662"
"3","28","16","456","92","7.8","6.7","271.086","11.499","916.693","874.363"
"3","28","17","270","35","8.3","8.2","67.913","8.49","193.62","167.715"
"3","28","18","27","2","6.1","7.2","1.676","5.051","6.304","0"
"3","28","19","0","0","5","8.2","0","5","0","0"
"3","28","20","0","0","4.4","6.7","0","4.4","0","0"
"3","28","21","0","0","3.9","6.7","0","3.9","0","0"
"3","28","22","0","0","3.9","7.2","0","3.9","0","0"
"3","28","23","0","0","3.9","5.2","0","3.9","0","0"
"3","29","0","0","0","3.9","3.6","0","3.9","0","0"
"3","29","1","0","0","2.8","5.2","0","2.8","0","0"
"3","29","2","0","0","2.2","4.6","0","2.2","0","0"
"3","29","3","0","0","2.8","4.6","0","2.8","0","0"
"3","29","4","0","0","3.3","5.2","0","3.3","0","0"
"3","29","5","1","2","3.9","4.1","1.676","2.27","6.38","0"
"3","29","6","4","31","5","5.2","25.774","4.071","96.432","72.396"
"3","29","7","6","74","4.4","6.7","63.266","4.264","237.95","211.167"
"3","29","8","3","103","5.6","11.3","87.104","5.82","326.486","297.898"
"3","29","9","8","124","6.1","7.7","109.762","6.751","409.853","379.503"
"3","29","10","7","204","7.2","7.7","182.792","8.987","676.114","639.744"
"3","29","11","7","300","8.9","5.7","276.858","12.895","1006.574","961.892"
"3","29","12","1","184","7.2","6.7","158.14","8.938","585.068","550.824"
